target_sigungu,target_final_water_risk_score,target_final_water_risk_level,target_main_risk_driver,candidate_rank,candidate_reservoir_name,candidate_sigungu,address,distance_km,candidate_reservoir_rate,benefit_area,effective_capacity,distance_score,reservoir_surplus_score,benefit_area_score,candidate_score,recommendation_reason
아산시,25.42061510730572,낮음,대체 수원 접근성 부족도,2,궁평,아산시,충청남도 아산시 송악면 궁평리,0.0,95.98333333333332,1108.0,6717.0,100.0,91.96666666666664,15.893507760277705,76.16171027340276,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
아산시,25.42061510730572,낮음,대체 수원 접근성 부족도,3,도고,아산시,충청남도 아산시 도고면 석당리,0.0,95.98333333333332,841.0,4278.0,100.0,91.96666666666664,12.063574031041112,75.20422684109361,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
아산시,25.42061510730572,낮음,대체 수원 접근성 부족도,4,가혜,아산시,충청남도 아산시 염치읍 동정리,0.0,95.98333333333332,593.0,3494.0,100.0,91.96666666666664,8.506182402386896,74.31487893393006,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
아산시,25.42061510730572,낮음,대체 수원 접근성 부족도,5,봉재,아산시,충청남도 아산시 둔포면 봉재리,0.0,95.98333333333332,389.0,1338.0,100.0,91.96666666666664,5.579940901397137,73.58331855868262,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
계룡시,25.10829933716836,낮음,대체 수원 접근성 부족도,1,탑정,논산시,충청남도 논산시 가야곡면 종연리,16.59631780202294,94.66,5713.3,34940.0,86.16973516498088,89.32,81.9534096451215,86.21824647727273,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
계룡시,25.10829933716836,낮음,대체 수원 접근성 부족도,2,예당(대흥),예산군,충청남도 예산군 응봉면 입침리,57.769744203706395,90.82307692307693,6971.4,46070.0,51.85854649691134,81.64615384615385,100.0,74.31957244491838,저수율 여유 높음 / 수혜면적 정보 보유
계룡시,25.10829933716836,낮음,대체 수원 접근성 부족도,3,가곡,논산시,충청남도 논산시 노성면 병사리,16.59631780202294,94.66,208.0,695.0,86.16973516498088,89.32,2.9836187853228906,66.47579876232308,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
계룡시,25.10829933716836,낮음,대체 수원 접근성 부족도,4,수락,논산시,충청남도 논산시 벌곡면 수락리,16.59631780202294,94.66,192.0,856.31,86.16973516498088,89.32,2.7541096479903606,66.41842147798994,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
계룡시,25.10829933716836,낮음,대체 수원 접근성 부족도,5,고내,논산시,충청남도 논산시 연무읍 고내리,16.59631780202294,94.66,77.0,230.21,86.16973516498088,89.32,1.104512723412801,66.00602224684556,근거리 / 저수율 여유 높음 / 수혜면적 정보 보유
태안군,23.799270173711136,낮음,대체 수원 접근성 부족도,1,예당(대흥),예산군,충청남도 예산군 응봉면 입침리,49.599477189604954,90.82307692307693,6971.4,46070.0,58.66710234199587,81.64615384615385,100.0,77.04299478295219,중거리 / 저수율 여유 높음 / 수혜면적 정보 보유
