collection_date_kst,source_url,raw_csv_path,raw_bytes,csv_encoding,raw_rows,standardized_rows,matched_rows,unmatched_rows,latest_measurement_date,data_age_days,freshness_status,sigungu_count,avg_reservoir_rate_today,low_40_count_today,low_30_count_today,over_100_count_today,status
20260718,https://alldam.chungnam.go.kr/bigdata/collect/csvDownLoad.do?apiIdx=2869,data/raw/live_snapshots/20260718/oldam_reservoir_today_raw.csv,388,cp949,6,6,6,0,2026-07-11,7,STALE_BUT_USABLE,5,65.78333333333335,0,0,1,SUCCESS
