collection_date_kst,source,main_url,sigungu_url,rvow_url,query_date,monthday,term,sigungu_code_count,result_rows,success_rows,crosscheck_rows,oldam_crosscheck_rows,raw_json_path,status
20260805,ADMS_MYAREA_RESERVOIR_SUPPORT,https://adms.ekr.or.kr/page/myareainfo.do,https://adms.ekr.or.kr/common/retrieveSiGunCd.do,https://adms.ekr.or.kr/droughtInfo/retrieveDroughtMapPaddyClickMyareaSigunTotal.do,20260805,0805,0,15,15,15,15,5,data/raw/live_snapshots/20260805/adms_reservoir_myarea_sigungu_raw.json,SUCCESS
