live_feature_rows,oldam_rows,oldam_sigungu_count,kma_rows,kma_sigungu_count,soil_rows,soil_sigungu_count,live_reservoir_oldam_count,live_weather_kma_count,live_soil_adms_count,top_live_sigungu,top_live_score,status
15,5,5,15,15,15,15,5,15,15,논산시,55.51808254069374,SUCCESS
