#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123
# YYMMDD STN   WS    WR  WD   WS   WS  WD   WS   WS    TA    TA   TA    TA   TA    TD    TS    TG    HM    HM   HM    PV  EV_S  EV_L    FG     PA     PS     PS   PS     PS   PS   CA   SS   SS   SS    SI    SI   SI     RN     RN    RN     RN   RN     RN   RN     RN   RN     SD   SD     SD   SD    TE    TE    TE    TE    TE
#    KST  ID  AVG   DAY MAX  MAX  MAX INS  INS  INS   AVG   MAX  MAX   MIN  MIN   AVG   AVG   MIN   AVG   MIN  MIN   AVG               DUR    AVG    AVG    MAX  MAX    MIN  MIN  TOT  DAY  DUR  CMB   DAY   60M  60M    DAY    D99   DUR    60M  60M    10M  10M    POW  POW    NEW  NEW    MAX  MAX     5    10    15    30    50
#             m/s     m  16  m/s   TM  16  m/s   TM     C     C   TM     C   TM     C     C     C     %     %   TM   hPa    mm    mm    hr    hPa    hPa    hPa   TM    hPa   TM    %   hr   hr   hr         MAX   TM     mm     mm    hr     mm   TM     mm   TM     mm   TM     cm   TM     cm   TM     C     C     C     C     C
20260506  90  3.2  2735  23  7.8   13  23 15.3    8  22.3  27.3 1451  17.3  506   3.4  23.2  11.1  29.6  11.0   16   8.1  11.4   8.0 -9.00 1009.4 1011.4 1013.1  757 1010.0 1522  1.8 13.0 14.0 -9.0 28.47  3.49 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260506  93  1.7  1448  20  5.3 1332  23  9.0 1330  15.0  24.6 1535   4.2  510   6.5  19.8   2.9  61.1  33.0 1622   9.7   7.3   5.1 -9.00 1004.5 1015.9 1019.6  703 1012.4 1704  2.4 12.7 13.9 -9.0 27.35  3.44 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  16.7  16.0  14.3  12.0  11.8
20260506  95  1.4  1191  23  4.5 1421  25 10.6 1752  14.2  23.6 1401   4.4  447   5.9  17.4   1.4  62.1  34.0 1509   9.4   6.9   4.8 -9.00  997.8 1016.2 1019.3  729 1013.2 1608  3.4  9.2 14.0 -9.0 25.30  3.43 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260506  98  1.5  1335  27  4.9 1426  27 10.4 1351  15.3  24.6 1408   6.0  416   5.0  20.9   2.2  52.5  30.0 1458   8.8   7.5   5.3 -9.00 1002.1 1015.9 1018.3  744 1013.5 1609  4.1  9.4 13.9 -9.0 26.20  3.40 1400   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260506  99  1.7  1482  27  5.1 1548  29  9.0 1541  14.1  22.9 1439   4.3  320   7.2  19.0   1.7  66.1  42.0 1649  10.2   6.5   4.5 -9.00 1012.8 1016.5 1018.8  735 1014.5 1821  1.4 11.5 13.9 -9.0 26.75  3.40 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260506 100  4.6  3969  25  7.2 1332  25 11.8 1232  14.4  21.0 1432   7.5  517   3.9  14.8   4.0  50.4  36.0 1222   8.3   8.6   6.0 -9.00  926.0 1013.8 1017.1  535 1010.4 1541  2.3 12.8 13.9 -9.0 29.91  3.67 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260506 101  1.8  1553  20  5.2 1802  25  8.6 1623  15.2  24.4 1544   4.9  509   6.2  19.3  -0.5  59.4  32.0 1643   9.5   7.2   5.1 -9.00 1005.9 1014.9 1018.5  642 1011.4 1704  2.9 12.3 13.9 -9.0 26.89  3.41 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  16.1  14.2  13.0  13.1  15.4
20260506 102  4.5  3881  16  7.1 1153  18 13.3 2208  13.7  16.3 1350  10.4  420   9.7  21.5   9.0  77.4  61.0 2137  12.0   5.2   3.6 -9.00 1008.2 1012.5 1014.3 1027 1010.8 2357  4.6  8.7 13.9 -9.0 25.83  3.44 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260506 104  2.1  1841  25  3.8  918  25  7.9  535  21.4  27.3 1227  13.6  253   5.8  19.3   5.2  36.8  26.0  538   9.5   9.3   6.5 -9.00 1002.1 1010.8 1012.4  639 1008.8 1744  1.1 12.9 13.9 -9.0 28.34  3.49 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  16.0  14.5  13.2  11.6  13.1
20260506 105  3.7  3187  23  6.2  322  20 12.5  135  22.6  28.4 1437  17.3  336   4.8  20.0  13.2  32.0  22.0  517   8.9  10.9   7.6 -9.00 1009.1 1012.2 1014.0  735 1010.2 1750  0.9 13.1 13.9 -9.0 27.28  3.34 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  16.7  16.5  13.8  12.7  14.2
