#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123
# YYMMDD STN   WS    WR  WD   WS   WS  WD   WS   WS    TA    TA   TA    TA   TA    TD    TS    TG    HM    HM   HM    PV  EV_S  EV_L    FG     PA     PS     PS   PS     PS   PS   CA   SS   SS   SS    SI    SI   SI     RN     RN    RN     RN   RN     RN   RN     RN   RN     SD   SD     SD   SD    TE    TE    TE    TE    TE
#    KST  ID  AVG   DAY MAX  MAX  MAX INS  INS  INS   AVG   MAX  MAX   MIN  MIN   AVG   AVG   MIN   AVG   MIN  MIN   AVG               DUR    AVG    AVG    MAX  MAX    MIN  MIN  TOT  DAY  DUR  CMB   DAY   60M  60M    DAY    D99   DUR    60M  60M    10M  10M    POW  POW    NEW  NEW    MAX  MAX     5    10    15    30    50
#             m/s     m  16  m/s   TM  16  m/s   TM     C     C   TM     C   TM     C     C     C     %     %   TM   hPa    mm    mm    hr    hPa    hPa    hPa   TM    hPa   TM    %   hr   hr   hr         MAX   TM     mm     mm    hr     mm   TM     mm   TM     mm   TM     cm   TM     cm   TM     C     C     C     C     C
20260624  90  2.3  1977  11  4.3 1318  16  6.9 2237  19.1  22.5 1321  16.0  311  16.2  24.5  15.3  84.0  70.0 1403  18.5   4.5   3.1 -9.00 1010.0 1012.0 1014.6   17 1009.9 2359  6.3  5.8 14.8 -9.0 21.63  3.30 1300    0.0   -9.0 -9.00    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260624  93  1.5  1262   7  4.3 1621   7  7.7 1607  21.4  28.5 1334  13.9  537  13.9  25.4  12.8  65.0  41.0 1329  15.9   6.2   4.3 -9.00  998.4 1009.5 1012.6  113 1006.8 1649  5.1 12.1 14.8 -9.0 24.35  3.43 1100   -9.0    0.3 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  25.0  23.6  21.0  15.8  13.6
20260624  95  1.8  1564  11  4.5  844  11  7.5   29  21.8  28.3 1457  15.0  445  15.3  24.7  13.9  68.9  38.0 1240  17.4   6.3   4.4 -9.00  991.3 1009.2 1012.1  111 1006.5 1659  4.5 12.4 14.8 -9.0 24.71  3.38 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260624  98  0.6   488   9  1.8 1049   7  3.4 1045  22.4  28.2 1646  15.8  459  14.2  25.6  12.6  61.8  38.0 1255  16.3   5.8   4.0 -9.00  995.1 1008.4 1011.0  112 1005.8 1855  4.4  9.6 14.8 -9.0 23.42  3.30 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260624  99  1.5  1334   9  3.3  510   9  5.7  158  22.1  28.0 1737  16.5  525  15.9  25.6  15.6  69.9  48.0 1717  18.2   5.8   4.1 -9.00 1005.5 1009.1 1011.5  142 1006.7 1854  3.9  9.1 14.8 -9.0 23.56  3.21 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260624 100  2.5  2179  11  4.7 1007  14  9.0  943  15.3  18.9 1338  12.8  412  12.8  20.9  11.6  85.6  72.0  946  14.8   4.0   2.8 -9.00  923.9 1011.2 1014.6    7 1009.3 1721  8.8  7.5 14.8 -9.0 22.41  2.83  900   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260624 101  2.4  2045   5  4.1 1537   5  6.8 1609  21.9  28.1 1334  15.1  510  13.7  25.5  11.4  61.9  42.0 1335  15.7   6.5   4.6 -9.00  999.7 1008.4 1011.4    7 1005.7 1647  4.8 10.4 14.8 -9.0 23.54  3.30 1100   -9.0    0.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  24.6  21.6  19.2  15.8  15.0
20260624 102  3.1  2639  16  6.1 1026  16 10.0  941  20.3  24.5 1515  17.7 2329  14.5  29.1  14.5  70.8  46.0 1501  16.6   5.8   4.1 -9.00 1003.6 1007.8 1009.6   33 1005.8 2348  5.5  8.1 14.8 -9.0 24.49  3.27 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260624 104  1.5  1320  11  4.6 1326  11  7.0 1020  19.0  22.4 1203  16.0  214  17.1  24.2  14.6  89.5  79.0 1212  19.6   4.3   3.0 -9.00 1002.1 1010.9 1013.8   15 1009.0 2346  7.1  5.5 14.8 -9.0 21.77  3.46 1200    0.0    0.7  0.17    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  22.3  20.9  19.3  15.0  13.6
20260624 105  2.0  1687  14  4.3 1414  14  8.5 1412  19.5  22.8 1412  16.8  506  15.7  24.7  16.9  79.4  66.0 1406  17.9   4.6   3.2 -9.00 1008.7 1011.9 1014.7   15 1010.0 1749  7.3  6.8 14.8 -9.0 21.47  2.83 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  23.4  21.7  20.7  16.5  15.0
