"표준코드","시설명","소재지","착공년도","준공년도","종별","구분","유역면적","홍수면적","만수면적","수혜면적","한발빈도","홍수빈도","제체형식","제체체적","제체길이","제체높이","총저수량","유효저수량","사수량","취수형식","홍수위","만수위","사수위"
"4377010030","역전","충청북도 음성군 원남면 마송리","1945-01-01","1948-12-31","2","보조수원","11","0","0","4","10","200","필댐(균일형)","3003","86","4","5","5","0","사통형","154","153","150"
"4377010032","하당","충청북도 음성군 원남면 하당리","1978-01-01","1979-12-31","1","주수원","210","7","7","67","10","200","필댐(균일형)","203490","204","19","532","532","0","사통형","190","189","174"
"4377010033","오성","충청북도 음성군 원남면 구안리","1964-01-01","1966-01-01","1","주수원","290","10","9","89","10","200","필댐(균일형)","127681","161","17","572","572","0","사통형","191","190","178"
"4377010035","주봉","충청북도 음성군 원남면 주봉리","1982-01-01","1986-01-01","1","주수원","255","12","11","94","10","200","필댐(균일형)","434732","205","27","896","825","71","사통형","200","199","186"
"4377010038","원남","충청북도 진천군 초평면 신통리","1984-02-27","1988-11-30","1","주수원","3655","140","114","856","10","200","필댐(죤형)","389311","205","27","8791","8690","100","취수탑형","117","116","97"
"4377010040","맹동","충청북도 음성군 맹동면 통동리","1979-09-01","1983-12-31","1","주수원","706","113","113","1339","10","200","필댐(균일형)","606720","237","33","14330","13910","420","취수탑형","127","127","103"
"4377010041","각골1","충청북도 음성군 대소면 성본리","1944-12-11","1946-12-31","2","보조수원","4","1","1","4","10","200","필댐(균일형)","4560","95","4","1","1","0","사통형","94","93","93"
"4377010042","수인","충청북도 음성군 대소면 수태리","1945-01-01","1948-12-31","2","보조수원","76","1","1","16","10","100","필댐(균일형)","5399","148","3","2","2","0","사통형","82","81","80"
"4377010043","가곡","충청북도 음성군 대소면 미곡리","1947-01-06","1947-12-30","2","보조수원","82","2","1","15","10","200","필댐(균일형)","6396","130","4","16","16","0","사통형","84","83","81"
"4377010047","양덕","충청북도 음성군 삼성면 양덕리","1942-01-01","1947-01-01","1","주수원","754","51","27","292","10","200","필댐(균일형)","122640","292","12","1119","1119","0","사통형","101","100","92"
"4377010051","용성","충청북도 음성군 삼성면 용성리","1942-01-01","1947-01-01","2","주수원","97","7","6","14","10","200","필댐(균일형)","12907","230","5","126","125","1","사통형","99","98","95"
"4377010055","마이","충청북도 음성군 삼성면 덕정리","1945-01-01","1948-12-31","1","주수원","442","14","12","134","10","200","필댐(균일형)","26250","100","11","331","331","0","사통형","111","110","105"
"4377010063","금정","충청북도 음성군 생극면 관성리","1939-08-22","1944-12-30","1","주수원","561","16","16","176","10","200","필댐(균일형)","63936","148","12","436","436","0","사통형","103","102","97"
"4377010067","유신","충청북도 음성군 생극면 차평리","1927-09-07","1931-03-25","1","주수원","730","13","11","107","10","200","필댐(균일형)","209440","187","20","487","485","3","사통형","124","122","114"
"4377010074","장군","충청북도 음성군 감곡면 원당리","1942-01-01","1954-01-01","1","주수원","2066","31","28","188","10","200","필댐(균일형)","63504","147","12","776","706","70","사통형","89","88","81"
"4377010081","복자동","충청북도 음성군 감곡면 단평리","1945-01-01","1945-06-30","2","보조수원","26","2","1","5","10","200","필댐(균일형)","5670","100","4","20","20","0","사통형","79","78","75"
"4377010083","대곡","충청북도 음성군 감곡면 단평리","1952-01-01","1956-12-31","2","주수원","250","6","3","83","10","200","필댐(균일형)","67067","134","13","98","98","0","사통형","83","82","76"
"4413010010","천호","충청남도 천안시 동남구 신부동","1952-04-10","1957-12-30","1","주수원","850","35","33","4","10","200","필댐(죤형)","217728","471","13","1071","1071","0","사통형","59","59","52"
"4413010011","업성","충청남도 천안시 서북구 업성동","1965-12-06","1972-01-01","1","주수원","507","164","37","142","10","200","필댐(죤형)","118900","405","10","952","952","0","사통형","40","39","32"
"4413010016","문암","충청남도 천안시 동남구 안서동","1976-12-27","1978-01-01","1","주수원","168","8","7","53","10","200","필댐(죤형)","260000","147","25","562","562","0","사통형","134","133","115"
"4413010018","매주","충청남도 천안시 서북구 성환읍 매주리","1971-01-01","1972-12-30","2","주수원","130","11","8","27","10","200","필댐(죤형)","18762","240","6","192","177","15","사통형","30","29","26"
"4413010019","율금","충청남도 천안시 서북구 직산읍 석곡리","1970-12-31","1972-12-30","2","주수원","65","8","6","27","10","200","필댐(죤형)","42276","271","8","129","121","8","사통형","42","41","38"
"4413010020","왕림","충청남도 천안시 서북구 성환읍 왕림리","1970-12-31","1972-12-30","2","주수원","60","6","2","19","10","200","필댐(죤형)","15378","134","7","49","49","0","사통형","36","35","32"
"4413010021","어룡","충청남도 천안시 서북구 성환읍 어룡리","1939-11-09","1940-12-30","2","주수원","107","13","5","60","10","200","필댐(죤형)","13104","203","4","93","92","1","사통형","18","17","14"
"4413010022","학정","충청남도 천안시 서북구 성환읍 학정리","1927-12-26","1929-01-15","1","주수원","706","42","40","214","10","200","필댐(죤형)","74448","454","7","775","775","0","사통형","24","23","19"
"4413010023","남창","충청남도 천안시 서북구 성거읍 송남리","1956-01-12","1959-12-30","2","주수원","100","6","4","37","10","200","필댐(죤형)","63050","133","13","145","145","0","사통형","82","81","73"
"4413010024","천흥","충청남도 천안시 서북구 성거읍 천흥리","1956-02-02","1959-12-30","1","주수원","500","17","14","206","10","200","필댐(죤형)","342031","254","21","839","830","9","사통형","100","98","88"
"4413010025","성거","충청남도 천안시 서북구 성거읍 천흥리","1972-09-14","1973-11-15","2","보조수원","100","4","4","15","10","200","필댐(죤형)","16235","94","9","72","72","0","사통형","71","71","66"
"4413010029","신월","충청남도 천안시 서북구 성거읍 신월리","1965-12-07","1972-01-01","2","주수원","94","10","8","27","10","200","필댐(죤형)","67933","232","9","207","196","11","사통형","46","45","39"
"4413010033","용연","충청남도 천안시 동남구 목천읍 서흥리","1956-09-25","1962-12-31","1","주수원","2070","57","49","421","10","200","필댐(죤형)","294174","559","17","3050","3050","0","사통형","102","101","88"
"4413010039","대정","충청남도 천안시 동남구 성남면 대정리","1952-04-02","1955-06-30","1","주수원","383","18","16","147","10","200","필댐(죤형)","121000","205","14","755","739","16","사통형","79","77","69"
"4413010045","발산","충청남도 천안시 동남구 수신면 발산리","1952-04-29","1955-06-30","2","주수원","69","2","2","11","10","200","필댐(죤형)","13507","63","9","76","64","11","사통형","100","99","93"
"4413010069","직산","충청남도 천안시 서북구 직산읍 삼은리","1937-12-31","1939-10-30","2","주수원","217","10","7","21","10","200","필댐(죤형)","9236","267","4","85","84","1","사통형","33","32","30"
"4413010070","양전","충청남도 천안시 서북구 직산읍 양당리","1944-10-25","1949-05-10","1","주수원","360","25","23","263","10","200","필댐(죤형)","68755","419","8","385","369","16","사통형","36","36","33"
"4413010072","마정","충청남도 천안시 서북구 직산읍 마정리","1944-10-30","1949-05-10","1","보조수원","360","27","18","88","10","200","필댐(죤형)","67900","200","9","451","438","13","사통형","43","42","35"
"4413010074","입장","충청남도 천안시 서북구 입장면 기로리","1943-12-06","1952-05-31","1","주수원","752","19","18","352","10","200","필댐(죤형)","171250","276","13","636","622","14","사통형","67","66","60"
"4413010075","풍년","충청남도 천안시 서북구 입장면 시장리","1953-12-30","1957-12-30","1","주수원","683","31","31","292","10","200","필댐(죤형)","121392","230","14","1264","1172","92","사통형","55","54","48"
"4415010037","기산","충청남도 공주시 계룡면 기산리","1976-07-22","1978-12-30","1","주수원","303","14","12","140","10","100","필댐(균일형)","158670","123","20","648","643","6","사통형","100","99","85"
"4415010042","계룡","충청남도 공주시 계룡면 하대리","1954-02-10","1964-12-31","1","주수원","1574","75","72","450","10","100","필댐(균일형)","266760","300","17","4717","4717","0","취수탑형","62","61","49"
"4415010045","경천(양화)","충청남도 공주시 계룡면 양화리","1963-01-10","1967-12-30","1","주수원","800","46","40","297","10","60","필댐(균일형)","199200","160","17","2030","2028","1","취수탑형","59","58","48"
"4415010062","월곡","충청남도 공주시 의당면 월곡리","1989-02-10","1989-12-30","2","주수원","253","6","5","36","10","200","필댐(죤형)","59400","182","15","175","175","0","사통형","75","74","65"
"4415010063","유계","충청남도 공주시 의당면 유계리","1982-09-09","1989-12-30","1","주수원","190","9","8","95","10","200","필댐(죤형)","249600","182","26","761","748","13","사통형","82","81","65"
"4415010066","중흥","충청남도 공주시 의당면 중흥리","1986-08-15","1999-04-17","1","주수원","920","34","34","275","10","200","필댐(죤형)","465000","315","33","2777","2680","97","취수탑형","92","91","75"
"4415010067","요룡","충청남도 공주시 의당면 요룡리","1982-02-08","1989-12-30","1","주수원","430","14","13","106","10","200","필댐(죤형)","429000","220","31","1495","1364","131","사통형","62","61","46"
"4415010070","평정","충청남도 공주시 정안면 평정리","1990-01-01","1997-01-01","1","주수원","294","7","7","83","10","200","필댐(균일형)","161500","175","31","566","558","8","사통형","122","121","105"
"4415010071","정안","충청남도 공주시 정안면 고성리","1968-11-01","1976-12-31","1","주수원","676","29","28","187","10","100","필댐(균일형)","262080","209","24","2461","2460","1","사통형","77","76","57"
"4415010080","영천(한천)","충청남도 공주시 우성면 한천리","1957-01-08","1961-12-31","1","주수원","722","25","24","283","10","200","필댐(죤형)","280800","261","29","2585","2530","55","취수탑형","86","85","67"
"4415010083","우목","충청남도 공주시 우성면 용봉리","1982-02-23","1988-12-30","1","주수원","1750","27","26","321","10","200","필댐(죤형)","181440","176","18","1453","1430","23","사통형","50","50","38"
"4415010094","봉명","충청남도 공주시 계룡면 봉명리","1996-04-01","1997-12-31","2","보조수원","50","2","1","15","10","200","필댐(죤형)","19950","134","3","18","18","0","사통형","51","50","46"
"4418010005","평리","충청남도 보령시 웅천읍 평리","1992-10-01","1998-12-31","2","주수원","141","3","3","26","10","200","필댐(죤형)","22788","120","21","189","187","2","사통형","94","93","81"
"4418010006","구","충청남도 보령시 웅천읍 수부리","1945-01-01","1946-12-31","2","주수원","109","1","1","17","10","200","필댐(죤형)","6555","92","10","45","43","2","사통형","81","80","74"
"4418010007","수부","충청남도 보령시 웅천읍 수부리","1957-01-01","1959-01-01","1","주수원","218","11","10","98","10","200","필댐(죤형)","19620","240","11","334","317","17","사통형","46","45","37"
"4418010014","구수","충청남도 보령시 주포면 마강리","1941-01-01","1942-12-31","2","주수원","169","10","10","80","10","200","필댐(죤형)","10627","218","7","230","228","2","사통형","28","27","23"
"4418010019","수지","충청남도 보령시 주포면 연지리","1945-01-01","1946-12-31","2","주수원","114","7","6","51","10","200","필댐(죤형)","20491","108","6","169","160","9","사통형","14","13","10"
"4418010040","진죽","충청남도 보령시 청소면 진죽리","1945-04-05","1946-12-31","1","주수원","557","45","45","101","10","200","필댐(죤형)","15469","750","6","688","654","34","사통형","5","4","1"
"4418010041","신송","충청남도 보령시 청소면 신송리","1959-01-01","1960-12-30","2","주수원","36","7","6","41","10","200","필댐(죤형)","21000","350","8","123","123","0","사통형","9","8","5"
"4418010042","죽림","충청남도 보령시 청소면 죽림리","1946-04-10","1947-12-31","2","주수원","163","5","4","43","10","200","필댐(죤형)","11545","214","8","177","168","9","사통형","8","7","3"
"4418010045","성연","충청남도 보령시 청소면 성연리","1972-01-01","1977-01-01","1","주수원","750","27","25","276","10","200","필댐(죤형)","38415","260","20","1789","1789","0","사통형","73","72","58"
"4418010046","야현","충청남도 보령시 청소면 야현리","1945-01-01","1946-12-31","2","주수원","52","1","1","3","10","200","필댐(죤형)","1000","54","9","14","14","0","사통형","35","34","31"
"4418010047","장곡","충청남도 보령시 청소면 장곡리","1945-05-09","1946-12-31","2","주수원","360","5","5","17","10","200","필댐(죤형)","11154","264","7","58","50","8","사통형","5","5","2"
"4418010048","월티","충청남도 보령시 청라면 나원리","1960-03-03","1961-12-31","1","주수원","344","9","9","98","10","200","필댐(균일형)","56156","278","20","522","496","26","사통형","100","99","86"
"4418010051","의평","충청남도 보령시 청라면 의평리","1961-03-01","1961-12-31","2","주수원","165","4","4","26","10","200","필댐(균일형)","31960","253","16","168","160","8","사통형","113","112","104"
"4418010052","청천","충청남도 보령시 죽정동","1952-01-01","1962-12-31","1","주수원","7010","303","265","2638","10","200","필댐(균일형)","435700","306","23","20800","20753","47","취수탑형","40","40","23"
"4418010058","옥계","충청남도 보령시 청라면 옥계리","1990-11-21","1996-12-31","1","주수원","220","11","10","115","10","200","필댐(균일형)","41040","192","29","904","829","75","사통형","105","104","91"
"4418010060","황룡","충청남도 보령시 청라면 황룡리","1990-11-21","1996-12-31","2","주수원","135","4","4","52","10","200","필댐(균일형)","18782","172","36","285","267","18","사통형","198","197","184"
"4418010061","장전","충청남도 보령시 청라면 장현리","1957-01-01","1961-12-31","1","주수원","436","12","11","135","10","200","필댐(균일형)","61842","423","17","744","707","37","사통형","134","113","99"
"4418010066","대야","충청남도 보령시 남포면 제석리","1945-01-01","1946-12-31","2","보조수원","10","1","1","5","10","100","필댐(균일형)","3750","100","5","16","16","0","사통형","27","26","23"
"4418010069","옥서","충청남도 보령시 남포면 옥서리","1956-01-01","1961-01-01","1","주수원","800","29","29","226","10","200","필댐(균일형)","29526","296","13","1420","1350","70","사통형","34","33","23"
"4418010070","신흥2","충청남도 보령시 남포면 신흥리","1946-01-01","1947-12-31","2","보조수원","60","1","1","5","10","200","필댐(균일형)","1800","48","5","1","1","0","사통형","45","43","40"
"4418010071","신흥1","충청남도 보령시 남포면 신흥리","1954-01-01","1955-12-30","2","보조수원","70","3","2","6","10","200","필댐(균일형)","2550","85","4","11","10","1","사통형","35","35","31"
"4418010073","양기1","충청남도 보령시 남포면 양기리","1960-10-17","1961-12-29","2","보조수원","85","3","3","25","10","100","필댐(균일형)","1275","130","5","70","67","3","사통형","13","12","10"
"4418010078","용제","충청남도 보령시 주산면 야룡리","1945-01-01","1947-12-30","2","주수원","188","9","9","50","10","200","필댐(균일형)","10890","242","6","205","195","10","사통형","28","27","23"
"4418010082","신구","충청남도 보령시 주산면 신구리","1956-04-04","1957-12-17","1","주수원","257","11","10","75","10","200","필댐(균일형)","17808","224","11","411","404","7","사통형","21","21","13"
"4418010084","유곡","충청남도 보령시 주산면 유곡리","1945-01-02","1948-12-30","2","주수원","108","5","5","18","10","200","필댐(균일형)","10106","151","9","110","110","0","사통형","25","24","19"
"4418010090","삼곡2","충청남도 보령시 주산면 삼곡리","1945-01-01","1948-01-01","2","보조수원","27","1","1","20","10","200","필댐(균일형)","2349","108","3","6","6","0","사통형","55","55","53"
"4418010091","삼곡1","충청남도 보령시 주산면 삼곡리","1949-01-01","1952-12-30","2","보조수원","61","1","1","26","10","100","필댐(균일형)","2983","117","3","8","8","0","사통형","48","47","45"
"4418010105","은포","충청남도 보령시 주교면 은포리","1946-07-26","1947-12-30","2","보조수원","191","5","5","13","10","200","필댐(균일형)","12100","1140","3","64","64","0","사통형","5","4","2"
"4418010106","해창","충청남도 보령시 주교면 관창리","1946-03-05","1947-12-30","2","주수원","19","5","5","60","10","200","필댐(균일형)","1788","548","4","96","96","0","사통형","6","6","2"
"4418010107","내현","충청남도 보령시 청라면 음현리","2000-11-27","2005-12-20","1","주수원","260","14","13","130","10","200","필댐(균일형)","60200","80","25","834","758","76","사통형","90","89","76"
"4420010001","마산","충청남도 아산시 방축동","1926-01-01","1928-03-31","1","주수원","1776","4","91","149","5","200","필댐(죤형)","78163","247","11","2560","2560","0","취수탑형","22","21","14"
"4420010006","가혜","충청남도 아산시 염치읍 동정리","1946-01-01","1950-03-30","1","주수원","1588","90","81","593","10","200","필댐(죤형)","102772","276","12","3502","3494","8","사통형","22","20","11"
"4420010010","궁평","충청남도 아산시 송악면 궁평리","1952-11-15","1961-12-30","1","주수원","4333","129","112","1108","10","200","필댐(죤형)","323150","307","19","6717","6717","1","취수탑형","66","64","52"
"4420010011","수철","충청남도 아산시 배방읍 수철리","1976-12-02","1978-11-30","1","주수원","442","40","8","106","7","200","필댐(죤형)","147679","289","14","354","353","1","사통형","83","82","73"
"4420010026","동천","충청남도 아산시 음봉면 신수리","1957-05-20","1960-12-31","2","주수원","107","4","3","18","10","200","필댐(죤형)","49850","133","12","91","90","1","사통형","65","64","57"
"4420010027","신정","충청남도 아산시 음봉면 신정리","1957-05-20","1960-12-30","2","주수원","80","7","6","31","10","200","필댐(죤형)","32653","219","7","134","132","2","사통형","42","42","37"
"4420010029","신휴","충청남도 아산시 음봉면 신휴리","1944-11-01","1954-03-31","1","주수원","842","70","53","218","10","200","필댐(죤형)","45883","643","6","1096","1090","5","사통형","23","22","18"
"4420010031","월랑","충청남도 아산시 음봉면 월랑리","1957-05-20","1960-12-31","1","주수원","421","24","22","135","10","200","필댐(죤형)","690643","287","9","528","524","5","사통형","42","41","35"
"4420010032","동암","충청남도 아산시 음봉면 동암리","1957-05-20","1960-12-31","1","주수원","234","16","12","63","10","200","필댐(죤형)","41931","124","11","387","387","0","사통형","62","61","54"
"4420010033","봉재","충청남도 아산시 둔포면 봉재리","1942-12-01","1944-03-25","1","주수원","793","57","46","389","10","200","필댐(죤형)","72143","250","11","1339","1338","1","사통형","28","27","21"
"4420010036","상성","충청남도 아산시 영인면 상성리","1955-01-01","1958-06-30","1","주수원","481","40","35","253","10","200","필댐(죤형)","117079","460","10","1112","1112","0","사통형","19","18","10"
"4420010038","신봉","충청남도 아산시 영인면 신봉리","1956-01-01","1958-12-31","2","주수원","228","9","8","56","10","200","필댐(죤형)","35675","243","8","161","158","3","사통형","26","25","21"
"4420010039","성내","충청남도 아산시 영인면 성내리","1952-01-01","1958-12-31","1","주수원","640","52","42","334","10","200","필댐(죤형)","123292","460","10","1321","1033","288","사통형","22","22","15"
"4420010040","문방","충청남도 아산시 인주면 문방리","1952-01-01","1952-05-30","2","주수원","228","18","17","61","10","200","필댐(죤형)","23915","200","7","201","198","3","사통형","10","10","7"
"4420010041","냉정","충청남도 아산시 인주면 냉정리","1940-01-01","1941-03-31","1","주수원","535","28","26","326","10","200","필댐(죤형)","96132","308","11","940","940","0","사통형","32","31","23"
"4420010042","죽산","충청남도 아산시 선장면 죽산리","1942-01-01","1942-12-26","1","주수원","143","30","24","128","10","200","필댐(죤형)","23915","127","7","621","615","6","사통형","26","26","22"
"4420010045","도고","충청남도 아산시 도고면 석당리","1928-01-01","1929-11-30","1","주수원","2097","101","97","841","10","200","필댐(죤형)","159331","288","15","4294","4278","16","취수탑형","31","30","21"
"4420010048","신창","충청남도 아산시 신창면 오목리","1950-01-01","1954-03-31","1","주수원","480","40","34","97","10","200","필댐(죤형)","41501","279","9","771","771","0","사통형","20","19","14"
"4421010002","잠홍","충청남도 서산시 음암면 부산리","1951-11-05","1958-12-31","1","주수원","1129","92","69","363","10","100","필댐(코어형)","105391","690","10","1509","1485","24","사통형","20","19","15"
"4421010005","대산","충청남도 서산시 대산읍 대로리","1976-01-01","1978-01-01","1","주수원","335","23","15","102","10","100","필댐(코어형)","1905","293","7","491","408","83","사통형","8","7","3"
"4421010014","모월","충청남도 서산시 인지면 산동리","1978-01-01","1982-01-01","1","보조수원","262","31","31","109","10","100","필댐(균일형)","20982","1345","3","601","601","0","기타","5","4","1"
"4421010017","풍전","충청남도 서산시 인지면 풍전리","1942-01-21","1944-12-29","1","주수원","1110","76","70","655","10","100","필댐(코어형)","142471","648","12","2623","2621","2","사통형","26","25","17"
"4421010018","강수","충청남도 서산시 부석면 강수리","1957-04-08","1957-12-08","2","주수원","140","6","4","37","10","100","필댐(코어형)","2484","136","6","96","96","0","사통형","9","8","5"
"4421010028","마룡","충청남도 서산시 부석면 마룡리","1955-01-01","1961-01-01","1","주수원","114","20","20","40","10","100","필댐(코어형)","21060","393","7","350","346","4","사통형","4","4","1"
"4421010036","중왕","충청남도 서산시 지곡면 중왕리","1986-09-04","1996-12-01","1","주수원","910","51","51","204","10","100","필댐(균일형)","225439","6390","4","1138","1120","18","기타","3","3","-1"
"4421010037","지곡","충청남도 서산시 지곡면 도성리","1946-08-30","1954-07-01","1","주수원","135","27","15","45","10","100","필댐(코어형)","9723","324","4","307","307","0","사통형","5","5","1"
"4421010039","고남","충청남도 서산시 성연면 고남리","1965-01-01","1968-01-01","1","주수원","430","24","20","93","10","20","필댐(코어형)","45111","274","15","1073","1073","0","사통형","43","42","31"
"4421010042","성암","충청남도 서산시 음암면 탑곡리","1963-07-29","1966-12-31","1","주수원","1936","147","104","624","10","100","필댐(코어형)","106030","556","7","3157","3074","84","취수탑형","26","25","20"
"4421010043","신창","충청남도 서산시 운산면 신창리","1976-04-01","1978-06-01","1","주수원","440","21","19","189","10","100","필댐(코어형)","102504","205","23","1835","1787","49","취수탑형","82","81","65"
"4421010044","용현","충청남도 서산시 운산면 용현리","1973-04-01","1974-06-01","1","주수원","123","7","7","33","10","100","필댐(코어형)","34658","140","17","357","357","0","취수탑형","85","84","72"
"4421010045","고풍","충청남도 서산시 운산면 고풍리","1967-04-05","1975-12-31","1","주수원","2590","63","62","1294","10","100","필댐(코어형)","586960","228","33","8360","7822","538","취수탑형","85","85","66"
"4421010052","산수","충청남도 서산시 해미면 산수리","1953-03-04","1962-12-31","1","주수원","1706","51","44","639","10","100","필댐(코어형)","150671","295","23","3445","3316","130","취수탑형","69","67","51"
"4421010053","황락","충청남도 서산시 해미면 황락리","1985-09-30","1991-11-30","1","주수원","420","12","11","77","10","200","필댐(코어형)","61723","167","26","1039","1039","0","사통형","101","100","79"
"4421010054","신송","충청남도 서산시 고북면 신송리","1978-11-10","1984-12-31","1","주수원","680","53","48","407","10","200","필댐(코어형)","192872","573","15","3220","3220","0","사통형","39","38","25"
"4423010001","소룡","충청남도 논산시 연무읍 소룡리","1961-01-01","1963-12-30","2","보조수원","70","2","2","28","10","200","필댐(균일형)","104000","117","25","88","85","3","사통형","71","70","61"
"4423010002","양지","충청남도 논산시 연무읍 양지리","1965-01-01","1966-12-30","2","보조수원","50","0","0","8","10","200","필댐(균일형)","1267","66","4","10","10","0","사통형","81","80","76"
"4423010005","고내","충청남도 논산시 연무읍 고내리","1956-01-01","1956-03-28","2","주수원","199","8","7","77","10","200","필댐(균일형)","15227","127","9","235","230","5","사통형","79","78","72"
"4423010007","고합","충청남도 논산시 연무읍 황화정리","1957-01-01","1957-12-30","2","주수원","152","6","5","64","10","200","필댐(균일형)","64565","364","11","277","273","4","사통형","59","58","52"
"4423010010","안심","충청남도 논산시 연무읍 안심리","1911-01-01","1913-12-30","2","보조수원","40","6","2","5","10","200","필댐(균일형)","1654","252","4","10","10","0","사통형","11","10","10"
"4423010018","소곡","충청남도 논산시 노성면 송당리","1953-01-01","1957-12-30","2","주수원","120","3","3","18","10","200","필댐(균일형)","9765","210","6","35","27","8","사통형","34","34","32"
"4423010020","월명","충청남도 논산시 노성면 송당리","1953-03-20","1957-03-20","2","주수원","67","2","2","25","10","200","필댐(균일형)","4200","139","10","42","37","5","사통형","63","62","58"
"4423010022","가곡","충청남도 논산시 노성면 병사리","1953-01-01","1955-12-30","1","주수원","500","34","26","208","10","200","필댐(균일형)","57529","315","11","726","695","31","사통형","37","36","30"
"4423010030","지경","충청남도 논산시 상월면 지경리","1945-01-01","1945-12-31","2","보조수원","50","3","3","11","10","100","필댐(균일형)","6125","200","5","17","15","2","사통형","32","31","30"
"4423010031","석종","충청남도 논산시 상월면 석종리","1940-01-01","1940-12-30","2","보조수원","39","1","1","9","10","100","필댐(균일형)","2600","130","4","19","18","1","사통형","44","44","42"
"4423010037","띠울","충청남도 논산시 상월면 대명리","1940-01-01","1940-12-30","2","보조수원","40","1","1","4","10","200","필댐(균일형)","1645","60","4","6","6","0","사통형","60","59","57"
"4423010041","한천","충청남도 논산시 상월면 한천리","1945-01-01","1945-12-31","2","보조수원","50","1","1","7","5","100","필댐(균일형)","2167","110","4","1","1","0","사통형","25","24","24"
"4423010042","수정골","충청남도 논산시 상월면 숙진리","1945-01-01","1945-12-10","2","보조수원","80","3","3","5","10","200","필댐(균일형)","3645","185","4","11","10","0","사통형","22","21","20"
"4423010043","도정골","충청남도 논산시 상월면 숙진리","1945-01-01","1945-12-30","2","보조수원","15","1","1","5","5","100","필댐(균일형)","2112","110","4","2","2","0","사통형","12","11","11"
"4423010044","신풍","충청남도 논산시 부적면 신풍리","1965-01-01","1965-12-30","2","보조수원","43","1","1","3","10","200","필댐(균일형)","1800","85","4","7","7","0","사통형","45","44","42"
"4423010045","탑정","충청남도 논산시 부적면 탑정리","1941-03-13","1944-08-31","1","주수원","21880","662","662","5713","10","200","필댐(균일형)","259000","573","18","34983","34940","43","취수탑형","30","30","17"
"4423010046","아곡","충청남도 논산시 부적면 신교리","1910-01-03","1910-12-30","2","보조수원","50","8","7","45","10","200","필댐(균일형)","17820","270","12","151","138","13","사통형","25","24","21"
"4423010047","평촌","충청남도 논산시 부적면 반송리","1910-08-20","1911-03-22","2","보조수원","15","3","2","10","5","100","필댐(균일형)","2875","200","5","19","15","4","사통형","23","22","21"
"4423010055","양동","충청남도 논산시 연산면 신양리","1945-01-01","1945-12-30","2","보조수원","3","0","0","3","10","200","필댐(균일형)","641","53","5","1","1","0","사통형","87","86","84"
"4423010067","임화","충청남도 논산시 양촌면 임화리","1976-01-01","1979-12-30","1","주수원","191","9","8","41","10","200","필댐(균일형)","74260","190","17","494","480","14","사통형","131","130","119"
"4423010073","서당","충청남도 논산시 양촌면 반곡리","1945-01-01","1945-12-30","2","보조수원","19","1","1","12","10","100","필댐(균일형)","2203","102","4","17","13","4","사통형","60","59","57"
"4423010080","강청","충청남도 논산시 가야곡면 강청리","1975-12-01","1976-12-30","1","주수원","178","7","7","70","10","200","필댐(균일형)","60720","165","16","323","234","89","사통형","80","78","69"
"4423010081","국동","충청남도 논산시 가야곡면 함적리","1945-01-01","1946-12-30","2","보조수원","43","1","1","9","10","100","필댐(균일형)","2427","132","4","12","10","1","사통형","53","52","50"
"4423010085","유와골","충청남도 논산시 은진면 용산리","1957-01-01","1961-12-30","2","보조수원","35","1","1","14","5","100","필댐(균일형)","4307","87","9","8","8","0","사통형","33","33","31"
"4423010086","성덕","충청남도 논산시 은진면 성덕리","1935-01-01","1935-12-31","2","보조수원","15","0","0","4","5","100","필댐(균일형)","2037","76","4","2","2","0","사통형","18","18","17"
"4423010087","수락","충청남도 논산시 벌곡면 수락리","2000-01-03","2002-12-31","1","주수원","621","14","12","192","10","200","필댐(균일형)","10268","124","26","921","856","65","사통형","223","222","210"
"4471010014","화림","충청남도 금산군 금성면 화림리","1950-04-20","1956-12-28","1","주수원","466","11","10","95","10","100","필댐(죤형)","30127","103","13","390","390","0","사통형","164","163","156"
"4471010057","홍도","충청남도 금산군 남일면 신정리","1971-10-01","1974-01-01","2","보조수원","230","2","2","30","10","100","필댐(죤형)","13809","56","14","55","55","0","사통형","212","210","202"
"4471010058","신동","충청남도 금산군 남일면 신동리","1956-01-01","1961-01-01","1","주수원","670","12","20","60","10","100","필댐(죤형)","40275","139","19","1887","1881","7","사통형","233","232","213"
"4471010071","청림","충청남도 금산군 진산면 행정리","1967-01-01","1970-01-01","1","주수원","480","11","10","85","10","100","필댐(죤형)","62524","196","15","691","679","11","사통형","216","215","202"
"4471010082","지동","충청남도 금산군 추부면 용지리","1952-03-20","1958-01-01","2","주수원","280","8","7","59","10","100","필댐(죤형)","32405","114","12","164","164","0","사통형","204","202","195"
"4471010087","장산","충청남도 금산군 추부면 요광리","1952-03-20","1958-01-01","2","주수원","186","7","6","16","10","100","필댐(죤형)","38544","176","15","222","220","2","사통형","214","213","206"
"4471010088","동곡","충청남도 금산군 제원면 동곡리","1997-12-04","2002-12-31","1","주수원","450","10","9","124","10","100","필댐(죤형)","159600","122","30","848","826","22","취수탑형","198","196","179"
"4471010089","숭암","충청남도 금산군 추부면 장대리","1952-12-26","1958-01-01","1","주수원","358","11","10","95","10","100","필댐(죤형)","22176","88","13","438","414","23","사통형","210","209","202"
"4471010090","석동","충청남도 금산군 남이면 석동리","1998-12-24","2005-12-26","1","주수원","323","10","10","151","10","200","필댐(죤형)","188220","174","28","993","928","65","취수탑형","254","253","237"
