"표준코드","시설명","소재지","착공년도","준공년도","종별","구분","유역면적","홍수면적","만수면적","수혜면적","한발빈도","홍수빈도","제체형식","제체체적","제체길이","제체높이","총저수량","유효저수량","사수량","취수형식","홍수위","만수위","사수위"
"2671010056","용천","부산광역시 기장군 일광면 용천리","1956-01-01","1958-01-01","2","주수원","210","3","3","49","3","50","필댐(죤형)","32000","75","14","115","115","0","사통형","101","100","91"
"2671010067","병산","부산광역시 기장군 정관읍 병산리","1941-01-01","1942-01-01","2","주수원","660","5","4","56","3","50","필댐(죤형)","63000","129","15","164","164","0","사통형","111","110","102"
"2671010085","송정","부산광역시 기장군 철마면 송정리","1956-01-01","1958-01-01","1","주수원","230","5","5","49","3","100","필댐(죤형)","122000","151","20","342","342","0","사통형","101","100","86"
"2671010097","안평","부산광역시 기장군 철마면 안평리","1931-06-21","1945-03-31","2","주수원","112","3","3","47","3","50","필댐(죤형)","55000","79","18","140","140","0","사통형","114","113","103"
"2671010098","임기","부산광역시 기장군 철마면 임기리","1956-01-01","1959-01-01","2","주수원","277","1","1","36","3","30","필댐(죤형)","42000","61","18","67","67","0","사통형","101","100","89"
"2714010005","단산","대구광역시 동구 봉무동","1931-02-19","1932-05-10","1","주수원","84","24","23","59","10","200","필댐(죤형)","215439","370","20","2072","2072","0","사통형","54","53","41"
"2714010023","신","대구광역시 동구 각산동","1945-01-01","1947-12-30","1","주수원","950","11","10","2","10","200","필댐(죤형)","45017","294","10","499","474","25","사통형","68","67","58"
"2723010006","도남","대구광역시 북구 도남동","1941-12-25","1944-03-31","1","주수원","450","8","8","49","7","100","필댐(죤형)","24144","260","11","385","385","0","사통형","92","92","81"
"2723010007","광대","대구광역시 북구 도남동","1945-01-01","1946-12-31","2","보조수원","35","1","1","1","10","100","필댐(죤형)","1680","84","5","5","5","0","사통형","84","83","82"
"2723010012","신","대구광역시 북구 국우동","1945-01-01","1945-12-30","2","보조수원","45","1","1","0","10","100","필댐(죤형)","1170","180","4","11","11","0","사통형","59","58","57"
"2723010021","대동","대구광역시 북구 사수동","1947-02-01","1947-12-31","2","보조수원","10","1","1","0","10","100","필댐(죤형)","4698","116","6","11","11","0","사통형","43","42","38"
"2723010022","내곡","대구광역시 북구 사수동","1948-01-01","1948-12-30","2","보조수원","40","1","1","0","10","100","필댐(죤형)","4117","108","9","31","31","0","사통형","55","54","48"
"2723010024","연경","대구광역시 북구 연경동","1976-07-19","1979-07-10","1","주수원","350","7","7","23","10","100","필댐(죤형)","100491","143","21","613","613","0","사통형","114","113","97"
"2726010001","수성","대구광역시 수성구 두산동","1924-09-27","1927-04-24","1","주수원","10021","25","22","0","10","100","필댐(죤형)","245958","1050","7","752","752","0","취수탑형","50","49","46"
"2726010006","구천","대구광역시 수성구 매호동","1945-01-01","1947-12-30","2","주수원","710","2","2","13","10","100","필댐(죤형)","3726","135","4","55","55","0","사통형","50","49","46"
"2726010008","욱수","대구광역시 수성구 욱수동","1992-04-25","1994-07-20","2","주수원","444","4","4","35","10","200","필댐(죤형)","92321","143","21","236","213","23","사통형","107","106","92"
"2726010019","연호","대구광역시 수성구 연호동","1945-01-01","1947-12-30","1","주수원","1050","6","5","24","10","100","필댐(죤형)","12175","117","8","314","314","0","사통형","55","54","43"
"2729010002","도원","대구광역시 달서구 도원동","1957-09-24","1964-12-31","1","주수원","1050","20","18","16","10","100","필댐(죤형)","320181","460","21","1404","1404","0","사통형","98","98","83"
"2771010011","노홍","대구광역시 달성군 논공읍 노이리","1973-12-18","1977-06-30","1","주수원","502","19","15","73","10","100","필댐(죤형)","174680","261","21","1153","1153","0","사통형","87","84","68"
"2771010014","금봉","대구광역시 달성군 논공읍 금포리","1973-12-18","1977-06-30","2","보조수원","150","2","1","11","10","100","필댐(죤형)","64250","160","12","31","31","0","사통형","53","52","49"
"2771010050","낙곡","대구광역시 달성군 하빈면 무등리","1945-01-01","1946-01-01","2","보조수원","60","1","0","2","10","100","필댐(죤형)","3567","82","7","9","9","0","사통형","32","32","29"
"2771010062","옥연","대구광역시 달성군 옥포면 기세리","1943-12-31","1964-12-31","1","주수원","2260","61","57","563","10","200","필댐(죤형)","145373","198","24","4426","4426","0","취수탑형","71","70","52"
"2771010070","부동","대구광역시 달성군 현풍면 부리","1945-01-01","1945-12-31","2","보조수원","40","1","1","12","10","100","필댐(죤형)","10440","78","4","15","15","0","사통형","58","58","55"
"2771010075","용흥","대구광역시 달성군 현풍면 지리","1953-03-13","1956-12-31","2","보조수원","180","4","3","15","10","100","필댐(죤형)","48723","280","5","46","46","0","사통형","101","100","98"
"2771010077","용연","대구광역시 달성군 현풍면 신기리","1953-03-13","1956-12-30","1","주수원","3690","20","18","125","10","100","필댐(죤형)","133118","510","8","581","581","0","사통형","32","32","27"
"2771010096","사배","대구광역시 달성군 유가면 도의리","1958-12-08","1959-07-30","2","보조수원","595","6","5","61","10","100","필댐(죤형)","71110","250","9","174","174","0","사통형","112","111","105"
"2771010098","달창","대구광역시 달성군 유가면 한정리","1963-11-07","1972-12-30","1","주수원","5630","138","131","540","10","200","필댐(죤형)","408800","524","21","8649","8649","0","취수탑형","69","68","55"
"2871010001","국화","인천광역시 강화군 강화읍 국화리","1976-07-10","1978-06-30","1","주수원","420","26","23","96","10","200","필댐(죤형)","160720","245","16","1068","1058","10","사통형","50","49","40"
"2871010007","길상2","인천광역시 강화군 길상면 장흥리","1952-04-20","1962-12-31","1","주수원","179","41","40","226","10","200","필댐(죤형)","112267","1422","5","1400","1326","74","사통형","20","18","14"
"2871010008","길상1","인천광역시 강화군 길상면 장흥리","1952-04-20","1962-12-31","2","부속시설","367","4","4","0","10","100","필댐(죤형)","16830","264","5","54","54","0","사통형","21","20","17"
"2871010010","하일","인천광역시 강화군 양도면 하일리","1971-03-15","1975-09-30","2","주수원","179","5","5","60","10","100","필댐(죤형)","45895","940","5","121","113","8","사통형","21","20","17"
"2871010011","인산","인천광역시 강화군 양도면 인산리","1976-06-24","1977-12-30","1","주수원","217","15","14","259","10","100","필댐(죤형)","98400","221","13","587","576","11","사통형","31","30","22"
"2871010012","길정","인천광역시 강화군 양도면 길정리","1982-11-16","1989-12-27","1","주수원","1511","62","57","724","10","200","필댐(죤형)","703824","640","22","4607","4180","427","취수탑형","30","29","14"
"2871010013","고려","인천광역시 강화군 내가면 고천리","1950-11-09","1957-12-31","1","주수원","1500","97","95","885","10","100","필댐(죤형)","92548","454","9","4312","4183","129","취수탑형","14","13","7"
"2871010014","신선","인천광역시 강화군 내가면 고천리","1950-06-14","1957-12-31","2","주수원","149","5","4","32","10","100","필댐(죤형)","64145","225","10","131","131","0","사통형","49","48","39"
"2871010015","황청","인천광역시 강화군 내가면 황청리","1990-11-20","1995-02-14","1","주수원","112","7","7","65","10","200","필댐(죤형)","168176","297","15","389","332","57","사통형","23","22","14"
"2871010019","대산","인천광역시 강화군 송해면 숭뢰리","1976-09-12","1980-12-10","1","주수원","1880","29","29","289","10","100","필댐(죤형)","166320","1584","6","1272","1271","1","사통형","10","9","5"
"2871010020","하도","인천광역시 강화군 송해면 하도리","1995-12-16","1999-12-20","1","주수원","135","14","12","78","10","200","필댐(죤형)","156037","285","15","530","525","5","사통형","38","37","29"
"2871010021","고구","인천광역시 강화군 교동면 고구리","1969-12-12","1978-06-30","1","주수원","2816","90","89","769","10","100","필댐(죤형)","221423","828","7","2835","2648","187","사통형","12","11","7"
"2871010022","삼산","인천광역시 강화군 삼산면 석모리","1976-06-24","1979-09-30","1","주수원","87","57","51","404","10","100","필댐(죤형)","203294","2066","6","1965","1810","155","기타","10","9","5"
"2871010023","상하","인천광역시 강화군 삼산면 하리","1985-06-20","1992-07-20","1","주수원","1608","39","34","341","10","200","필댐(죤형)","332606","1042","11","2715","2367","348","사통형","16","14","5"
"2871010024","하점","인천광역시 강화군 하점면 삼거리","1994-12-23","2004-12-20","1","주수원","160","10","10","462","10","200","필댐(죤형)","1395188","257","43","1129","1009","120","취수탑형","86","85","58"
"2871010025","난정","인천광역시 강화군 교동면 난정리","1992-12-24","2006-12-20","1","주수원","1884","121","119","889","10","200","필댐(죤형)","490990","3270","8","6214","6214","0","사통형","13","12","7"
"2871010026","양오","인천광역시 강화군 송해면 양오리","2001-12-05","2013-12-10","1","주수원","161","24","24","259","10","100","필댐(균일형)","68040","201","29","1551","1466","85","취수탑형","27","26","15"
"2914010001","운천","광주광역시 서구 쌍촌동","1951-01-01","1951-12-30","2","주수원","100","6","6","62","10","200","필댐(죤형)","3948","420","4","95","84","11","사통형","26","25","23"
"2914010008","풍암","광주광역시 서구 풍암동","1951-01-01","1951-12-31","1","주수원","376","15","13","88","10","200","필댐(죤형)","3040","190","6","471","449","22","사통형","41","40","36"
"2915510001","대골","광주광역시 남구 원산동","2002-11-05","2009-12-30","2","주수원","27","4","4","61","10","200","필댐(균일형)","198680","197","22","240","239","1","사통형","48","47","28"
"2917010001","칠석2","광주광역시 남구 칠석동","1941-01-01","1942-01-01","2","보조수원","80","1","1","5","10","200","필댐(죤형)","1728","120","5","17","17","0","사통형","41","41","37"
"2917010014","운정","광주광역시 북구 운정동","1956-01-01","1956-12-31","2","보조수원","20","1","1","10","10","200","필댐(죤형)","1997","77","7","27","27","0","사통형","66","65","61"
"2917010022","두촌","광주광역시 북구 수곡동","1967-01-01","1968-01-01","2","보조수원","16","0","0","5","10","200","필댐(죤형)","1224","51","4","3","3","0","사통형","43","43","41"
"2917010023","수곡","광주광역시 북구 수곡동","1967-01-01","1968-01-01","2","보조수원","50","0","0","33","10","200","필댐(죤형)","777","46","10","9","9","0","사통형","70","69","65"
"2917010024","학동","광주광역시 북구 효령동","1942-01-01","1943-01-01","2","보조수원","100","4","4","59","10","200","필댐(죤형)","3432","132","12","144","144","1","사통형","57","56","48"
"2917010025","효령","광주광역시 북구 효령동","1946-01-01","1947-01-01","2","보조수원","30","1","1","10","10","200","필댐(죤형)","1776","111","6","11","11","0","사통형","59","58","54"
"2917010026","생룡1","광주광역시 북구 생용동","1947-01-01","1948-01-01","2","보조수원","100","0","0","27","10","200","필댐(죤형)","1484","106","5","3","3","0","사통형","58","57","54"
"2917010027","대야","광주광역시 북구 생용동","1956-01-01","1958-01-01","2","보조수원","220","15","13","80","10","200","필댐(죤형)","6660","333","8","286","286","0","사통형","39","38","33"
"2917010028","생룡2","광주광역시 북구 생용동","1962-01-01","1963-01-01","2","보조수원","68","1","1","40","10","200","필댐(죤형)","2479","148","9","12","11","1","사통형","56","55","48"
"2917010029","금당","광주광역시 북구 월출동","1968-01-01","1969-01-01","2","보조수원","15","0","0","2","10","200","필댐(죤형)","1200","60","3","6","6","0","사통형","39","38","37"
"2917010030","반산","광주광역시 북구 오룡동","1968-01-01","1969-01-01","2","보조수원","45","3","2","2","10","200","필댐(죤형)","2088","87","4","6","6","0","사통형","34","33","32"
"2920010001","명곡","광주광역시 광산구 명도동","1969-01-01","1969-12-31","2","보조수원","36","2","2","7","10","200","필댐(죤형)","739","66","6","32","29","3","사통형","49","48","44"
"2920010008","비아","광주광역시 광산구 비아동","1944-01-01","1944-12-31","2","보조수원","85","6","4","25","10","200","필댐(죤형)","1987","222","3","75","63","12","사통형","32","32","31"
"2920010009","도천2","광주광역시 광산구 도천동","1944-01-01","1944-12-31","2","보조수원","25","4","4","18","10","200","필댐(죤형)","1350","135","4","54","48","6","사통형","28","27","26"
"2920010013","수완1","광주광역시 광산구 수완동","1957-01-01","1957-12-31","2","보조수원","50","2","2","20","10","200","필댐(죤형)","4270","107","4","24","8","16","사통형","25","24","24"
"2920010016","진성","광주광역시 광산구 진곡동","1943-01-01","1943-12-31","2","보조수원","18","5","3","10","10","200","필댐(죤형)","2002","154","6","52","46","6","사통형","36","36","34"
"2920010028","고룡","광주광역시 광산구 고룡동","1943-01-01","1943-12-31","2","보조수원","130","3","3","20","10","200","필댐(죤형)","1872","180","3","40","34","7","사통형","31","31","28"
"2920010030","진곡","광주광역시 광산구 신룡동","1943-01-01","1943-12-31","2","보조수원","85","4","2","15","10","200","필댐(죤형)","1662","109","8","61","60","1","사통형","45","43","42"
"2920010038","가락","광주광역시 광산구 하산동","1944-01-01","1944-12-31","2","보조수원","44","3","3","20","10","200","필댐(죤형)","1315","120","6","41","40","1","사통형","26","26","22"
"2920010039","기룡","광주광역시 광산구 하산동","1945-01-01","1945-12-31","2","보조수원","43","2","2","15","10","200","필댐(죤형)","1476","180","5","47","47","0","사통형","20","20","17"
"2920010040","창교1","광주광역시 광산구 본덕동","1933-01-01","1933-12-31","2","보조수원","30","1","1","10","10","200","필댐(죤형)","780","83","6","15","15","0","사통형","32","31","27"
"2920010041","창교2","광주광역시 광산구 본덕동","1934-01-01","1934-12-31","2","보조수원","135","2","2","25","10","200","필댐(죤형)","1755","214","4","17","16","1","사통형","17","16","15"
"2920010042","요기","광주광역시 광산구 요기동","1935-01-01","1935-12-31","2","보조수원","50","2","2","19","10","200","필댐(죤형)","1214","138","5","38","25","13","사통형","28","27","25"
"2920010043","영천","광주광역시 광산구 지죽동","1943-01-01","1943-12-31","2","보조수원","20","3","3","4","10","200","필댐(죤형)","3135","165","10","60","57","3","사통형","37","35","32"
"2920010044","지로","광주광역시 광산구 지죽동","1943-01-01","1943-12-31","2","보조수원","18","1","1","5","10","200","필댐(죤형)","540","54","5","3","3","0","사통형","24","23","22"
"2920010045","용동","광주광역시 광산구 용동","1944-01-01","1944-12-31","2","보조수원","40","6","6","17","10","200","필댐(죤형)","2767","287","5","81","81","0","사통형","33","32","30"
"2920010046","용곡","광주광역시 광산구 용곡동","1941-01-01","1941-12-31","2","보조수원","20","2","2","4","10","200","필댐(죤형)","1075","100","5","15","10","5","사통형","29","28","27"
"2920010047","기곡","광주광역시 광산구 용곡동","1943-01-01","1943-12-31","2","보조수원","33","2","1","11","10","200","필댐(죤형)","1420","142","5","31","28","3","사통형","36","35","32"
"2920010048","평지","광주광역시 광산구 지정동","1943-01-01","1943-12-31","2","보조수원","20","2","1","9","10","200","필댐(죤형)","1072","114","5","20","19","1","사통형","44","43","41"
"2920010049","지정","광주광역시 광산구 명화동","1925-01-01","1926-01-01","1","보조수원","740","61","48","413","10","200","필댐(죤형)","3654","203","7","1185","1150","35","취수탑형","28","27","24"
"2920010050","동산1","광주광역시 광산구 동산동","1940-01-01","1940-12-31","2","보조수원","195","11","10","31","10","200","필댐(죤형)","2579","208","8","135","135","0","사통형","36","35","32"
"2920010051","동산2","광주광역시 광산구 동산동","1941-01-01","1941-12-31","2","보조수원","41","3","3","18","10","200","필댐(죤형)","2579","110","5","60","58","2","사통형","33","32","30"
"2920010052","금곡","광주광역시 광산구 연산동","1941-01-01","1941-12-31","2","보조수원","25","1","1","13","10","200","필댐(죤형)","4400","110","5","20","18","2","사통형","36","35","33"
"2920010053","연산","광주광역시 광산구 연산동","1942-01-01","1942-12-31","2","보조수원","31","2","2","15","10","200","필댐(죤형)","1911","156","6","45","43","2","사통형","27","26","23"
"2920010054","두산1","광주광역시 광산구 연산동","1943-01-01","1943-12-31","2","보조수원","15","0","0","5","10","200","필댐(죤형)","650","100","5","7","7","0","사통형","27","26","24"
"2920010055","두산2","광주광역시 광산구 연산동","1943-01-01","1943-12-31","2","보조수원","25","0","0","4","10","200","필댐(죤형)","324","54","4","4","4","0","사통형","35","34","32"
"2920010056","지동","광주광역시 광산구 도덕동","1943-01-01","1943-12-31","2","보조수원","131","7","5","15","10","200","필댐(죤형)","2236","172","9","84","77","8","사통형","36","35","30"
"2920010057","운평","광주광역시 광산구 지평동","1944-01-01","1944-12-31","2","보조수원","50","2","1","15","10","200","필댐(죤형)","1200","120","5","23","23","0","사통형","32","31","26"
"2920010062","복만","광주광역시 광산구 양동","1943-01-01","1943-12-31","2","보조수원","40","2","2","11","10","200","필댐(죤형)","1209","93","8","26","25","1","사통형","45","44","42"
"2920010066","대야(삼도)","광주광역시 광산구 대산동","1943-01-01","1943-12-31","2","보조수원","63","2","2","16","10","200","필댐(죤형)","1920","120","9","40","37","3","사통형","65","63","59"
"2920010067","해현","광주광역시 광산구 송학동","1960-01-01","1960-12-31","2","보조수원","43","3","1","13","10","200","필댐(죤형)","824","340","3","20","15","5","사통형","29","28","27"
"2920010069","송학","광주광역시 광산구 송학동","1968-01-01","1968-12-31","2","보조수원","15","0","0","10","10","200","필댐(죤형)","893","85","7","9","7","2","사통형","48","47","46"
"2920010070","석문","광주광역시 광산구 삼도동","1943-01-01","1943-12-31","2","보조수원","87","2","2","12","10","200","필댐(죤형)","1690","135","7","60","57","3","사통형","44","43","39"
"2920010071","도야","광주광역시 광산구 삼도동","1943-01-01","1943-12-31","2","보조수원","38","2","2","8","10","200","필댐(죤형)","824","90","4","30","27","3","사통형","38","37","35"
"2920010072","선동","광주광역시 광산구 선동","1943-01-01","1943-12-31","2","주수원","38","2","2","34","10","200","필댐(죤형)","2860","112","12","65","63","2","사통형","67","68","61"
"2920010074","지산","광주광역시 광산구 지산동","1959-01-01","1961-01-01","2","주수원","80","2","2","10","10","200","필댐(죤형)","3584","128","12","120","108","12","사통형","59","58","52"
"2920010075","왕동","광주광역시 광산구 왕동","1927-01-01","1928-01-01","1","보조수원","418","39","37","261","10","200","필댐(죤형)","168353","175","18","2282","2265","16","사통형","56","55","43"
"2920010078","북성","광주광역시 광산구 북산동","1968-01-01","1968-12-31","2","보조수원","31","1","1","3","10","200","필댐(죤형)","1040","80","8","20","18","2","사통형","35","34","31"
"2920010081","동림","광주광역시 광산구 동림동","1969-01-01","1969-12-31","2","보조수원","20","1","1","9","10","200","필댐(죤형)","742","61","7","23","22","1","사통형","82","79","74"
"3017010002","장안","대전광역시 서구 장안동","1986-03-01","1993-01-01","1","주수원","700","13","13","89","10","200","필댐(죤형)","88500","147","25","1016","998","18","사통형","127","126","109"
"3017010004","봉곡","대전광역시 서구 봉곡동","2010-12-08","2014-01-20","1","보조수원","1439","11","10","0","10","200","필댐(죤형)","274320","254","20","1023","1014","9","취수탑형","98","97","82"
"3020010004","방동","대전광역시 유성구 방동","1967-11-20","1977-01-01","1","주수원","1375","53","50","226","10","100","필댐(죤형)","5237","187","20","2846","2821","26","취수탑형","102","101","87"
"3120010005","소미하","울산광역시 북구 창평동","1945-01-01","1946-12-31","2","보조수원","62","1","1","10","10","200","필댐(죤형)","6000","50","8","5","5","0","사통형","20","19","17"
"3120010006","차일","울산광역시 북구 창평동","1963-01-01","1964-12-31","2","보조수원","45","1","1","10","10","200","필댐(죤형)","12000","180","5","6","6","0","사통형","87","86","82"
"3120010027","달골","울산광역시 북구 무룡동","1929-01-01","1930-12-31","2","보조수원","19","1","1","6","10","200","필댐(죤형)","5500","70","6","4","4","0","사통형","44","43","41"
"3120010028","정자","울산광역시 북구 무룡동","1972-01-01","1976-01-01","1","주수원","429","9","7","98","10","200","필댐(죤형)","140000","204","37","538","538","0","사통형","65","64","51"
"3120010039","화동","울산광역시 북구 화봉동","1945-01-01","1946-12-31","2","보조수원","5","1","1","0","10","200","필댐(죤형)","6500","85","10","12","12","0","사통형","66","65","61"
"3120010042","송정","울산광역시 북구 송정동","1968-01-01","1974-01-01","1","주수원","506","15","13","262","10","200","필댐(죤형)","400000","288","22","1162","1161","1","사통형","71","68","52"
"3120010043","달영","울산광역시 북구 화봉동","2004-12-06","2012-11-20","2","보조수원","242","3","3","30","10","200","필댐(죤형)","35514","91","14","173","140","33","사통형","94","93","84"
"3171010001","황세지1","울산광역시 울주군 온산읍 삼평리","1945-01-01","1946-12-31","2","보조수원","80","2","2","41","10","200","필댐(죤형)","45000","250","4","14","14","0","사통형","27","26","24"
"3171010002","황세지2","울산광역시 울주군 온산읍 삼평리","1945-01-01","1946-12-31","2","보조수원","86","2","2","35","10","200","필댐(죤형)","49000","300","7","18","18","0","사통형","25","24","22"
"3171010003","못안지","울산광역시 울주군 온산읍 삼평리","1945-01-01","1946-12-31","2","보조수원","39","1","1","16","10","200","필댐(죤형)","6300","85","4","10","10","0","사통형","16","15","13"
"3171010004","우지곡","울산광역시 울주군 온산읍 강양리","1945-01-01","1946-12-31","2","보조수원","27","1","1","7","10","200","필댐(죤형)","8200","40","8","4","4","0","사통형","25","24","22"
"3171010005","성지곡","울산광역시 울주군 온산읍 강양리","1945-01-01","1946-12-31","2","보조수원","30","1","1","10","10","200","필댐(죤형)","12500","65","8","8","8","0","사통형","12","11","9"
"3171010014","오룡","울산광역시 울주군 언양읍 평리","1953-01-01","1956-01-01","2","주수원","182","7","6","89","10","200","필댐(죤형)","41000","172","13","206","206","0","사통형","123","122","114"
"3171010016","다개(보조)","울산광역시 울주군 언양읍 다개리","1945-01-01","1946-12-31","2","보조수원","5","1","1","2","10","200","필댐(죤형)","72000","300","7","27","27","0","사통형","169","168","165"
"3171010017","새못","울산광역시 울주군 언양읍 다개리","1945-01-01","1946-12-31","2","보조수원","20","1","1","4","10","100","필댐(죤형)","9800","200","7","29","29","0","사통형","188","187","184"
"3171010018","뒷골(다개)","울산광역시 울주군 언양읍 다개리","1945-01-01","1946-12-31","2","보조수원","20","1","1","4","10","100","필댐(죤형)","8100","200","6","17","17","0","사통형","189","189","185"
"3171010019","다개(주)","울산광역시 울주군 언양읍 다개리","1976-01-01","1978-01-01","2","주수원","280","3","2","142","10","200","필댐(죤형)","141000","150","29","260","260","0","사통형","240","239","219"
"3171010026","상가","울산광역시 울주군 언양읍 직동리","1945-01-01","1946-12-31","2","보조수원","50","2","2","6","10","200","필댐(죤형)","12100","121","10","8","8","0","사통형","118","117","115"
"3171010027","하가","울산광역시 울주군 언양읍 직동리","1945-01-01","1946-12-31","2","보조수원","50","3","3","8","10","200","필댐(죤형)","3400","126","5","14","14","0","사통형","110","109","106"
"3171010033","들못","울산광역시 울주군 언양읍 태기리","1945-01-01","1946-12-31","2","보조수원","50","2","2","4","10","200","필댐(죤형)","12200","85","12","44","44","0","사통형","100","99","95"
"3171010038","화산","울산광역시 울주군 서생면 화산리","1990-01-01","1997-12-30","1","주수원","240","16","14","285","10","100","필댐(죤형)","290000","167","37","1339","1339","0","사통형","90","90","64"
"3171010044","윗곡1","울산광역시 울주군 서생면 위양리","1997-01-01","1998-12-31","2","보조수원","35","0","0","5","10","100","필댐(죤형)","7800","59","12","8","8","0","사통형","79","78","74"
"3171010045","윗곡","울산광역시 울주군 서생면 위양리","1963-01-01","1964-12-31","2","보조수원","35","0","0","6","10","100","필댐(죤형)","3200","36","9","4","4","0","사통형","63","62","60"
"3171010046","막곡","울산광역시 울주군 서생면 위양리","1964-01-01","1965-12-31","2","보조수원","12","0","0","7","10","100","필댐(죤형)","2900","50","7","2","2","0","사통형","59","58","56"
"3171010047","윗곡2","울산광역시 울주군 서생면 위양리","1967-01-01","1968-12-31","2","보조수원","25","0","0","15","10","100","필댐(죤형)","5800","52","8","5","5","0","사통형","61","60","58"
"3171010085","문죽","울산광역시 울주군 청량읍 문죽리","1950-01-01","1953-01-01","1","주수원","1070","27","23","200","10","200","필댐(죤형)","59000","188","11","667","667","0","사통형","40","39","32"
"3171010100","곰네","울산광역시 울주군 웅촌면 곡천리","1945-01-01","1946-12-31","2","보조수원","65","2","2","13","10","100","필댐(죤형)","10400","145","6","4","4","0","사통형","64","63","62"
"3171010108","은하","울산광역시 울주군 웅촌면 은현리","1933-01-01","1934-12-31","2","보조수원","50","2","2","8","10","200","필댐(죤형)","6200","74","6","16","16","0","사통형","120","119","115"
"3171010109","덕산","울산광역시 울주군 웅촌면 은현리","1961-01-01","1962-12-31","2","보조수원","9","0","0","9","10","200","필댐(죤형)","4900","75","8","12","12","0","사통형","142","141","136"
"3171010112","신암","울산광역시 울주군 웅촌면 은현리","1985-01-01","1986-12-31","2","보조수원","68","1","1","20","10","200","필댐(죤형)","74800","104","18","91","91","0","사통형","156","155","144"
"3171010113","관동갓","울산광역시 울주군 웅촌면 고연리","1945-01-01","1946-12-31","2","보조수원","10","0","0","9","10","200","필댐(죤형)","5060","91","5","6","6","0","사통형","112","111","109"
"3171010114","오리밭들","울산광역시 울주군 웅촌면 고연리","1913-01-01","1914-12-31","2","보조수원","88","1","1","11","10","200","필댐(죤형)","10080","120","6","16","16","0","사통형","121","120","116"
"3171010115","담뒤","울산광역시 울주군 웅촌면 은현리","1945-01-01","1946-12-31","2","보조수원","70","2","2","14","10","200","필댐(죤형)","9100","170","6","12","12","0","사통형","103","102","100"
"3171010116","연답","울산광역시 울주군 웅촌면 고연리","1961-01-01","1962-12-31","2","보조수원","12","0","0","5","10","200","필댐(죤형)","4000","28","9","14","14","0","사통형","130","129","126"
"3171010119","반계2","울산광역시 울주군 웅촌면 고연리","1963-01-01","1964-12-31","2","보조수원","8","1","1","3","10","200","필댐(죤형)","6600","73","9","19","8","10","사통형","192","191","187"
"3171010121","고련","울산광역시 울주군 웅촌면 고연리","1971-01-01","1976-01-01","1","주수원","308","11","9","163","10","200","필댐(죤형)","430000","558","15","519","515","4","사통형","107","106","97"
"3171010122","반계1","울산광역시 울주군 웅촌면 고연리","1985-01-01","1995-12-30","2","보조수원","230","1","1","27","10","200","필댐(죤형)","48000","146","25","74","74","0","사통형","193","192","179"
"3171010125","저리","울산광역시 울주군 웅촌면 대대리","1976-01-01","1977-12-31","2","보조수원","14","1","1","4","10","200","필댐(죤형)","8800","155","5","11","11","0","사통형","62","61","59"
"3171010138","골작못","울산광역시 울주군 범서읍 천상리","1945-01-01","1946-12-31","2","보조수원","56","1","1","10","10","100","필댐(죤형)","5000","61","12","12","12","0","사통형","59","58","53"
"3171010139","직골","울산광역시 울주군 범서읍 천상리","1950-01-01","1951-12-31","2","보조수원","25","1","1","5","10","100","필댐(죤형)","2600","30","8","6","6","0","사통형","79","78","74"
"3171010141","어린지","울산광역시 울주군 범서읍 천상리","1969-01-01","1970-12-30","2","보조수원","61","3","2","30","10","100","필댐(죤형)","32000","100","14","73","62","11","사통형","38","37","34"
"3171010143","천상","울산광역시 울주군 범서읍 천상리","1971-01-01","1975-01-01","2","주수원","195","5","4","46","10","200","필댐(죤형)","58000","133","21","296","296","0","취수탑형","78","77","62"
"3171010146","설못","울산광역시 울주군 범서읍 입암리","1945-01-01","1946-12-31","2","보조수원","16","1","1","13","10","100","필댐(죤형)","5900","85","5","11","11","0","사통형","36","35","33"
"3171010151","지곡","울산광역시 울주군 범서읍 서사리","1945-01-01","1946-12-31","2","보조수원","35","1","1","8","10","100","필댐(죤형)","4500","56","9","18","18","0","사통형","89","88","83"
"3171010152","새정곡","울산광역시 울주군 범서읍 서사리","1963-01-01","1964-12-31","2","보조수원","18","1","1","3","10","100","필댐(죤형)","8300","48","13","2","2","0","사통형","50","49","47"
"3171010153","대촌","울산광역시 울주군 범서읍 두산리","1945-01-01","1946-12-31","2","보조수원","48","1","1","10","10","100","필댐(죤형)","700","62","6","8","8","0","사통형","109","109","106"
"3171010154","먹골","울산광역시 울주군 범서읍 두산리","1945-01-01","1946-12-31","2","보조수원","85","1","1","12","10","100","필댐(죤형)","1200","61","10","15","15","0","사통형","103","102","97"
"3171010155","우지곡(두산)","울산광역시 울주군 범서읍 두산리","1934-01-01","1935-12-31","2","보조수원","55","1","1","9","10","100","필댐(죤형)","1200","72","9","9","9","0","사통형","127","126","122"
"3171010157","두산","울산광역시 울주군 범서읍 두산리","1976-01-01","1978-01-01","1","주수원","290","9","8","100","10","200","필댐(죤형)","154000","160","21","571","571","0","사통형","136","135","119"
"3171010166","조적곡","울산광역시 울주군 범서읍 척과리","1968-01-01","1969-12-31","2","보조수원","62","1","1","9","10","100","필댐(죤형)","4000","40","10","10","10","0","사통형","84","83","78"
"3171010167","부근방곡","울산광역시 울주군 범서읍 척과리","1945-01-01","1946-12-31","2","보조수원","50","1","1","0","10","100","필댐(죤형)","5800","35","6","0","0","0","사통형","101","100","98"
