#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123
# YYMMDD STN   WS    WR  WD   WS   WS  WD   WS   WS    TA    TA   TA    TA   TA    TD    TS    TG    HM    HM   HM    PV  EV_S  EV_L    FG     PA     PS     PS   PS     PS   PS   CA   SS   SS   SS    SI    SI   SI     RN     RN    RN     RN   RN     RN   RN     RN   RN     SD   SD     SD   SD    TE    TE    TE    TE    TE
#    KST  ID  AVG   DAY MAX  MAX  MAX INS  INS  INS   AVG   MAX  MAX   MIN  MIN   AVG   AVG   MIN   AVG   MIN  MIN   AVG               DUR    AVG    AVG    MAX  MAX    MIN  MIN  TOT  DAY  DUR  CMB   DAY   60M  60M    DAY    D99   DUR    60M  60M    10M  10M    POW  POW    NEW  NEW    MAX  MAX     5    10    15    30    50
#             m/s     m  16  m/s   TM  16  m/s   TM     C     C   TM     C   TM     C     C     C     %     %   TM   hPa    mm    mm    hr    hPa    hPa    hPa   TM    hPa   TM    %   hr   hr   hr         MAX   TM     mm     mm    hr     mm   TM     mm   TM     mm   TM     cm   TM     cm   TM     C     C     C     C     C
20260530  90  5.7  4962  27  8.8 1303  29 19.1 1222  28.8  32.7 1346  22.6  352   6.5  29.3  16.2  24.6  20.0  901   9.8  17.6  12.3 -9.00 1003.8 1005.8 1008.0 2354 1004.6 1435  0.0 13.7 14.6 -9.0 30.97  3.65 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260530  93  1.5  1332  20  6.1 1432  20  9.8 1438  21.6  31.1 1650  12.2  456  12.3  27.6  10.5  61.0  27.0 1749  14.4   9.0   6.3 -9.00  998.8 1009.9 1012.3 2323 1007.2 1650  0.0 13.1 14.6 -9.0 29.48  3.54 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  22.1  20.0  17.5  13.6  12.5
20260530  95  1.7  1478  23  4.3 1645  20  9.1 1610  21.1  29.4 1532  11.6  513  12.8  24.6   9.8  63.4  34.0 1355  14.8   9.0   6.3 -9.00  992.2 1010.1 1012.7 2354 1007.7 1602  0.0 13.4 14.6 -9.0 30.40  3.54 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260530  98  1.4  1234  25  4.0 1310  20  8.5 1609  21.5  28.9 1331  13.3  458  12.5  26.5  10.1  58.9  35.0 1339  14.5   8.4   5.9 -9.00  996.7 1010.0 1012.4 2326 1008.2 1521  0.0 12.0 14.6 -9.0 29.35  3.53 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260530  99  1.3  1139  29  3.8 1617  29  7.5 1514  20.0  28.0 1439  12.5  511  14.9  25.0   9.3  75.3  48.0 1403  17.0   7.3   5.1 -9.00 1007.2 1010.8 1012.8 2322 1009.3 1543  0.0 12.5 14.6 -9.0 29.08  3.51 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260530 100  3.9  3353  27  8.3 1400  27 14.2 1356  19.9  26.3 1306   9.8  229   7.4  22.6   4.9  49.0  24.0 1125  10.3  11.8   8.3 -9.00  922.9 1008.5 1011.8 2400 1005.4 1450  0.0 13.6 14.6 -9.0 31.64  3.72 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260530 101  1.8  1548  20  5.4 1453  20  9.9 1454  21.8  30.2 1600  12.6  441  12.1  27.3   7.5  58.8  29.0 1826  14.1   9.1   6.4 -9.00 1000.1 1008.9 1011.5 2356 1006.2 1609  0.0 13.4 14.6 -9.0 29.66  3.53 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  21.3  18.0  16.1  14.3  15.2
20260530 102  2.6  2236  27  5.0 1228  29  9.8 1309  21.1  26.8 1454  14.5 2343  13.8  28.2  10.6  65.1  39.0 1655  15.8   5.2   3.6 -9.00   -9.0   -9.0 1009.4 1130 1000.7 1453  0.0 13.8 14.6 -9.0 31.54  3.70 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260530 104  4.6  3956  25  7.5 1938  29 14.4 1110  28.3  32.7 1453  20.3  538   6.9  33.5  14.9  26.5  18.0 2320  10.0  15.6  10.9 -9.00  996.8 1005.3 1007.3 2334 1003.8 1547  0.0 -9.0 14.6 -9.0 -9.00  3.64 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  20.7  18.0  16.3  13.2  13.1
20260530 105  3.2  2787  27  5.1 1417  27 10.8 2035  28.0  33.5 1358  21.9  524   8.0  32.2  16.2  29.3  19.0 1021  10.7  14.2  10.0 -9.00 1003.4 1006.5 1008.7 2349 1005.1 1500  0.0 13.4 14.6 -9.0 29.16  3.47 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  21.7  18.8  17.8  14.9  14.5
