#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123
# YYMMDD STN   WS    WR  WD   WS   WS  WD   WS   WS    TA    TA   TA    TA   TA    TD    TS    TG    HM    HM   HM    PV  EV_S  EV_L    FG     PA     PS     PS   PS     PS   PS   CA   SS   SS   SS    SI    SI   SI     RN     RN    RN     RN   RN     RN   RN     RN   RN     SD   SD     SD   SD    TE    TE    TE    TE    TE
#    KST  ID  AVG   DAY MAX  MAX  MAX INS  INS  INS   AVG   MAX  MAX   MIN  MIN   AVG   AVG   MIN   AVG   MIN  MIN   AVG               DUR    AVG    AVG    MAX  MAX    MIN  MIN  TOT  DAY  DUR  CMB   DAY   60M  60M    DAY    D99   DUR    60M  60M    10M  10M    POW  POW    NEW  NEW    MAX  MAX     5    10    15    30    50
#             m/s     m  16  m/s   TM  16  m/s   TM     C     C   TM     C   TM     C     C     C     %     %   TM   hPa    mm    mm    hr    hPa    hPa    hPa   TM    hPa   TM    %   hr   hr   hr         MAX   TM     mm     mm    hr     mm   TM     mm   TM     mm   TM     cm   TM     cm   TM     C     C     C     C     C
20260429  90  2.0  1690  14  4.6 1718  14  6.4 1631  11.9  16.9 1229   5.6  505   5.7  17.4   4.2  68.0  44.0 1255   9.2   6.0   4.2 -9.00 1015.5 1017.7 1019.1  924 1016.7 1740  5.3 12.6 13.7 -9.0 27.70  3.43 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429  93  0.9   783  20  4.2 1410  20  6.6 1405  12.4  20.8 1556   3.6  552   4.5  20.4   1.2  64.3  28.0 1756   8.5   6.3   4.4 -9.00 1006.9 1018.4 1020.8  859 1015.6 1712  7.1 11.8 13.7 -9.0 27.33  3.49 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  15.8  15.1  13.3  11.6  11.8
20260429  95  1.1   918   2  2.7 1554  27  5.3 1432  12.0  19.9 1627   3.9  350   3.4  17.0   0.4  64.1  24.0 1640   7.9   6.4   4.5 -9.00 1000.2 1018.9 1021.3  912 1016.1 1734  5.4  9.1 13.7 -9.0 25.96  3.54 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429  98  0.9   804  29  3.2 1516  27  7.3 1508  13.3  21.5 1515   4.5  554   1.9  20.2  -0.2  52.9  19.0 1645   7.1   7.0   4.9 -9.00 1004.5 1018.3 1020.2  859 1015.8 1705  6.1 11.2 13.7 -9.0 26.86  3.50 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429  99  1.1   961  34  3.9 1716   7  6.9 1523  12.2  21.4 1615   4.4  539   3.6  19.2   0.2  63.8  22.0 1538   8.1   6.6   4.6 -9.00 1015.3 1019.0 1021.1  906 1016.7 1706  5.3 10.1 13.7 -9.0 26.48  3.52 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429 100  1.6  1415  11  4.2 1407  11  7.3 1258   7.5  14.6 1329   0.0  532   2.6  14.4  -3.3  73.8  46.0 1330   7.4   4.9   3.5 -9.00  927.9 1018.3 1020.7  651 1015.3 1537  7.3 11.8 13.7 -9.0 25.82  3.49 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429 101  1.2  1074  20  3.3 1809  20  5.8 1819  13.0  21.6 1619   4.8  540   4.6  20.7  -0.6  62.1  26.0 1803   8.5   5.8   4.0 -9.00 1008.2 1017.3 1019.7  723 1014.3 1711  6.5  9.7 13.7 -9.0 25.54  3.41 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  15.1  13.2  12.1  12.7  15.3
20260429 102  3.1  2656  32  6.4 1354  29  9.3 1347  11.8  17.2 1137   8.3  205   5.4  19.3   5.2  66.0  35.0 1101   9.0   5.7   4.0 -9.00 1013.8 1018.2 1019.7 1004 1016.8 1840  3.3 12.6 13.7 -9.0 28.66  3.61 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429 104  1.1   951  11  3.4 1423   5  5.7 1301  11.6  17.5 1251   5.0  513   6.2  17.2  -0.1  72.5  41.0 1156   9.5   5.2   3.6 -9.00 1007.5 1016.6 1017.9  712 1015.5 1539  7.1 11.3 13.7 -9.0 25.89  3.59 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  14.7  14.0  12.5  11.3  13.1
20260429 105  1.4  1200   5  2.8 1050   2  6.1 1032  13.0  18.2 1259   6.5  534   5.6  19.4   2.8  63.8  37.0 1617   9.1   5.5   3.8 -9.00 1014.6 1017.9 1019.3  722 1016.8 1545  7.1 11.2 13.7 -9.0 24.33  3.26 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  15.4  15.6  13.2  12.6  14.5
20260429 106  1.8  1539  14  4.0 1622  16  6.9 1610  11.9  16.6 1353   7.0  522   6.6  20.2   1.6  71.0  55.0 1244   9.7   4.9   3.4 -9.00 1013.4 1018.4 1019.8 1002 1017.3  232  8.3 10.6 13.7 -9.0 23.87  3.15 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429 108  2.0  1736  27  4.8 1831  29  7.5 1836  14.9  21.7 1445   8.6  541   3.7  21.3   0.2  50.9  24.0 1403   8.0   7.3   5.1 -9.00 1008.0 1018.3 1019.9  904 1016.1 1650  5.9 11.2 13.7 -9.0 27.16  3.61 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  15.2  14.0  13.6  12.6  14.9
20260429 112  2.4  2092  25  5.9 1707  25  8.0 1705  13.6  19.0 1420   9.4  554   6.4  17.9   3.5  64.1  34.0 1737   9.6   6.0   4.2 -9.00 1010.1 1018.3 1020.1 1016 1017.0 1641  6.8 11.0 13.7 -9.0 26.82  3.38 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  14.1  13.5  11.7  12.2  13.5
20260429 114  0.9   800  29  3.1 1627  32  5.9 1627  13.7  20.5 1524   6.2  625   5.0  19.7   0.0  59.0  32.0 1332   8.7   5.5   3.8 -9.00 1000.1 1018.1 1020.1  652 1015.6 1547  8.4 10.4 13.7 -9.0 24.70  3.33 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429 115  2.5  2134  23  5.0 2311  23  7.2 2311  11.9  14.1 1541   9.4  433   8.2  15.6   6.3  78.8  71.0 1152  10.9   2.5   1.8 -9.00  991.9 1018.4 1019.6 2131 1016.1  158  8.3  2.0 13.7 -9.0 11.63  1.39 1400   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  15.5  12.3  11.9  11.6  13.3
20260429 119  1.7  1498  25  5.0 1520  23  7.9 1434  13.1  20.1 1427   6.4  432   3.9  19.8   2.2  58.4  27.0 1716   8.2   6.3   4.4 -9.00 1013.4 1018.2 1019.8  905 1016.3 1654  6.9 10.4 13.7 -9.0 24.28  3.19 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  14.5  13.2  11.8  10.6  12.9
20260429 121  1.3  1154  23  3.5 1632  25  5.6 1632  13.4  21.1 1459   6.3  513   4.7  22.4   2.0  60.3  27.0 1500   8.6   5.4   3.8 -9.00  989.5 1018.0 1020.3  708 1015.2 1646  8.5  8.2 13.7 -9.0 22.03  3.02 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429 127  1.0   849  23  2.4 1624  27  4.4 1600  13.7  19.7 1619   6.9  458   3.6  19.0   3.5  53.9  29.0 1427   8.0   5.1   3.6 -9.00 1003.8 1017.5 1019.3  921 1015.4 1728  8.8  8.0 13.6 -9.0 21.72  2.82 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260429 129  1.8  1538  29  6.0 1446  32  8.4 1449  12.7  19.1 1408   5.2  536   1.5  18.7   0.7  52.5  18.0 1538   7.0   6.6   4.6 -9.00 1015.9 1018.9 1020.3 1003 1017.5 1648  8.3  9.8 13.6 -9.0 23.98  3.20 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  13.8  12.9  14.0  12.2  14.6
