시도,시군,시설개수,유역면적(ha),수혜면적(ha),유효저수량(ha),저수율,평년,대비,단계
강원,원주시,15,17370,1569,11823.1,60.4,59.1,102.2,정상
강원,강릉시,11,26163,2431,25255.4,62.2,67.3,92.4,정상
강원,동해시,0,0,0,0,0,0,100,정상
강원,태백시,0,0,0,0,0,0,100,정상
강원,속초시,1,134,0,6.5,100,18,555.6,정상
강원,삼척시,3,2615,178,1330.7,75.6,77,98.2,정상
강원,홍천군,15,8917,1184,10877.8,66.4,54.3,122.3,정상
강원,횡성군,6,2982,488,3452,57.2,60.4,94.7,정상
강원,영월군,0,0,0,0,0,0,100,정상
강원,평창군,2,2610,272,1138,85.5,88,97.2,정상
강원,정선군,0,0,0,0,0,0,100,정상
강원,철원군,8,15347,4115,33390,68.7,55.8,123.1,정상
강원,화천군,0,0,0,0,0,0,100,정상
강원,양구군,2,1600,294,2160,71.3,69.1,103.2,정상
강원,인제군,0,0,0,0,0,0,100,정상
강원,고성군,5,6695,1590,11227.6,98.9,56.6,174.7,정상
강원,양양군,2,2358,452,2941,100,74,135.1,정상
충북,청주시,16,7979,2278,14126.4,69.1,57.9,119.3,정상
충북,충주시,20,10987,2991,22001,64.9,52.9,122.7,정상
충북,제천시,16,7544,914,5258.7,66.7,68.1,97.9,정상
충북,보은군,17,11802,3212,26867.4,62.2,44.2,140.7,정상
충북,옥천군,27,8975,1831,13152.3,79.3,60.3,131.5,정상
충북,영동군,19,8279,1297,8978,92.8,61.5,150.9,정상
충북,증평군,6,1368,476,3116.4,58.6,37.2,157.5,정상
충북,진천군,12,29532,7017,54057.8,65.2,53.1,122.8,정상
충북,괴산군,20,7509,2420,14918.8,74.1,65.3,113.5,정상
충북,음성군,30,11563,4087,31453.4,59.7,52.9,112.9,정상
충북,단양군,1,220,54,209,77.6,69.1,112.3,정상
충남,천안시,20,8281,2323,11580.2,67.4,57.2,117.8,정상
충남,공주시,12,7962,2272,19350,60.4,49.2,122.8,정상
충남,보령시,30,13115,4375,30028.8,58.9,51.3,114.8,정상
충남,아산시,18,15448,4906,25788.2,63.2,59.5,106.2,정상
충남,서산시,16,12460,4801,28669.7,68.3,55,124.2,정상
충남,논산시,26,24564,6407,38123.1,76.1,52,146.3,정상
충남,계룡시,0,0,0,0,0,0,100,정상
충남,당진시,10,6222,1088,5581.7,75.1,70.7,106.2,정상
충남,금산군,9,3442,685,5557.2,93.7,59.7,157,정상
충남,부여군,10,7876,3260,20966.4,78.2,54.1,144.5,정상
충남,서천군,7,9262,5336,25397.5,72.1,53.4,135,정상
충남,청양군,27,8139,3331,23409.2,69.5,53.9,128.9,정상
충남,홍성군,9,7372,1802,10429.2,69.9,54.2,129,정상
충남,예산군,13,42751,8659,59873.7,59.7,48.7,122.6,정상
충남,태안군,18,4773,1695,8995.2,88.6,65.1,136.1,정상
전북,전주시,6,12716,822,3860.4,71.2,57.5,123.8,정상
전북,군산시,25,2117,4682,24287.8,66.9,59.3,112.8,정상
전북,익산시,27,4490,1806,6802.4,76.4,60,127.3,정상
전북,정읍시,28,8901,2924,27425.7,60.9,48,126.9,정상
전북,남원시,76,8406,2195,15840.7,73,53.9,135.4,정상
전북,김제시,22,6177,2051,21026.9,78.8,61.7,127.7,정상
전북,완주군,39,42692,22191,113514.8,70.1,45.5,154.1,정상
전북,진안군,24,6951,1109,13561.5,80.1,43,186.3,정상
전북,무주군,9,8140,1125,9146,87.3,51.7,168.9,정상
전북,장수군,34,20060,6552,66896.8,64.3,52.9,121.6,정상
전북,임실군,34,84870,32722,271569,73.3,53.7,136.5,정상
전북,순창군,35,16875,2608,14204.4,76.6,57.6,133,정상
전북,고창군,37,20589,9034,42751.6,63.7,60.3,105.6,정상
전북,부안군,21,5093,5254,29661.6,68.9,66,104.4,정상
전남,목포시,0,0,0,0,0,0,100,정상
전남,여수시,18,4248,1239,6086.6,99.7,73.9,134.9,정상
전남,순천시,20,5610,1586,7328.5,93,68.2,136.4,정상
전남,나주시,162,25746,9589,123923.3,75.7,47.7,158.7,정상
전남,광양시,10,6248,1382,6357.3,98.3,71.9,136.7,정상
전남,담양군,47,17382,10353,98416.6,58.1,50.5,115,정상
전남,곡성군,47,9881,2964,15309.3,78.9,53.8,146.7,정상
전남,구례군,49,29202,2802,15563.1,83.8,65.9,127.2,정상
전남,고흥군,46,15068,4095,23392.4,95.2,66.6,142.9,정상
전남,보성군,27,8408,3240,24066,92.3,69.8,132.2,정상
전남,화순군,41,15844,4101,28526.3,89.9,54.3,165.6,정상
전남,장흥군,34,10815,3492,22932.4,96.2,61.7,155.9,정상
전남,강진군,29,12089,4212,31885,94,58.4,161,정상
전남,해남군,79,16208,5977,36264,96.8,61,158.7,정상
전남,영암군,139,14977,2171,23078.8,90.4,59.1,153,정상
전남,무안군,50,5841,802,8207.6,86.2,56.5,152.6,정상
전남,함평군,36,11245,1888,16095.2,83.8,54,155.2,정상
전남,영광군,41,11390,5309,26775.4,79.2,49.4,160.3,정상
전남,장성군,50,25066,12563,123717.5,65.2,49.9,130.7,정상
전남,완도군,9,2294,517,3280.2,97.7,69,141.6,정상
전남,진도군,34,7638,2322,13742.5,97.6,61.2,159.5,정상
전남,신안군,29,3741,1057,6959.9,92.8,61.4,151.1,정상
경북,포항시,58,37974,5776,41761.1,64.6,61.8,104.5,정상
경북,경주시,76,44070,7786,69276.5,62.5,55,113.6,정상
경북,김천시,8,4996,1064,6707.6,79.6,71.8,110.9,정상
경북,안동시,17,4787,951,7827.4,72.1,53.5,134.8,정상
경북,구미시,23,9429,2000,15534,72.3,61.2,118.1,정상
경북,영주시,7,9530,2194,14752.5,80.9,67.5,119.9,정상
경북,영천시,92,17731,2009,20449.8,73,61.2,119.3,정상
경북,상주시,26,25974,4188,29012.1,69.4,54,128.5,정상
경북,문경시,15,17018,4893,35401.7,67.6,59,114.6,정상
경북,경산시,25,18144,1614,17394.6,70.1,63.1,111.1,정상
경북,군위군,19,3975,626,3610.8,67.6,62.9,107.5,정상
경북,의성군,52,13290,2971,25837.7,68.6,47.3,145,정상
경북,청송군,37,11866,863,10520.7,69,42.5,162.4,정상
경북,영양군,25,4729,958,7777.5,81.4,79.1,102.9,정상
경북,영덕군,27,13624,2805,20122.7,74.1,57.8,128.2,정상
경북,청도군,19,5905,1339,8912.8,80.9,67.4,120,정상
경북,고령군,37,5755,951,8402.9,76.7,44.4,172.7,정상
경북,성주군,7,19487,4058,36517.8,46.6,50.8,91.7,정상
경북,칠곡군,33,10637,1451,10539.6,73.1,71.4,102.4,정상
경북,예천군,45,6854,1188,9244.3,78.8,58.2,135.4,정상
경북,봉화군,5,6166,817,11926.4,86,42.6,201.9,정상
경북,울진군,6,10167,501,5011.7,78.2,57,137.2,정상
경북,울릉군,0,0,0,0,0,0,100,정상
경남,창원시,15,13191,2740,15876.7,85.9,65.3,131.5,정상
경남,진주시,38,6386,1899,17866.7,64,57.3,111.7,정상
경남,통영시,3,752,162,737.2,100,76.6,130.5,정상
경남,사천시,69,12384,2451,20324.3,90,78,115.4,정상
경남,김해시,6,802,241,2290.7,62.1,47.7,130.2,정상
경남,밀양시,39,13224,3000,16249.3,65.7,63.7,103.1,정상
경남,거제시,7,3665,583,2206.7,97.8,76.3,128.2,정상
경남,양산시,3,1553,340,970.1,92.6,74.1,125,정상
경남,의령군,39,8120,1749,15110.5,70.5,64.3,109.6,정상
경남,함안군,16,5474,1319,6083.4,75.7,60.3,125.5,정상
경남,창녕군,47,15644,2139,12318.4,60.9,60.5,100.7,정상
경남,고성군,36,10576,2945,19384.5,93,71.9,129.3,정상
경남,남해군,48,5461,1508,9855.1,98.1,70.8,138.6,정상
경남,하동군,22,11979,4481,41176.4,62,55.8,111.1,정상
경남,산청군,35,16124,1662,17952,71.7,68.6,104.5,정상
경남,함양군,13,9760,1886,13511.6,85.4,49.9,171.1,정상
경남,거창군,43,11986,3194,21402,64.5,53,121.7,정상
경남,합천군,83,10577,2272,17914.3,68.2,58.6,116.4,정상
제주,제주시,6,107378,670,1606,83.4,55.5,150.3,정상
제주,서귀포시,1,9937,400,1050,71.9,79.1,90.9,정상
