시도,시군,시설개수,유역면적(ha),수혜면적(ha),유효저수량(ha),저수율,평년,대비,단계
강원,원주시,15,17370,1569,11823.1,99.4,77.7,127.9,정상
강원,강릉시,11,26163,2431,25255.4,83.7,82.7,101.2,정상
강원,동해시,0,0,0,0,0,0,100,정상
강원,태백시,0,0,0,0,0,0,100,정상
강원,속초시,1,134,0,6.5,100,25.4,393.7,정상
강원,삼척시,3,2615,178,1330.7,100,91.5,109.3,정상
강원,홍천군,15,8917,1184,10877.8,89.7,77.7,115.4,정상
강원,횡성군,6,2982,488,3452,91.4,87,105.1,정상
강원,영월군,0,0,0,0,0,0,100,정상
강원,평창군,2,2610,272,1138,91.7,93.9,97.7,정상
강원,정선군,0,0,0,0,0,0,100,정상
강원,철원군,8,15347,4115,33390,87.4,84.4,103.6,정상
강원,화천군,0,0,0,0,0,0,100,정상
강원,양구군,2,1600,294,2160,99.5,93,107,정상
강원,인제군,0,0,0,0,0,0,100,정상
강원,고성군,5,6695,1590,11227.6,92.2,79.6,115.8,정상
강원,양양군,2,2358,452,2941,94.2,87.5,107.7,정상
충북,청주시,16,7979,2278,14126.4,86.7,83,104.5,정상
충북,충주시,20,10987,2991,22001,97.4,76.5,127.3,정상
충북,제천시,16,7544,914,5258.7,89.1,93.1,95.7,정상
충북,보은군,17,11802,3212,26867.4,83.2,60,138.7,정상
충북,옥천군,27,8975,1831,13152.3,91.3,81.2,112.4,정상
충북,영동군,19,8279,1297,8978,89.7,75.5,118.8,정상
충북,증평군,6,1368,476,3116.4,88.2,50.1,176,정상
충북,진천군,12,29532,7017,54057.8,82.7,77.3,107,정상
충북,괴산군,20,7509,2420,14918.8,85.5,81.2,105.3,정상
충북,음성군,30,11563,4087,31453.4,89.4,81.3,110,정상
충북,단양군,1,220,54,209,100,95.2,105,정상
충남,천안시,20,8281,2323,11580.2,83.7,81.2,103.1,정상
충남,공주시,12,7962,2272,19350,86,68.9,124.8,정상
충남,보령시,30,13115,4375,30028.8,90.9,80.6,112.8,정상
충남,아산시,18,15448,4906,25788.2,98.2,84.7,115.9,정상
충남,서산시,16,12460,4801,28669.7,91.2,80.5,113.3,정상
충남,논산시,26,24564,6407,38123.1,86,78.5,109.6,정상
충남,계룡시,0,0,0,0,0,0,100,정상
충남,당진시,10,6222,1088,5581.7,71.5,82.5,86.7,정상
충남,금산군,9,3442,685,5557.2,75,69.7,107.6,정상
충남,부여군,10,7876,3260,20966.4,94.4,72.1,130.9,정상
충남,서천군,7,9262,5336,25397.5,85.5,79,108.2,정상
충남,청양군,27,8139,3331,23409.2,95.7,75.2,127.3,정상
충남,홍성군,9,7372,1802,10429.2,95.7,77.7,123.2,정상
충남,예산군,13,42751,8659,59873.7,97,83.4,116.3,정상
충남,태안군,18,4773,1695,8995.2,93.3,87.8,106.3,정상
전북,전주시,6,12716,822,3860.4,56.4,71.2,79.2,정상
전북,군산시,25,2117,4682,24287.8,78.9,70.3,112.2,정상
전북,익산시,27,4490,1806,6802.4,96.1,80.5,119.4,정상
전북,정읍시,28,8901,2924,27425.7,67,63.9,104.9,정상
전북,남원시,76,8406,2195,15840.7,71.5,69.6,102.7,정상
전북,김제시,22,6177,2051,21026.9,71.3,67,106.4,정상
전북,완주군,39,42692,22191,113514.8,64.6,57.4,112.5,정상
전북,진안군,24,6951,1109,13561.5,76.2,50,152.4,정상
전북,무주군,9,8140,1125,9146,72.6,58.8,123.5,정상
전북,장수군,34,20060,6552,66896.8,66.7,61.4,108.6,정상
전북,임실군,34,84870,32722,271569,95,79.7,119.2,정상
전북,순창군,35,16875,2608,14204.4,76.4,71.2,107.3,정상
전북,고창군,37,20589,9034,42751.6,80.2,72.7,110.3,정상
전북,부안군,21,5093,5254,29661.6,57.2,69.3,82.5,정상
전남,목포시,0,0,0,0,0,0,100,정상
전남,여수시,18,4248,1239,6086.6,72.4,77.6,93.3,정상
전남,순천시,20,5610,1586,7328.5,94.4,77.4,122,정상
전남,나주시,162,25746,9589,123923.3,74.9,54.7,136.9,정상
전남,광양시,10,6248,1382,6357.3,93.8,83.1,112.9,정상
전남,담양군,47,17382,10353,98416.6,63.9,59.7,107,정상
전남,곡성군,47,9881,2964,15309.3,84.7,65.8,128.7,정상
전남,구례군,49,29202,2802,15563.1,82.7,71.2,116.2,정상
전남,고흥군,46,15068,4095,23392.4,81.2,71.1,114.2,정상
전남,보성군,27,8408,3240,24066,82.8,78.7,105.2,정상
전남,화순군,41,15844,4101,28526.3,84.8,63.2,134.2,정상
전남,장흥군,34,10815,3492,22932.4,68.2,65.6,104,정상
전남,강진군,29,12089,4212,31885,87.5,64.3,136.1,정상
전남,해남군,79,16208,5977,36264,76.7,61.9,123.9,정상
전남,영암군,139,14977,2171,23078.8,74.6,65.1,114.6,정상
전남,무안군,50,5841,802,8207.6,81.1,68.4,118.6,정상
전남,함평군,36,11245,1888,16095.2,73.8,63.4,116.4,정상
전남,영광군,41,11390,5309,26775.4,73,62.3,117.2,정상
전남,장성군,50,25066,12563,123717.5,67.3,59.1,113.9,정상
전남,완도군,9,2294,517,3280.2,82.1,67.9,120.9,정상
전남,진도군,34,7638,2322,13742.5,69.7,68.2,102.2,정상
전남,신안군,29,3741,1057,6959.9,74.6,74.4,100.3,정상
경북,포항시,58,37974,5776,41761.1,70.7,74.1,95.4,정상
경북,경주시,76,44070,7786,69276.5,85.5,67.1,127.4,정상
경북,김천시,8,4996,1064,6707.6,74.9,84.5,88.6,정상
경북,안동시,17,4787,951,7827.4,81.1,66.1,122.7,정상
경북,구미시,23,9429,2000,15534,75.5,76.3,99,정상
경북,영주시,7,9530,2194,14752.5,80,77.1,103.8,정상
경북,영천시,92,17731,2009,20449.8,78.4,72.8,107.7,정상
경북,상주시,26,25974,4188,29012.1,85.2,72.7,117.2,정상
경북,문경시,15,17018,4893,35401.7,86.1,81.5,105.6,정상
경북,경산시,25,18144,1614,17394.6,60.1,69.1,87,정상
경북,군위군,19,3975,626,3610.8,66.8,80.4,83.1,정상
경북,의성군,52,13290,2971,25837.7,74,55.6,133.1,정상
경북,청송군,37,11866,863,10520.7,64.7,49.1,131.8,정상
경북,영양군,25,4729,958,7777.5,68,86.5,78.6,정상
경북,영덕군,27,13624,2805,20122.7,78.2,70.2,111.4,정상
경북,청도군,19,5905,1339,8912.8,80,75.9,105.4,정상
경북,고령군,37,5755,951,8402.9,76.6,56.4,135.8,정상
경북,성주군,7,19487,4058,36517.8,73.6,65.9,111.7,정상
경북,칠곡군,33,10637,1451,10539.6,88.6,79.9,110.9,정상
경북,예천군,45,6854,1188,9244.3,86.6,71.3,121.5,정상
경북,봉화군,5,6166,817,11926.4,75.2,48.9,153.8,정상
경북,울진군,6,10167,501,5011.7,80,65.6,122,정상
경북,울릉군,0,0,0,0,0,0,100,정상
경남,창원시,15,13191,2740,15876.7,63.7,61.6,103.4,정상
경남,진주시,38,6386,1899,17866.7,74.9,65.2,114.9,정상
경남,통영시,3,752,162,737.2,62.4,78.1,79.9,정상
경남,사천시,69,12384,2451,20324.3,80.1,82.1,97.6,정상
경남,김해시,6,802,241,2290.7,92.2,50.5,182.6,정상
경남,밀양시,39,13224,3000,16249.3,83,71,116.9,정상
경남,거제시,7,3665,583,2206.7,76.2,83.8,90.9,정상
경남,양산시,3,1553,340,970.1,61.6,89,69.2,관심
경남,의령군,39,8120,1749,15110.5,85,71.8,118.4,정상
경남,함안군,16,5474,1319,6083.4,95.2,64.9,146.7,정상
경남,창녕군,47,15644,2139,12318.4,67.2,69.7,96.4,정상
경남,고성군,36,10576,2945,19384.5,83.6,72,116.1,정상
경남,남해군,48,5461,1508,9855.1,73,73.5,99.3,정상
경남,하동군,22,11979,4481,41176.4,73.5,68.2,107.8,정상
경남,산청군,35,16124,1662,17952,78.6,85,92.5,정상
경남,함양군,13,9760,1886,13511.6,91.4,55.8,163.8,정상
경남,거창군,43,11986,3194,21402,75.7,64,118.3,정상
경남,합천군,83,10577,2272,17914.3,84.5,73.1,115.6,정상
제주,제주시,6,107378,670,1627,63.6,54.1,117.6,정상
제주,서귀포시,1,9937,400,1050,63.5,81.7,77.7,정상
