"시도","시군","시설개수","유역면적(ha)","수혜면적(ha)","유효저수량(ha)","저수율","평년","대비","단계"
"강원","춘천시","7","5403","838","7152","90.8","70.2","129.3","정상"
"강원","원주시","16","18704","1565","10219","99.4","75.8","131.1","정상"
"강원","강릉시","11","26163","2431","25255","88.5","83.2","106.4","정상"
"강원","동해시","0","0","0","0","0","0","100","정상"
"강원","태백시","0","0","0","0","0","0","100","정상"
"강원","속초시","1","135","0","7","100","100","100","정상"
"강원","삼척시","3","2615","179","1331","99.4","90.5","109.8","정상"
"강원","홍천군","15","8917","1185","9187","99.7","76","131.2","정상"
"강원","횡성군","6","2982","488","3452","99.7","84.5","118","정상"
"강원","영월군","0","0","0","0","0","0","100","정상"
"강원","평창군","2","2610","273","1138","100","93.1","107.4","정상"
"강원","정선군","0","0","0","0","0","0","100","정상"
"강원","철원군","8","15347","4115","33386","82.9","84.5","98.1","정상"
"강원","화천군","0","0","0","0","0","0","100","정상"
"강원","양구군","2","1600","294","2160","99.6","92.2","108","정상"
"강원","인제군","0","0","0","0","0","0","100","정상"
"강원","고성군","5","6695","1590","10045","83","78.8","105.3","정상"
"강원","양양군","2","2358","453","2975","100","84.5","118.3","정상"
"충북","청주시","16","7979","2278","12790","96.4","81.3","118.6","정상"
"충북","충주시","20","10988","2991","18371","99.3","75.9","130.8","정상"
"충북","제천시","16","7544","914","5259","99.9","92.6","107.9","정상"
"충북","보은군","17","11802","3213","19720","93.1","58.4","159.4","정상"
"충북","옥천군","27","8975","1831","12089","89.1","80.4","110.8","정상"
"충북","영동군","18","8054","1149","6801","99.1","72.7","136.3","정상"
"충북","증평군","6","1368","477","1716","89.5","47.2","189.6","정상"
"충북","진천군","12","29532","7014","48943","92.7","76.3","121.5","정상"
"충북","괴산군","19","7401","2192","13133","96.6","79.5","121.5","정상"
"충북","음성군","30","11573","4087","29816","91","81.4","111.8","정상"
"충북","단양군","1","220","54","209","100","91.5","109.3","정상"
"충남","천안시","20","8281","2323","10050","98.9","79.6","124.2","정상"
"충남","공주시","12","7962","2272","14751","91.5","67","136.6","정상"
"충남","보령시","30","13115","4376","30029","96.9","80","121.1","정상"
"충남","아산시","18","15448","4906","25788","97.6","82.3","118.6","정상"
"충남","서산시","16","12460","4801","28670","92","80","115","정상"
"충남","논산시","26","24564","6408","34841","93","77.4","120.2","정상"
"충남","계룡시","0","0","0","0","0","0","100","정상"
"충남","당진시","10","6222","1088","5582","96.3","81.2","118.6","정상"
"충남","금산군","9","3443","685","4330","91","67.6","134.6","정상"
"충남","부여군","10","7876","3260","17157","94.8","72.3","131.1","정상"
"충남","서천군","7","9262","5336","24120","96.2","78.4","122.7","정상"
"충남","청양군","27","8140","3357","21932","98.6","72.4","136.2","정상"
"충남","홍성군","9","7372","1802","10429","87.9","76.9","114.3","정상"
"충남","예산군","13","42846","8655","58722","98.3","82.5","119.2","정상"
"충남","태안군","18","4773","1696","8995","97.1","87.3","111.2","정상"
"전북","전주시","6","12716","822","3860","84","70.4","119.3","정상"
"전북","군산시","25","2118","4682","24288","72.9","70.1","104","정상"
"전북","익산시","27","4491","1807","6802","100","79.3","126.1","정상"
"전북","정읍시","28","8901","2924","24851","84.7","61.4","137.9","정상"
"전북","남원시","76","8406","2248","13254","71","69","102.9","정상"
"전북","김제시","22","6177","2067","21027","90.1","64.6","139.5","정상"
"전북","완주군","39","42692","21979","111053","82.1","56","146.6","정상"
"전북","진안군","24","6951","1109","6966","83.8","46.6","179.8","정상"
"전북","무주군","9","8140","1125","5711","87.1","55.8","156.1","정상"
"전북","장수군","34","20061","5788","59905","76.1","60.1","126.6","정상"
"전북","임실군","34","84870","33338","271569","99.9","78.5","127.3","정상"
"전북","순창군","35","16876","2608","12402","85.7","80.3","106.7","정상"
"전북","고창군","36","20417","8232","37227","83.6","69.6","120.1","정상"
"전북","부안군","22","5128","1576","29674","54.8","69.6","78.7","정상"
"전남","목포시","0","0","0","0","0","0","100","정상"
"전남","여수시","18","4248","1240","6087","98.2","76","129.2","정상"
"전남","순천시","20","5611","1587","7328","96.1","76.4","125.8","정상"
"전남","나주시","162","25747","9590","104301","58.7","54.2","108.3","정상"
"전남","광양시","10","6249","1383","6357","99.6","83.1","119.9","정상"
"전남","담양군","47","17382","10353","85963","61.1","60.2","101.5","정상"
"전남","곡성군","47","9882","2828","12680","91.7","61.6","148.9","정상"
"전남","구례군","49","29203","2682","13637","97.5","69.5","140.3","정상"
"전남","고흥군","46","15068","4096","23392","81.7","69.2","118.1","정상"
"전남","보성군","25","8146","3063","23264","88.8","76.7","115.8","정상"
"전남","화순군","41","15859","4101","23044","93.2","60.5","154","정상"
"전남","장흥군","34","10818","3492","21313","92.4","63.5","145.5","정상"
"전남","강진군","27","11753","4016","30609","98.3","59.3","165.8","정상"
"전남","해남군","79","16208","5977","33427","91.6","59.5","153.9","정상"
"전남","영암군","139","14977","2515","20405","90.2","63.2","142.7","정상"
"전남","무안군","50","5841","803","8208","87.8","67.2","130.7","정상"
"전남","함평군","36","11245","1891","13814","95.9","61.2","156.7","정상"
"전남","영광군","41","11390","5310","25754","92.5","59.9","154.4","정상"
"전남","장성군","50","25066","12563","103975","76.6","57.7","132.8","정상"
"전남","완도군","9","2295","518","3280","95.2","64.9","146.7","정상"
"전남","진도군","34","7639","2323","13582","91.5","66.8","137","정상"
"전남","신안군","29","3741","1057","6960","85.8","72.2","118.8","정상"
"경북","포항시","55","36269","4762","35238","89.1","73.8","120.7","정상"
"경북","경주시","78","46266","7635","69337","91.9","65.6","140.1","정상"
"경북","김천시","8","4996","1064","6708","96.4","83.9","114.9","정상"
"경북","안동시","17","4787","952","6267","98.9","63.7","155.3","정상"
"경북","구미시","23","9429","2000","14519","95.8","75.4","127.1","정상"
"경북","영주시","7","9530","2195","12756","88.7","75.4","117.6","정상"
"경북","영천시","92","17731","2010","18791","96.2","71.5","134.5","정상"
"경북","상주시","24","25307","3928","23617","96.1","70.3","136.7","정상"
"경북","문경시","14","15568","4240","33722","85.6","80","107","정상"
"경북","경산시","25","18144","1614","16340","81.5","67.9","120","정상"
"경북","군위군","18","3643","563","3147","88.3","78.3","112.8","정상"
"경북","의성군","52","13290","2972","16653","86.6","52.3","165.6","정상"
"경북","청송군","38","15686","1113","8772","94.9","58.7","161.7","정상"
"경북","영양군","25","4730","959","7778","92.6","87.3","106.1","정상"
"경북","영덕군","26","12392","2666","19386","93.6","66.2","141.4","정상"
"경북","청도군","19","5905","1339","8913","90.2","74.1","121.7","정상"
"경북","고령군","37","5755","951","5376","96","53.3","180.1","정상"
"경북","성주군","7","19487","4059","34072","73.3","62.8","116.7","정상"
"경북","칠곡군","34","10661","1451","10543","84.9","79.4","106.9","정상"
"경북","예천군","43","6817","1188","7101","97.3","69.3","140.4","정상"
"경북","봉화군","5","6130","850","6764","82.7","43.9","188.4","정상"
"경북","울진군","6","10167","502","3571","94.7","62.3","152","정상"
"경북","울릉군","0","0","0","0","0","0","100","정상"
"경남","창원시","15","13191","2766","22834","83.1","59.2","140.4","정상"
"경남","진주시","38","6386","1900","17867","90.2","62.4","144.6","정상"
"경남","통영시","3","752","162","737","88.5","77.2","114.6","정상"
"경남","사천시","70","12028","2187","16683","83.6","77","108.6","정상"
"경남","김해시","6","802","242","1293","100","47","212.8","정상"
"경남","밀양시","38","12853","2763","14546","95.6","68.9","138.8","정상"
"경남","거제시","7","3665","583","2207","97.2","81.6","119.1","정상"
"경남","양산시","3","1553","341","970","84.4","88.9","94.9","정상"
"경남","의령군","39","8120","1750","14783","96.6","68.1","141.9","정상"
"경남","함안군","16","5474","1319","6083","98.6","62.8","157","정상"
"경남","창녕군","47","15645","2140","12318","67.8","69.3","97.8","정상"
"경남","고성군","36","10576","2945","19384","86.5","70.9","122","정상"
"경남","남해군","48","5462","1509","9855","93.1","71.8","129.7","정상"
"경남","하동군","22","11979","3412","41061","80.5","67.3","119.6","정상"
"경남","산청군","35","16124","1662","17952","96.9","80.7","120.1","정상"
"경남","함양군","13","9760","1886","8363","99.5","54.6","182.2","정상"
"경남","거창군","43","11986","3195","17508","95.7","65.9","145.2","정상"
"경남","합천군","81","9483","1922","14379","88.7","68.7","129.1","정상"
"제주","제주시","3","2404","0","985","86.2","51","169","정상"
"제주","서귀포시","1","9939","400","1050","81","81","100","정상"
