시도,시군,시설개수,유역면적(ha),수혜면적(ha),유효저수량(ha),저수율,평년,대비,단계
경기,양평군,6,3398,477.98,2272.57,87.08,76.75,113.5,정상
강원,춘천시,7,5403,838,8450,50.13,71.01,70.6,관심
강원,원주시,15,17370.6,1569.8,11823.1,81.24,77.55,104.8,정상
강원,강릉시,11,26163,2431,26876.9,67.24,83.93,80.1,정상
강원,동해시,0,0,0,0,0,0,100,정상
강원,태백시,0,0,0,0,0,0,100,정상
강원,속초시,1,134.5,0,6.5,75.08,23.83,315.1,정상
강원,삼척시,3,2615,178.8,1330.7,85.32,95.26,89.6,정상
강원,홍천군,15,8917,1184.5,10877.8,79.79,77.66,102.7,정상
강원,횡성군,6,2982,488.1,3452,86.98,88.16,98.7,정상
강원,영월군,0,0,0,0,0,0,100,정상
강원,평창군,2,2610,272.5,1138,90.24,93.4,96.6,정상
강원,정선군,0,0,0,0,0,0,100,정상
강원,철원군,9,15867,4400,35070,66.55,70.62,94.2,정상
강원,화천군,0,0,0,0,0,0,100,정상
강원,양구군,2,1600,294,2160,87.84,90.44,97.1,정상
강원,인제군,0,0,0,0,0,0,100,정상
강원,고성군,5,6695,1590.2,11227.6,65.26,79.58,82,정상
강원,양양군,2,2358,452.7,2941,83.89,91.31,91.9,정상
충북,청주시,16,7979,2278,14126.38,87.46,80.54,108.6,정상
충북,충주시,20,10055.8,2991,22001,90.58,79.96,113.3,정상
충북,제천시,16,7544,914,5258.7,87.91,95.32,92.2,정상
충북,보은군,18,11932,3269.6,26992.85,70.94,59.12,120,정상
충북,옥천군,27,8975,1831.1,13152.3,91.03,85.08,107,정상
충북,영동군,19,8279,1297.5,8977.98,93.06,80.2,116,정상
충북,증평군,6,1368,476.8,3116.4,74.99,53.13,141.1,정상
충북,진천군,12,29532,7017.8,54057.75,77.3,71.69,107.8,정상
충북,괴산군,20,7509,2420.1,14919.79,89.49,84,106.5,정상
충북,음성군,31,11694,4160,31733.88,78.95,76.69,102.9,정상
충북,단양군,1,220,54,209,98.5,94.64,104.1,정상
충남,천안시,20,8281,2323.3,11580.22,83.52,78.44,106.5,정상
충남,공주시,12,7962,2272.4,19350.03,88.68,69.79,127.1,정상
충남,보령시,30,13115,4375.9,30028.78,81.63,80.35,101.6,정상
충남,아산시,18,15448.4,4906.4,25788.2,81.33,82.56,98.5,정상
충남,서산시,16,12460,4801.2,28669.74,88.94,84.77,104.9,정상
충남,논산시,26,24564.2,6407.9,38123.09,77.39,75.93,101.9,정상
충남,계룡시,0,0,0,0,0,0,100,정상
충남,당진시,10,6222,1088,5581.7,62.39,78.36,79.6,관심
충남,금산군,9,3442.6,685.4,5557.19,96.24,78.5,122.6,정상
충남,부여군,10,7876,3260.2,20966.43,87.89,74.67,117.7,정상
충남,서천군,7,9262,5336,25397.52,92.11,79.19,116.3,정상
충남,청양군,28,8519.7,3513.6,24799.22,86.97,80.03,108.7,정상
충남,홍성군,9,7372,1802.4,10429.2,88.69,79.52,111.5,정상
충남,예산군,13,42751,8659,59873.66,78.7,73.32,107.3,정상
충남,태안군,20,7013,2351.7,11288.2,56.45,66.57,84.8,정상
전북,전주시,6,12716.1,822.4,3860.4,79.69,85.91,92.8,정상
전북,군산시,25,2117.7,4682,24287.8,71.61,79.34,90.3,정상
전북,익산시,27,4490.5,1806.9,6802.36,86.45,82.75,104.5,정상
전북,정읍시,28,8901.4,2924,27425.7,78.66,74.21,106,정상
전북,남원시,77,8452,2535.7,16744.04,63.99,67.95,94.2,정상
전북,김제시,22,6177,2051.7,21026.9,75.45,75.79,99.6,정상
전북,완주군,39,42692.2,21965.4,114090.83,80.12,62.25,128.7,정상
전북,진안군,24,6951.6,1109.2,13561.5,79.25,57.46,137.9,정상
전북,무주군,9,8140,1125.1,9146,75.73,65.87,115,정상
전북,장수군,34,20060.9,6449.7,66896.8,67.68,72.52,93.3,정상
전북,임실군,35,85114,32708.6,272421.02,88.85,81.69,108.8,정상
전북,순창군,35,16943.8,2608.2,15597.76,69.89,69.59,100.4,정상
전북,고창군,37,20589.5,9034.2,42751.56,75.36,82.98,90.8,정상
전북,부안군,21,5093,5254.1,29661.6,65.77,74.92,87.8,정상
전남,목포시,0,0,0,0,0,0,100,정상
전남,여수시,18,4248,1239.74,6086.61,79.74,84.41,94.5,정상
전남,순천시,20,5610.6,1586.6,7328.46,79.02,87.53,90.3,정상
전남,나주시,162,25746.6,9589.6,123923.33,69.11,63.57,108.7,정상
전남,광양시,10,6248.8,1382.8,6357.26,76.65,90.02,85.1,정상
전남,담양군,47,17382,10353,98414.56,67.37,69.11,97.5,정상
전남,곡성군,49,11970.9,3690.73,21092.88,70.98,66.44,106.8,정상
전남,구례군,49,29202.7,2802.3,15444.66,91.73,87.01,105.4,정상
전남,고흥군,47,15107,4321.5,24321.44,71.79,84.13,85.3,정상
전남,보성군,27,8408.2,3240.4,24066.04,84.56,87.89,96.2,정상
전남,화순군,43,16785.8,4333.6,30817.31,82.5,69.44,118.8,정상
전남,장흥군,34,10815.8,3492.3,22932.38,90.91,80.67,112.7,정상
전남,강진군,29,12089.5,4212.6,32050.19,88.66,75.48,117.5,정상
전남,해남군,79,16208,5977,36263.96,86.46,78.35,110.4,정상
전남,영암군,139,14977.09,2171.9,23078.82,77.56,74.56,104,정상
전남,무안군,50,5841.2,802.8,8207.6,77.97,75.26,103.6,정상
전남,함평군,36,11234.8,1888.2,16465.02,92.42,74.39,124.2,정상
전남,영광군,41,11420.2,5309.5,26869.23,82.05,75.06,109.3,정상
전남,장성군,50,25066,12563.2,123717.51,70.45,70.44,100,정상
전남,완도군,9,2294.61,517.76,3280.2,83.14,82.16,101.2,정상
전남,진도군,34,7638.88,2322.73,13742.55,81.22,77.99,104.1,정상
전남,신안군,30,3781,1191.1,7765.71,54.8,77.16,71,관심
경북,포항시,58,37974,5776.96,41388.68,72.32,75.12,96.3,정상
경북,경주시,76,44070.7,7786,69337,72.09,70.98,101.6,정상
경북,김천시,8,4996,1064.1,6707.56,82.91,89.96,92.2,정상
경북,안동시,17,4787,951.5,7827.4,80.05,65.06,123,정상
경북,구미시,23,9429,2000.2,15533.98,79.55,81.55,97.5,정상
경북,영주시,7,9530,2194.5,14752.45,88.19,81.95,107.6,정상
경북,영천시,92,17731.2,2009.5,20449.83,75.39,76.56,98.5,정상
경북,상주시,29,26575.7,4387.7,30212.78,75.48,72.04,104.8,정상
경북,문경시,15,17018,4893,35401.7,89.37,89.76,99.6,정상
경북,경산시,27,18451,2114.1,19809.68,66.4,80.46,82.5,정상
경북,군위군,21,4272.3,754.1,4756.36,80.95,86.35,93.7,정상
경북,의성군,52,13290,2971.7,25837.7,76.87,62.18,123.6,정상
경북,청송군,37,11866,863.15,10520.66,79.7,52.35,152.2,정상
경북,영양군,28,5779.4,1575.6,10882.37,76.23,81.84,93.1,정상
경북,영덕군,27,14674,2995.6,21476,90.36,76.22,118.6,정상
경북,청도군,21,7346,2075.1,18109.53,68.89,74.5,92.5,정상
경북,고령군,37,5755,950.98,8402.89,76.7,61.9,123.9,정상
경북,성주군,7,19487,4058.9,36430.3,72.34,70.03,103.3,정상
경북,칠곡군,33,10637,1402.9,10539.56,83.48,88.1,94.8,정상
경북,예천군,46,7144.4,1188.4,9666.31,90.92,77.5,117.3,정상
경북,봉화군,5,6166,817.6,11926.41,81.49,55.1,147.9,정상
경북,울진군,6,10167,501.9,5011.7,82.32,70.28,117.1,정상
경북,울릉군,0,0,0,0,0,0,100,정상
경남,창원시,15,13191,2740.7,15876.68,72.66,74.57,97.4,정상
경남,진주시,38,6386.3,1899.8,17866.69,69.7,74.34,93.8,정상
경남,통영시,3,752,162,737.2,73.61,90.72,81.1,정상
경남,사천시,68,11956,2186.9,17158.86,86.07,83.22,103.4,정상
경남,김해시,6,802,241.8,2290.73,94.83,59.31,159.9,정상
경남,밀양시,39,13223,3000.6,16249.33,79.05,83.12,95.1,정상
경남,거제시,7,3665,583,2353.11,78.15,85.1,91.8,정상
경남,양산시,3,1553,340.55,970.13,85.64,87.06,98.4,정상
경남,의령군,39,8120.3,1749.8,15242.95,70.43,80.21,87.8,정상
경남,함안군,16,5474.3,1319.4,6083.39,92.39,67.76,136.3,정상
경남,창녕군,47,15644.5,2139.6,12318.42,60.02,76.73,78.2,관심
경남,고성군,37,10984,3210.3,23104.47,84.51,84.7,99.8,정상
경남,남해군,48,5461.6,1508.59,9855.07,86.51,87.78,98.6,정상
경남,하동군,23,12079.1,4543.05,41533.07,65.44,74.38,88,정상
경남,산청군,35,16124.1,1662.2,17954.21,71.69,83.69,85.7,정상
경남,함양군,13,9760,1886.4,13511.56,90.64,65.5,138.4,정상
경남,거창군,43,11986,3194.5,21403.54,81.86,73.77,111,정상
경남,합천군,83,10577,2272.4,17914.32,76.01,78.13,97.3,정상
제주,제주시,8,4381,2084.1,2455,58.78,50.56,116.3,정상
제주,서귀포시,1,9937,543,1050,91.4,66.55,137.3,정상
