"시도","시군","시설개수","유역면적(ha)","수혜면적(ha)","유효저수량(ha)","저수율","평년","대비","단계"
"강원","춘천시","7","5403","838","7152","86.4","76","113.7","정상"
"강원","원주시","16","18704","1565","10219","99.1","83","119.4","정상"
"강원","강릉시","11","26163","2431","25255","82.8","90.9","91.1","정상"
"강원","동해시","0","0","0","0","0","0","100","정상"
"강원","태백시","0","0","0","0","0","0","100","정상"
"강원","속초시","1","135","0","7","100","90.5","110.5","정상"
"강원","삼척시","3","2615","179","1331","100","98.1","101.9","정상"
"강원","홍천군","15","8917","1185","9187","99.7","81.1","122.9","정상"
"강원","횡성군","6","2982","488","3452","99.7","91.4","109.1","정상"
"강원","영월군","0","0","0","0","0","0","100","정상"
"강원","평창군","2","2610","273","1138","100","92.7","107.9","정상"
"강원","정선군","0","0","0","0","0","0","100","정상"
"강원","철원군","8","15347","4115","33386","89.1","86","103.6","정상"
"강원","화천군","0","0","0","0","0","0","100","정상"
"강원","양구군","2","1600","294","2160","99.2","96","103.3","정상"
"강원","인제군","0","0","0","0","0","0","100","정상"
"강원","고성군","5","6695","1590","10045","90.6","88.7","102.1","정상"
"강원","양양군","2","2358","453","2941","100","89.4","111.9","정상"
"충북","청주시","16","7979","2278","12790","98","83.9","116.8","정상"
"충북","충주시","20","10988","2991","18371","99.7","81.1","122.9","정상"
"충북","제천시","16","7544","914","5259","99.9","95.8","104.3","정상"
"충북","보은군","17","11802","3213","19720","95.8","63.7","150.4","정상"
"충북","옥천군","27","8975","1831","12089","88.7","86.8","102.2","정상"
"충북","영동군","18","8054","1149","6801","99.3","79.6","124.7","정상"
"충북","증평군","6","1368","477","1716","91.3","53.6","170.3","정상"
"충북","진천군","12","29532","7014","48943","93.7","82.4","113.7","정상"
"충북","괴산군","19","7401","2192","13133","97.3","83","117.2","정상"
"충북","음성군","30","11573","4087","29816","95.5","84.9","112.5","정상"
"충북","단양군","1","220","54","209","100","95.3","104.9","정상"
"충남","천안시","20","8281","2323","10050","98.1","84.7","115.8","정상"
"충남","공주시","12","7962","2272","14751","96.4","71.8","134.3","정상"
"충남","보령시","30","13115","4376","30029","99","86.9","113.9","정상"
"충남","아산시","18","15448","4906","25788","99.6","91.4","109","정상"
"충남","서산시","16","12460","4801","28670","95.1","86.6","109.8","정상"
"충남","논산시","26","24564","6408","34841","97","87","111.5","정상"
"충남","계룡시","0","0","0","0","0","0","100","정상"
"충남","당진시","10","6222","1088","5582","94.3","87.6","107.6","정상"
"충남","금산군","9","3443","685","4330","93.5","76.1","122.9","정상"
"충남","부여군","10","7876","3260","17157","98.5","78.6","125.3","정상"
"충남","서천군","7","9262","5336","24120","95.9","85.2","112.6","정상"
"충남","청양군","27","8140","3357","21932","99","73.4","134.9","정상"
"충남","홍성군","9","7372","1802","10429","94.9","85.4","111.1","정상"
"충남","예산군","13","42846","8655","58722","98.7","91.5","107.9","정상"
"충남","태안군","18","4773","1696","8995","97","90.9","106.7","정상"
"전북","전주시","6","12716","822","3860","97.7","88.5","110.4","정상"
"전북","군산시","25","2118","4682","24288","62.2","77.4","80.4","정상"
"전북","익산시","27","4491","1807","6802","99","87","113.8","정상"
"전북","정읍시","28","8901","2924","24851","87.7","74.2","118.2","정상"
"전북","남원시","76","8406","2248","13254","75.9","74.3","102.2","정상"
"전북","김제시","22","6177","2067","21027","90.5","73.2","123.6","정상"
"전북","완주군","39","42692","21979","111053","85.9","60.9","141.1","정상"
"전북","진안군","24","6951","1109","6966","86.1","53.6","160.6","정상"
"전북","무주군","9","8140","1125","5711","90.1","63.4","142.1","정상"
"전북","장수군","34","20061","5788","59905","78.2","68.6","114","정상"
"전북","임실군","34","84870","33338","271569","100","85.5","117","정상"
"전북","순창군","35","16876","2608","14204","81.8","80","102.3","정상"
"전북","고창군","37","20590","9034","41968","92.2","85.1","108.3","정상"
"전북","부안군","22","5128","1576","29674","68.5","77","89","정상"
"전남","목포시","0","0","0","0","0","0","100","정상"
"전남","여수시","18","4248","1240","6087","98.9","82","120.6","정상"
"전남","순천시","20","5611","1587","7328","93.8","85.8","109.3","정상"
"전남","나주시","162","25747","9590","104301","60.4","59.5","101.5","정상"
"전남","광양시","10","6249","1383","6357","99.6","93.3","106.8","정상"
"전남","담양군","47","17382","10353","85963","63.8","66","96.7","정상"
"전남","곡성군","47","9882","2828","12640","96.4","69.2","139.3","정상"
"전남","구례군","49","29203","2682","13637","98.3","82.8","118.7","정상"
"전남","고흥군","46","15068","4096","23392","85.6","80.4","106.5","정상"
"전남","보성군","27","8408","3240","24066","94.2","85.5","110.2","정상"
"전남","화순군","41","15859","4101","23044","95.4","69.3","137.7","정상"
"전남","장흥군","34","10818","3492","21313","95.3","74.5","127.9","정상"
"전남","강진군","29","12090","4213","31985","98.6","71.3","138.3","정상"
"전남","해남군","79","16208","5977","33427","94","71.8","130.9","정상"
"전남","영암군","139","14977","2515","20405","92.3","70.9","130.2","정상"
"전남","무안군","50","5841","803","8208","87.6","75.1","116.6","정상"
"전남","함평군","36","11245","1891","13814","94.4","72.2","130.7","정상"
"전남","영광군","41","11390","5310","25754","95.7","70.9","135","정상"
"전남","장성군","50","25066","12563","103975","79.6","65.6","121.3","정상"
"전남","완도군","9","2295","518","3280","92.7","77.8","119.2","정상"
"전남","진도군","34","7639","2323","13743","93.1","77.2","120.6","정상"
"전남","신안군","29","3741","1057","6960","84.8","76.5","110.8","정상"
"경북","포항시","57","37604","5757","39690","85.1","78.7","108.1","정상"
"경북","경주시","78","46266","7635","69337","87.5","70.5","124.1","정상"
"경북","김천시","8","4996","1064","6708","97","88.1","110.1","정상"
"경북","안동시","17","4787","952","6267","99.6","67.6","147.3","정상"
"경북","구미시","23","9429","2000","14519","94.8","78.7","120.5","정상"
"경북","영주시","7","9530","2195","12756","98.5","81.9","120.3","정상"
"경북","영천시","92","17731","2010","18791","92.8","75.5","122.9","정상"
"경북","상주시","26","25974","4189","24998","98.1","78.9","124.3","정상"
"경북","문경시","15","17018","4893","35581","93.3","90.4","103.2","정상"
"경북","경산시","25","18144","1614","16340","84","75.1","111.9","정상"
"경북","군위군","19","3983","636","3611","92","85.2","108","정상"
"경북","의성군","52","13290","2972","16653","87.2","57.8","150.9","정상"
"경북","청송군","38","15686","1113","8772","95.1","61.4","154.9","정상"
"경북","영양군","25","4730","959","7778","95.7","89.5","106.9","정상"
"경북","영덕군","27","13624","2806","20123","95.9","74","129.6","정상"
"경북","청도군","19","5905","1339","8913","90.8","81.5","111.4","정상"
"경북","고령군","37","5755","951","5376","95.5","57.4","166.4","정상"
"경북","성주군","7","19487","4059","34072","77.8","69","112.8","정상"
"경북","칠곡군","34","10661","1451","10543","82.5","85.7","96.3","정상"
"경북","예천군","43","6817","1188","7101","97.1","74","131.2","정상"
"경북","봉화군","5","6130","850","6764","86.8","45.7","189.9","정상"
"경북","울진군","6","10167","502","3571","81.8","69.1","118.4","정상"
"경북","울릉군","0","0","0","0","0","0","100","정상"
"경남","창원시","15","13191","2766","15877","81.6","69","118.3","정상"
"경남","진주시","38","6386","1900","17867","89.3","68.2","130.9","정상"
"경남","통영시","3","752","162","737","92","86.5","106.4","정상"
"경남","사천시","71","12436","2452","20403","82","85.4","96","정상"
"경남","김해시","6","802","242","1293","100","52.7","189.8","정상"
"경남","밀양시","38","12853","2763","14527","95.2","76.8","124","정상"
"경남","거제시","7","3665","583","2207","97.1","92.6","104.9","정상"
"경남","양산시","3","1553","341","970","84.1","92","91.4","정상"
"경남","의령군","39","8120","1750","14783","94.2","72.6","129.8","정상"
"경남","함안군","16","5474","1319","6083","98.7","67.7","145.8","정상"
"경남","창녕군","47","15645","2140","12318","71","75","94.7","정상"
"경남","고성군","36","10576","2945","19384","89.4","81.4","109.8","정상"
"경남","남해군","48","5462","1509","9855","97.3","81.8","118.9","정상"
"경남","하동군","22","11979","3412","41176","82.1","72.5","113.2","정상"
"경남","산청군","35","16124","1662","17952","97.3","87.3","111.5","정상"
"경남","함양군","13","9760","1886","8363","99.3","64.3","154.4","정상"
"경남","거창군","43","11986","3195","17508","93.7","70.5","132.9","정상"
"경남","합천군","81","9483","1922","14379","88.9","72.8","122.1","정상"
"제주","제주시","6","107379","600","1606","61.3","48.9","125.4","정상"
"제주","서귀포시","1","9939","400","1050","80","60","133.3","정상"
