시도,시군,시설개수,유역면적(ha),수혜면적(ha),유효저수량(ha),저수율,평년,대비,단계
강원,강릉시,11,26163,2431,25255.4,77.7,77.7,100,정상
강원,동해시,0,0,0,0,0,0,100,정상
강원,태백시,0,0,0,0,0,0,100,정상
강원,속초시,1,134,0,6.5,77.2,23.7,325.7,정상
강원,삼척시,3,2615,178,1330.7,100,93.3,107.2,정상
강원,홍천군,15,8917,1184,10877.8,89.7,72.7,123.4,정상
강원,횡성군,6,2982,488,3452,90.2,80.8,111.6,정상
강원,영월군,0,0,0,0,0,0,100,정상
강원,평창군,2,2610,272,1138,91.5,91.1,100.4,정상
강원,정선군,0,0,0,0,0,0,100,정상
강원,철원군,8,15347,4115,33390,87.8,79.9,109.9,정상
강원,화천군,0,0,0,0,0,0,100,정상
강원,양구군,2,1600,294,2160,77.2,83.5,92.5,정상
강원,인제군,0,0,0,0,0,0,100,정상
강원,고성군,5,6695,1590,11227.6,82.1,76.5,107.3,정상
강원,양양군,2,2358,452,2941,77.3,88.9,87,정상
충북,청주시,16,7979,2278,14126.4,86.4,71.8,120.3,정상
충북,충주시,20,10987,2991,22001,91.4,68.7,133,정상
충북,제천시,16,7544,914,5258.7,88.7,86.6,102.4,정상
충북,보은군,17,11802,3212,26867.4,81.3,54.5,149.2,정상
충북,옥천군,27,8975,1831,13152.3,90.7,75.5,120.1,정상
충북,영동군,19,8279,1297,8978,85.4,69.5,122.9,정상
충북,증평군,6,1368,476,3116.4,87.8,46.2,190,정상
충북,진천군,12,29532,7017,54057.8,84.9,68.5,123.9,정상
충북,괴산군,20,7509,2420,14918.8,83.9,75.1,111.7,정상
충북,음성군,30,11563,4087,31453.4,83.8,76.4,109.7,정상
충북,단양군,1,220,54,209,85.3,89.3,95.5,정상
충남,천안시,20,8281,2323,11580.2,73.3,74.5,98.4,정상
충남,공주시,12,7962,2272,19350,85.4,61.2,139.5,정상
충남,보령시,30,13115,4375,30028.8,86.4,68,127.1,정상
충남,아산시,18,15448,4906,25788.2,89.9,77,116.8,정상
충남,서산시,16,12460,4801,28669.7,83.5,73,114.4,정상
충남,논산시,26,24564,6407,38123.1,75.2,62,121.3,정상
충남,계룡시,0,0,0,0,0,0,100,정상
충남,당진시,10,6222,1088,5581.7,71.3,77.9,91.5,정상
충남,금산군,9,3442,685,5557.2,74.2,64.9,114.3,정상
충남,부여군,10,7876,3260,20966.4,87.8,64.2,136.8,정상
충남,서천군,7,9262,5336,25397.5,73.6,65.7,112,정상
충남,청양군,27,8139,3331,23409.2,85.7,69.2,123.8,정상
충남,홍성군,9,7372,1802,10429.2,83.7,67.5,124,정상
충남,예산군,13,42751,8659,59873.7,76.2,62.5,121.9,정상
충남,태안군,18,4773,1695,8995.2,86.5,79.8,108.4,정상
전북,전주시,6,12716,822,3860.4,67.4,61.9,108.9,정상
전북,군산시,25,2117,4682,24287.8,70.5,67.2,104.9,정상
전북,익산시,27,4490,1806,6802.4,78.6,68.5,114.7,정상
전북,정읍시,28,8901,2924,27425.7,62.9,56.9,110.5,정상
전북,남원시,76,8406,2195,15840.7,72,64.6,111.5,정상
전북,김제시,22,6177,2051,21026.9,67.7,62.6,108.1,정상
전북,완주군,39,42692,22191,113514.8,73.3,57.4,127.7,정상
전북,진안군,24,6951,1109,13561.5,75.3,46.2,163,정상
전북,무주군,9,8140,1125,9146,66.8,57.8,115.6,정상
전북,장수군,34,20060,6552,66896.8,70.4,61,115.4,정상
전북,임실군,34,84870,32722,271569,64.9,75.6,85.8,정상
전북,순창군,35,16875,2608,14204.4,77.6,66.8,116.2,정상
전북,고창군,37,20589,9034,42751.6,68.3,61.8,110.5,정상
전북,부안군,21,5093,5254,29661.6,63.1,66.5,94.9,정상
전남,목포시,0,0,0,0,0,0,100,정상
전남,여수시,18,4248,1239,6086.6,75,74.6,100.5,정상
전남,순천시,20,5610,1586,7328.5,83.7,69.3,120.8,정상
전남,나주시,162,25746,9589,123923.3,76.8,52.9,145.2,정상
전남,광양시,10,6248,1382,6357.3,78.9,76.4,103.3,정상
전남,담양군,47,17382,10353,98416.6,69.3,58.2,119.1,정상
전남,곡성군,47,9881,2964,15309.3,82,56,146.4,정상
전남,구례군,49,29202,2802,15563.1,80.9,64.5,125.4,정상
전남,고흥군,46,15068,4095,23392.4,82,66.7,122.9,정상
전남,보성군,27,8408,3240,24066,78.4,73.5,106.7,정상
전남,화순군,41,15844,4101,28526.3,74.9,57.6,130,정상
전남,장흥군,34,10815,3492,22932.4,71.3,59.6,119.6,정상
전남,강진군,29,12089,4212,31885,83.8,58.4,143.5,정상
전남,해남군,79,16208,5977,36264,77.7,59.8,129.9,정상
전남,영암군,139,14977,2171,23078.8,77.4,58.3,132.8,정상
전남,무안군,50,5841,802,8207.6,77.6,67,115.8,정상
전남,함평군,36,11245,1888,16095.2,77.5,52.7,147.1,정상
전남,영광군,41,11390,5309,26775.4,72,56.9,126.5,정상
전남,장성군,50,25066,12563,123717.5,69.1,55.4,124.7,정상
전남,완도군,9,2294,517,3280.2,81.6,63.6,128.3,정상
전남,진도군,34,7638,2322,13742.5,83.9,65.4,128.3,정상
전남,신안군,29,3741,1057,6959.9,77.8,71.8,108.4,정상
경북,포항시,58,37974,5776,41761.1,71.1,70.6,100.7,정상
경북,경주시,76,44070,7786,69276.5,90.2,64.8,139.2,정상
경북,김천시,8,4996,1064,6707.6,73.1,82.8,88.3,정상
경북,안동시,17,4787,951,7827.4,81.7,63,129.7,정상
경북,구미시,23,9429,2000,15534,77,74.5,103.4,정상
경북,영주시,7,9530,2194,14752.5,77.7,72.2,107.6,정상
경북,영천시,92,17731,2009,20449.8,81.3,73.7,110.3,정상
경북,상주시,26,25974,4188,29012.1,78.9,66,119.5,정상
경북,문경시,15,17018,4893,35401.7,79.6,74.5,106.8,정상
경북,경산시,25,18144,1614,17394.6,68.7,69,99.6,정상
경북,군위군,19,3975,626,3610.8,77.5,77.4,100.1,정상
경북,의성군,52,13290,2971,25837.7,80.6,53,152.1,정상
경북,청송군,37,11866,863,10520.7,72.1,48.8,147.7,정상
경북,영양군,25,4729,958,7777.5,76.3,88.7,86,정상
경북,영덕군,27,13624,2805,20122.7,78.5,66.2,118.6,정상
경북,청도군,19,5905,1339,8912.8,82.6,74.3,111.2,정상
경북,고령군,37,5755,951,8402.9,76.5,56.1,136.4,정상
경북,성주군,7,19487,4058,36517.8,68.5,64.5,106.2,정상
경북,칠곡군,33,10637,1451,10539.6,89.9,79,113.8,정상
경북,예천군,45,6854,1188,9244.3,83.2,67.9,122.5,정상
경북,봉화군,5,6166,817,11926.4,69.8,47.3,147.6,정상
경북,울진군,6,10167,501,5011.7,68.6,66.4,103.3,정상
경북,울릉군,0,0,0,0,0,0,100,정상
경남,창원시,15,13191,2740,15876.7,59.2,63.9,92.6,정상
경남,진주시,38,6386,1899,17866.7,77.6,64.5,120.3,정상
경남,통영시,3,752,162,737.2,69.3,76.3,90.8,정상
경남,사천시,69,12384,2451,20324.3,81,81.7,99.1,정상
경남,김해시,6,802,241,2290.7,83.7,48.8,171.5,정상
경남,밀양시,39,13224,3000,16249.3,79.5,68.8,115.6,정상
경남,거제시,7,3665,583,2206.7,80.4,80.3,100.1,정상
경남,양산시,3,1553,340,970.1,93.6,84.4,110.9,정상
경남,의령군,39,8120,1749,15110.5,89,74.6,119.3,정상
경남,함안군,16,5474,1319,6083.4,87.5,65.7,133.2,정상
경남,창녕군,47,15644,2139,12318.4,75.2,70.1,107.3,정상
경남,고성군,36,10576,2945,19384.5,83.9,70.2,119.5,정상
경남,남해군,48,5461,1508,9855.1,80.1,70.8,113.1,정상
경남,하동군,22,11979,4481,41176.4,69.1,61.4,112.5,정상
경남,산청군,35,16124,1662,17952,88.3,86,102.7,정상
경남,함양군,13,9760,1886,13511.6,84.4,50.9,165.8,정상
경남,거창군,43,11986,3194,21402,76.3,62.6,121.9,정상
경남,합천군,83,10577,2272,17914.3,87.5,71,123.2,정상
제주,제주시,6,107378,670,1627,73.3,57.3,127.9,정상
제주,서귀포시,1,9937,400,1050,72.5,96.9,74.8,정상
