"시도","시군","시설개수","유역면적(ha)","수혜면적(ha)","유효저수량(ha)","저수율","평년","대비","단계"
"전남","담양군","47","17357","10353","98416.60","39","51.3","76","관심"
"전남","곡성군","47","9881","2828","15349.20","67","51.9","129.1","관심"
"전남","구례군","49","29202","2682","15486.40","71.1","64.7","109.9","관심"
"전남","고흥군","46","15068","4095","23392.40","82.2","65.4","125.7","관심"
"전남","보성군","25","8146","3063","23264.10","81.7","67.3","121.4","관심"
"전남","화순군","41","15859","4101","28526.30","78.5","50.7","154.8","관심"
"전남","장흥군","34","10818","3492","22932.40","74.6","59.6","125.2","관심"
"전남","강진군","27","11752","4015","30609","82.6","54","153","관심"
"전남","해남군","79","16208","5977","36264","79.8","59","135.3","관심"
"전남","영암군","139","14977","2171","23078.80","81.7","56.8","143.8","관심"
"전남","무안군","50","5841","802","8207.60","79.5","54.6","145.6","관심"
"전남","함평군","36","11245","1891","16095.20","73.1","53","137.9","관심"
"전남","영광군","41","11390","5309","26775.40","64.2","48.1","133.5","관심"
"전남","장성군","50","25066","12563","123717.50","58.4","49.6","117.7","관심"
"전남","완도군","9","2294","517","3280.20","86.9","67","129.7","관심"
"전남","진도군","34","7638","2322","13582","67","60","111.7","관심"
"전남","신안군","29","3741","1057","6959.90","74.1","59.6","124.3","관심"
"경북","포항시","55","36715","4581","37283","66","57","115.8","관심"
"경북","경주시","78","46265","7635","69336.60","50.5","54.8","92.2","관심"
"경북","김천시","8","4996","1064","6707.60","75.6","70.7","106.9","관심"
"경북","안동시","17","4787","951","7827.40","75.5","52","145.2","관심"
"경북","구미시","23","9429","2000","15534","73.7","60","122.8","관심"
"경북","영주시","7","9530","2194","14770.50","78.4","67.9","115.5","관심"
"경북","영천시","93","17815","2009","20526.80","81.9","59.2","138.3","관심"
"경북","상주시","24","25307","3928","27630.70","66.8","52.7","126.8","관심"
"경북","문경시","14","15568","4240","33721.70","61.1","59.1","103.4","관심"
"경북","경산시","25","18144","1614","17394.60","71.7","61.8","116","관심"
"경북","군위군","18","3643","563","3147.10","78.9","57.3","137.7","관심"
"경북","의성군","52","13290","2971","25837.70","74.3","43","172.8","관심"
"경북","청송군","38","15686","1113","13620.70","84.6","53.2","159","관심"
"경북","영양군","25","4729","958","7777.50","83.6","68.4","122.2","관심"
"경북","영덕군","26","12392","2665","19385.70","67.2","52","129.2","관심"
"경북","청도군","19","5905","1339","8912.80","72.4","65.8","110","관심"
"경북","고령군","37","5755","950","8402.90","73","41.4","176.3","관심"
"경북","성주군","7","19487","4058","36517.80","52.3","51","102.5","관심"
"경북","칠곡군","34","10661","1451","10542.80","84","70.2","119.7","관심"
"경북","예천군","43","6817","1188","9012.40","78.4","54.5","143.9","관심"
"경북","봉화군","5","6130","850","11926.40","80.2","40.6","197.5","관심"
"경북","울진군","6","10167","501","5011.70","61.5","56","109.8","관심"
"경북","울릉군","0","0","0","0","0","0","100","관심"
"경남","창원시","15","13191","2766","22833.60","81.3","63.2","128.6","관심"
"경남","진주시","38","6386","1899","17866.70","77.6","55.4","140.1","관심"
"경남","통영시","3","752","162","737.2","98.4","75.1","131","관심"
"경남","사천시","70","12028","2186","16682.90","89","70.7","125.9","관심"
"경남","김해시","6","802","241","2290.70","59.9","45.5","131.6","관심"
"경남","밀양시","38","12853","2762","14545.90","61.7","62.1","99.4","관심"
"경남","거제시","7","3665","583","2206.70","100","74.3","134.6","관심"
"경남","양산시","3","1553","340","970.1","63.7","73.4","86.8","관심"
"경남","의령군","39","8120","1749","15110.50","68.8","62.3","110.4","관심"
"경남","함안군","16","5474","1319","6083.40","91.7","57.6","159.2","관심"
"경남","창녕군","47","15644","2139","12318.40","81","59","137.3","관심"
"경남","고성군","36","10576","2945","19384.50","94.7","69.9","135.5","관심"
"경남","남해군","48","5461","1508","9855.10","91.7","66.5","137.9","관심"
"경남","하동군","22","11979","4202","41060.80","55","55.2","99.6","관심"
"경남","산청군","35","16124","1662","17952","85","63.6","133.6","관심"
"경남","함양군","13","9760","2016","13432.70","85.2","48.7","174.9","관심"
"경남","거창군","43","11986","3244","21510.50","65.5","53.4","122.7","관심"
"경남","합천군","81","9483","1922","16275.60","59.2","55.5","106.7","관심"
"제주","제주시","3","2403","0","985","89.6","53.5","167.5","관심"
"제주","서귀포시","1","9939","400","1050","60","60","100","관심"
