저수지 이름,저수율,측정날짜,저수지 위치,저수지 코드,저수지 수위
탑정,70.2,20260911,충청남도 논산시,4423010045,28.17
예당(대흥),57.1,20260911,충청남도 예산군,4481010021,20.45
청천,55.9,20260911,충청남도 보령시,4418010052,36.44
삽교호,97.5,20260911,충청남도 당진시,4483090002,2.42
대호호,73.6,20260911,충청남도 서산시,4421090006,-0.93
간월호,120.3,20260911,충청남도 서산시,4421090007,-1.33
