date,sigungu,avg_reservoir_rate,min_reservoir_rate,max_reservoir_rate,reservoir_count,low_reservoir_count_40,low_reservoir_count_30,total_effective_capacity,reservoir_risk_score,risk_level_by_reservoir
2021-01-19,천안시,87.075,34.0,100.0,20,1,0,11580.0,12.924999999999997,낮음
2021-01-19,청양군,97.65185185185184,82.5,100.0,27,0,0,23414.0,2.348148148148155,낮음
2021-01-19,태안군,91.12222222222222,73.8,100.0,18,0,0,8997.0,8.87777777777778,낮음
2021-01-19,홍성군,96.88888888888889,87.7,100.0,9,0,0,10429.0,3.1111111111111143,낮음
2021-01-20,공주시,94.18333333333334,65.3,100.0,12,0,0,19351.0,5.816666666666663,낮음
2021-01-20,금산군,67.42222222222222,0.0,100.0,9,2,2,5557.0,32.57777777777778,낮음
2021-01-20,논산시,92.73846153846154,83.6,100.0,26,0,0,38123.0,7.261538461538464,낮음
2021-01-20,당진시,76.03,18.2,100.0,10,1,1,5582.0,23.97,낮음
2021-01-20,보령시,91.71333333333334,38.0,100.0,30,1,0,30030.0,8.286666666666662,낮음
2021-01-20,부여군,94.6,81.4,100.0,10,0,0,20966.0,5.400000000000006,낮음
2021-01-20,서산시,92.0625,72.4,100.0,16,0,0,28672.0,7.9375,낮음
2021-01-20,서천군,95.18571428571428,67.1,100.0,7,0,0,25398.0,4.814285714285717,낮음
2021-01-20,아산시,98.67222222222222,90.1,100.0,18,0,0,25790.0,1.3277777777777828,낮음
