sigungu,facility_priority_rank,facility_priority_level,facility_name,address,benefit_area,effective_capacity,total_capacity,basin_area,full_water_area,reservoir_latest_date,sigungu_avg_reservoir_rate,sigungu_min_reservoir_rate,sigungu_reservoir_risk_score,sigungu_final_water_risk_score,sigungu_final_water_risk_level,benefit_area_rank_score,effective_capacity_rank_score,total_capacity_rank_score,facility_scale_score,inspection_priority_score,facility_priority_reason,reservoir_status_note,source_file
논산시,11,하,월명,충청남도 논산시 노성면 송당리,25.0,37.0,42.0,67.0,2.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,61.53846153846154,61.53846153846154,61.53846153846154,61.53846153846153,39.05907692307692,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
논산시,12,하,소곡,충청남도 논산시 노성면 송당리,18.4,26.9,34.5,120.0,2.7,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,57.692307692307686,57.692307692307686,57.692307692307686,57.692307692307686,36.751384615384616,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,한국농어촌공사_농업기반시설 시설제원_저수지_20250925.csv
논산시,13,하,지경,충청남도 논산시 상월면 지경리,11.0,15.0,17.2,50.0,2.5,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,46.15384615384615,48.07692307692308,46.15384615384615,46.82692307692308,30.23215384615385,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,한국농어촌공사_농업기반시설 시설제원_저수지_20250925.csv
논산시,14,하,석종,충청남도 논산시 상월면 석종리,9.0,18.17,19.4,39.0,1.3,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,36.53846153846153,53.84615384615385,53.84615384615385,46.05769230769231,29.770615384615386,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,한국농어촌공사_농업기반시설 시설제원_저수지_20250925.csv
논산시,15,하,평촌,충청남도 논산시 부적면 반송리,10.0,15.0,19.0,15.0,2.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,42.30769230769231,48.07692307692308,50.0,45.86538461538461,29.65523076923077,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
논산시,16,하,서당,충청남도 논산시 양촌면 반곡리,12.0,13.0,17.0,19.0,1.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,50.0,42.30769230769231,42.30769230769231,45.76923076923077,29.597538461538463,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
논산시,17,하,유와골,충청남도 논산시 은진면 용산리,14.1,7.78,8.27,35.0,0.7,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,53.84615384615385,23.076923076923077,23.076923076923077,36.92307692307692,24.289846153846153,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,한국농어촌공사_농업기반시설 시설제원_저수지_20250925.csv
논산시,18,하,국동,충청남도 논산시 가야곡면 함적리,9.0,10.0,12.0,43.0,1.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,36.53846153846153,30.76923076923077,38.46153846153847,34.90384615384615,23.078307692307693,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
논산시,19,하,양지,충청남도 논산시 연무읍 양지리,8.0,10.0,10.0,50.0,0.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,30.76923076923077,30.76923076923077,28.846153846153843,30.384615384615383,20.366769230769233,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
논산시,20,하,수정골,충청남도 논산시 상월면 숙진리,5.0,10.3,10.6,80.0,3.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,19.230769230769234,38.46153846153847,34.61538461538461,29.038461538461544,19.55907692307693,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,한국농어촌공사_농업기반시설 시설제원_저수지_20250925.csv
논산시,21,하,안심,충청남도 논산시 연무읍 안심리,5.0,10.0,10.0,40.0,2.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,19.230769230769234,30.76923076923077,28.846153846153843,25.192307692307693,17.251384615384616,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
논산시,22,하,도정골,충청남도 논산시 상월면 숙진리,5.0,2.0,2.23,15.0,0.78,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,19.230769230769234,9.615384615384617,11.538461538461538,14.326923076923078,10.732153846153848,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,한국농어촌공사_농업기반시설 시설제원_저수지_20250925.csv
논산시,23,하,한천,충청남도 논산시 상월면 한천리,7.0,1.39,1.39,50.0,0.5,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,26.923076923076923,3.8461538461538463,3.8461538461538463,14.230769230769232,10.67446153846154,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,한국농어촌공사_농업기반시설 시설제원_저수지_20250925.csv
논산시,24,하,띠울,충청남도 논산시 상월면 대명리,4.0,6.0,6.0,40.0,1.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,9.615384615384617,15.384615384615385,15.384615384615385,12.788461538461538,9.809076923076924,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
논산시,25,하,신풍,충청남도 논산시 부적면 신풍리,3.0,7.0,7.0,43.0,1.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,1.9230769230769231,19.230769230769234,19.230769230769234,11.442307692307693,9.001384615384618,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
논산시,26,하,성덕,충청남도 논산시 은진면 성덕리,4.0,2.0,2.0,15.0,0.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,9.615384615384617,9.615384615384617,7.6923076923076925,9.230769230769232,7.674461538461541,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
논산시,27,하,양동,충청남도 논산시 연산면 신양리,3.0,1.0,1.0,3.0,0.0,2025-12-31,94.66,48.0,5.340000000000003,30.908296511411507,낮음,1.9230769230769231,0.0,0.0,0.8653846153846154,2.6552307692307706,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
당진시,1,상,순성,충청남도 당진시 면천면 원동리,257.0,1357.0,1428.0,850.0,40.0,2025-12-31,68.91666666666667,0.1,31.08333333333333,41.018313990061024,주의,88.88888888888889,100.0,100.0,95.0,69.43333333333334,수혜면적 상위 시설 / 유효저수량 상위 시설 / 총저수량 상위 시설 / 시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
당진시,2,상,오봉,충청남도 당진시 신평면 상오리,367.0,875.0,875.0,2020.0,46.0,2025-12-31,68.91666666666667,0.1,31.08333333333333,41.018313990061024,주의,100.0,66.66666666666666,66.66666666666666,81.66666666666666,61.43333333333332,수혜면적 상위 시설 / 시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
당진시,3,중,초대,충청남도 당진시 신평면 초대리,147.0,1026.0,1080.0,470.0,24.0,2025-12-31,68.91666666666667,0.1,31.08333333333333,41.018313990061024,주의,66.66666666666666,88.88888888888889,88.88888888888889,78.88888888888889,59.76666666666666,유효저수량 상위 시설 / 총저수량 상위 시설 / 시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
당진시,4,중,석문,충청남도 당진시 석문면 삼봉리,135.0,975.0,975.0,1750.0,59.0,2025-12-31,68.91666666666667,0.1,31.08333333333333,41.018313990061024,주의,55.55555555555556,77.77777777777779,77.77777777777779,67.77777777777779,53.1,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
당진시,5,중,송악,충청남도 당진시 송악읍 가교리,161.0,463.0,488.0,254.0,10.0,2025-12-31,68.91666666666667,0.1,31.08333333333333,41.018313990061024,주의,77.77777777777779,44.44444444444444,44.44444444444444,59.44444444444444,48.099999999999994,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
당진시,6,중,전대,충청남도 당진시 송악읍 전대리,105.0,587.0,619.0,234.0,16.0,2025-12-31,68.91666666666667,0.1,31.08333333333333,41.018313990061024,주의,44.44444444444444,55.55555555555556,55.55555555555556,50.55555555555556,42.766666666666666,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
당진시,7,하,백미,충청남도 당진시 합덕읍 대전리,28.0,94.0,215.0,220.0,8.0,2025-12-31,68.91666666666667,0.1,31.08333333333333,41.018313990061024,주의,11.11111111111111,33.33333333333333,33.33333333333333,23.33333333333333,26.43333333333333,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,농업기반시설_저수지_2021_v3.csv
당진시,8,하,항곡,충청남도 당진시 고대면 항곡리,30.0,82.0,94.2,104.0,4.1,2025-12-31,68.91666666666667,0.1,31.08333333333333,41.018313990061024,주의,27.77777777777778,11.11111111111111,22.22222222222222,20.833333333333336,24.933333333333334,시·군 저수율 위험도 반영,시설 규모 기반 우선순위,한국농어촌공사_농업기반시설 시설제원_저수지_20250925.csv
