#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123
# YYMMDD STN   WS    WR  WD   WS   WS  WD   WS   WS    TA    TA   TA    TA   TA    TD    TS    TG    HM    HM   HM    PV  EV_S  EV_L    FG     PA     PS     PS   PS     PS   PS   CA   SS   SS   SS    SI    SI   SI     RN     RN    RN     RN   RN     RN   RN     RN   RN     SD   SD     SD   SD    TE    TE    TE    TE    TE
#    KST  ID  AVG   DAY MAX  MAX  MAX INS  INS  INS   AVG   MAX  MAX   MIN  MIN   AVG   AVG   MIN   AVG   MIN  MIN   AVG               DUR    AVG    AVG    MAX  MAX    MIN  MIN  TOT  DAY  DUR  CMB   DAY   60M  60M    DAY    D99   DUR    60M  60M    10M  10M    POW  POW    NEW  NEW    MAX  MAX     5    10    15    30    50
#             m/s     m  16  m/s   TM  16  m/s   TM     C     C   TM     C   TM     C     C     C     %     %   TM   hPa    mm    mm    hr    hPa    hPa    hPa   TM    hPa   TM    %   hr   hr   hr         MAX   TM     mm     mm    hr     mm   TM     mm   TM     mm   TM     cm   TM     cm   TM     C     C     C     C     C
20260710  90  1.6  1342  14  3.7 1514  36  5.8  627  25.5  27.7 1159  22.7  718  21.6  27.4  22.8  79.8  68.0 1239  25.9   4.5   3.1 -9.00 1007.7 1009.7 1011.1 1329 1007.5  244  8.6  2.7 14.7 -9.0 15.83  3.54 1100    1.7   -9.0 -9.00    1.4  604    1.0  603   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710  93  0.5   438  18  2.0 1511  20  3.2 1504  24.3  27.0 1734  21.8  128  23.7  25.5  21.8  96.4  88.0 1735  29.3   2.0   1.4 -9.00 1000.3 1011.2 1012.8 2313 1009.6  154  9.1  0.2 14.6 -9.0  6.18  0.90 1600   27.4   11.7 15.08   12.6   50    5.8  115   -9.0   -9   -9.0   -9   -9.0   -9  25.2  24.2  22.0  17.5  14.8
20260710  95  1.4  1229  25  3.8  351  25  8.3  231  24.7  28.0 1332  21.1  548  23.8  25.3  21.3  95.1  78.0 1339  29.5   2.4   1.7 -9.00  993.3 1010.9 1012.7 2323 1008.6  338  9.3  0.7 14.7 -9.0  7.84  1.23 1300   51.9    3.2 -9.00   27.5  343    9.1  344   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710  98  1.5  1300  25  4.3 1238  23 10.4 1229  25.4  27.2 1216  21.3  453  22.4  26.2  21.2  83.9  71.0 1235  27.0   2.5   1.8 -9.00  997.3 1010.5 1012.3 2330 1008.4  121  9.0  0.1 14.6 -9.0  6.99  1.10 1200   17.9   -9.0 -9.00    8.1 -2355    4.1  442   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710  99  1.6  1357  25  3.8 1159  27  8.8 1143  25.3  28.1 1200  21.5  428  23.6  26.9  23.4  90.8  75.0 1214  29.1   2.6   1.8 -9.00 1007.4 1010.9 1012.9 2304 1008.8  111  9.0  0.0 14.6 -9.0  8.19  1.54 1100    2.2   -9.0 -9.00    0.5  406    0.3  427   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 100  3.7  3181  27  5.8 1204  27 11.3  327  22.5  25.8 1217  20.6    1  20.5  22.6  19.2  88.9  74.0 1218  24.0   3.1   2.1 -9.00  925.4 1010.3 1012.2 2321 1008.1  229  8.6  1.5 14.6 -9.0 10.60  1.92 1100    2.2   -9.0 -9.00    1.8 1319    0.7 1330   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 101  0.6   535  14  3.5 1254  14  5.1 1251  24.4  27.0 1724  22.0  131  23.1  26.4  22.1  92.8  85.0 1002  28.4   2.0   1.4 -9.00 1001.5 1010.2 1011.8 2307 1008.6  157  9.1  0.1 14.6 -9.0  6.36  0.87 1400   39.5   17.7 -9.00   18.1   45    7.9  109   -9.0   -9   -9.0   -9   -9.0   -9  25.4  22.9  20.7  16.8  15.1
20260710 102  6.0  5171  20  8.9  434  20 14.8  437  24.3  25.4 1158  21.9    7  22.6  24.6  22.0  90.8  86.0 1159  27.4   2.0   1.4  2.82 1003.5 1007.6 1010.0 2214 1005.1  416  7.0  0.0 14.7 -9.0  6.46  1.06 1200    0.3   -9.0  6.50    0.3  122    0.2  120   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 104  1.4  1213  18  3.2  601  14  6.1  732  26.8  31.9 1230  23.7  154  23.3  26.1  22.2  81.4  61.0 1235  28.6   3.8   2.6 -9.00 1000.5 1009.0 1010.3 2340 1007.0  237  8.8  3.2 14.6 -9.0 13.95  2.28  900    0.2    0.2  1.58    0.2   -9    0.2   -9   -9.0   -9   -9.0   -9   -9.0   -9  24.1  22.4  20.2  16.0  13.9
20260710 105  1.6  1388  25  3.8  844  27  8.3 1005  27.7  31.5 1115  23.5  316  21.9  27.1  22.9  71.8  54.0 1116  26.3   4.5   3.1 -9.00 1006.9 1010.0 1011.3 2146 1008.1  230  8.6  2.7 14.6 -9.0 12.69  1.98  900    0.0   -9.0 -9.00    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  25.2  23.1  21.6  17.3  15.4
20260710 106  1.3  1139  25  3.3 1214  25  5.7 1211  26.0  33.7 1227  22.4  317  22.7  26.5  21.3  83.1  50.0 1228  27.6   3.7   2.6 -9.00 1005.8 1010.4 1011.6 2127 1008.4  254  8.4  3.0 14.6 -9.0 13.34  2.62 1100    1.6   -9.0 -9.00    1.6 1308    1.6 1358   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 108  2.4  2036  20  5.2 1214  23  9.4 1225  26.0  27.7 1636  23.6    1  23.4  25.3  23.1  85.8  80.0 1209  28.7   2.4   1.7 -9.00 1001.1 1010.8 1012.4 2307 1009.0  127  9.3  0.0 14.6 -9.0  6.83  1.16 1100    4.1    4.1  4.50    2.1 1645    1.9 1649   -9.0   -9   -9.0   -9   -9.0   -9  25.4  23.5  22.3  17.4  14.4
20260710 112  3.1  2684  20  5.4  130  20 10.0  228  25.5  27.2 1527  24.2   30  24.5  26.2  22.8  94.1  89.0 1017  30.7   2.5   1.7 -9.00 1002.6 1010.4 1012.3 2235 1008.3  128  8.1  0.5 14.6 -9.0  8.83  1.49 1000    4.1    0.8  6.33    4.6 -2331    3.3    4   -9.0   -9   -9.0   -9   -9.0   -9  24.5  23.3  16.7  20.6  14.4
20260710 114  0.9   738  23  3.4 1128  23  6.6 1120  25.4  28.6 1731  22.5    1  23.3  26.9  22.3  88.8  73.0 1009  28.7   2.8   1.9 -9.00  994.1 1011.2 1012.8 2326 1009.5  208  8.5  0.5 14.6 -9.0  9.58  1.44 1400    8.7   -9.0 -9.00    6.3 1218    2.5 1225   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 115  6.8  5897  25  9.6  620  23 16.9  351  25.5  28.0 1358  23.7    3  22.7  26.8  22.3  85.0  79.0 1527  27.6   5.8   4.0 -9.00  986.4 1011.4 1012.3 2328 1009.6  336  7.4  5.5 14.6 -9.0 19.38  2.72 1300    0.0    0.0  0.17    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  22.3  19.5  18.2  13.8  13.4
20260710 119  1.6  1349  23  3.6 1137  23  7.2 1137  25.6  28.5 1532  23.1    1  22.8  27.1  22.6  85.1  74.0 1032  27.8   3.1   2.1 -9.00 1006.1 1010.7 1012.4 2258 1009.0  212  8.6  0.6 14.6 -9.0  9.64  1.47 1400    7.3    6.9  2.15    6.5 1100    2.7 1106   -9.0   -9   -9.0   -9   -9.0   -9  24.6  23.0  20.9  17.0  14.0
20260710 121  0.7   645  25  3.0 1242  27  5.6 1242  24.9  30.2 1132  21.2  631  23.0  26.4  21.2  90.3  67.0 1134  28.2   3.2   2.3 -9.00  984.6 1011.8 1013.6 2351 1010.6  248  7.1  1.1 14.6 -9.0 13.17  2.73 1100    2.7   -9.0 -9.00    2.4 2200    1.2 2244   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 127  0.7   631  20  5.1 2111  20 10.0 2107  25.6  29.9 1102  21.7  517  23.1  27.1  21.1  86.9  66.0 1104  28.3   3.4   2.4 -9.00  997.5 1010.6 1012.5 2111 1008.5  240  8.0  2.0 14.6 -9.0 13.76  2.37 1000   17.7   -9.0 -9.00   17.4 2104   15.4 2108   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 129  2.4  2049  20  5.4 1526  20 10.3 1516  25.8  28.9 1317  23.5  506  24.5  26.9  22.2  93.3  77.0 1705  30.8   3.6   2.6 -9.00 1007.9 1010.8 1012.4 2334 1008.9  203  8.1  2.0 14.5 -9.0 13.27  2.71 1300   19.5   11.7 -9.00   11.4  955    4.4 1024   -9.0   -9   -9.0   -9   -9.0   -9  24.7  23.1  21.1  16.7  15.1
20260710 130  2.1  1824  18  5.4 1506  16  7.6 1500  25.0  26.5  915  22.7 1941  22.3  26.8  21.1  85.8  76.0  900  27.0  -9.0  -9.0 -9.00 1005.2 1010.8 1011.9 2129 1009.3  341  9.0  2.5 14.6 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 131  0.9   820  23  2.9 1931  18  9.8 1928  27.6  32.5 1739  24.2  427  22.6  28.8  23.7  74.9  60.0 1632  27.4   4.4   3.1 -9.00 1003.9 1010.6 1012.2 2312 1008.9  216  7.6  2.9 14.5 -9.0 15.84  1.90 1100   10.5   10.5  1.50    9.4 1920    8.6 1930   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 133  1.2  1044  20  5.9 1828  20 10.1 1821  27.2  33.0 1601  22.9  325  23.5  28.4  22.6  81.9  59.0 1459  29.0   5.0   3.5 -9.00 1003.3 1011.0 1012.8 2322 1009.6  311  7.3  4.7 14.5 -9.0 18.32  2.68 1100    0.0    0.0  0.67    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  25.7  25.3  24.2  20.4  16.6
20260710 135  0.8   661  16  3.4 1820  18  5.9 1817  25.7  31.5 1705  21.2  352  22.7  30.5  22.6  84.9  62.0 1700  27.6   5.0   3.5 -9.00  983.3 1010.9 1012.8 2352 1009.2 1711  6.8  5.5 14.5 -9.0 19.84  2.79 1000    5.9   -9.0 -9.00    5.9 1857    3.1 1906   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 136  0.9   738  32  2.2 1205  23  4.5 1337  27.2  32.4 1508  21.7  428  22.7  29.0  21.2  78.1  57.0 1512  27.6   5.4   3.8 -9.00  996.0 1011.9 1013.1 2212 1010.4 1745  7.8  7.0 14.5 -9.0 21.30  2.92 1000    0.0   -9.0  0.50    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 137  0.4   305  25  3.2 2007  27  6.1 2001  26.8  32.8 1619  22.7  415  23.9  30.0  22.2  86.0  62.0 1624  29.7   4.9   3.4 -9.00  999.4 1010.4 1011.9 2255 1008.6 1813  7.5  4.9 14.5 -9.0 20.31  2.62 1100    3.3   -9.0 -9.00    3.3 1942    2.2 1959   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260710 138  2.3  2008  23  3.9 1017  27  6.7 1102  29.5  33.6 1355  25.3  603  21.7  31.9  23.1  63.8  47.0 1316  26.1   7.2   5.0 -9.00 1010.1 1010.5 1011.6 2250 1009.1 1654  4.9  7.6 14.5 -9.0 21.67  2.68 1000   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  24.1  21.1  19.7  17.1  16.1
