저수지 이름,저수율,측정날짜,저수지 위치,저수지 코드,저수지 수위
탑정,57.6,20260606,충청남도 논산시,4423010045,27.26
예당(대흥),57.6,20260606,충청남도 예산군,4481010021,20.48
청천,58.1,20260606,충청남도 보령시,4418010052,36.65
삽교호,72.5,20260606,충청남도 당진시,4483090002,1.6
대호호,67.7,20260606,충청남도 서산시,4421090006,-1.04
간월호,98.91,20260606,충청남도 서산시,4421090007,-1.72
