#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123
# YYMMDD STN   WS    WR  WD   WS   WS  WD   WS   WS    TA    TA   TA    TA   TA    TD    TS    TG    HM    HM   HM    PV  EV_S  EV_L    FG     PA     PS     PS   PS     PS   PS   CA   SS   SS   SS    SI    SI   SI     RN     RN    RN     RN   RN     RN   RN     RN   RN     SD   SD     SD   SD    TE    TE    TE    TE    TE
#    KST  ID  AVG   DAY MAX  MAX  MAX INS  INS  INS   AVG   MAX  MAX   MIN  MIN   AVG   AVG   MIN   AVG   MIN  MIN   AVG               DUR    AVG    AVG    MAX  MAX    MIN  MIN  TOT  DAY  DUR  CMB   DAY   60M  60M    DAY    D99   DUR    60M  60M    10M  10M    POW  POW    NEW  NEW    MAX  MAX     5    10    15    30    50
#             m/s     m  16  m/s   TM  16  m/s   TM     C     C   TM     C   TM     C     C     C     %     %   TM   hPa    mm    mm    hr    hPa    hPa    hPa   TM    hPa   TM    %   hr   hr   hr         MAX   TM     mm     mm    hr     mm   TM     mm   TM     mm   TM     cm   TM     cm   TM     C     C     C     C     C
20260802  90  2.2  1891  36  4.3 1346  25  8.6  250  30.0  34.1 1013  27.5 2225  23.7  36.5  25.9  70.6  48.0 1009  29.5   7.0   4.9 -9.00 1005.7 1007.7 1010.4 2349 1004.4  248  0.3 12.9 14.1 -9.0 27.78  3.41 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260802  93  0.8   652  23  2.7 1644  20  4.9 1636  29.2  35.2 1614  23.8  536  24.9  34.6  24.0  80.0  54.0 1558  31.5   6.8   4.8 -9.00  998.2 1008.9 1010.5  736 1007.0 1621  0.4 11.7 14.1 -9.0 25.44  3.18 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  29.2  27.1  24.7  21.2  18.6
20260802  95  1.1   927  25  2.4 1238  25  6.1 1234  29.1  34.0 1453  24.5  601  24.8  32.6  23.8  79.9  55.0 1402  31.4   6.7   4.7 -9.00  991.8 1009.2 1010.9 2359 1007.5 1613  1.0 11.1 14.1 -9.0 24.70  3.65 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260802  98  0.8   698  25  3.0 1632  25  5.6 1326  29.1  34.4 1442  25.7  506  23.2  36.9  24.0  71.8  51.0 1336  28.5   6.9   4.8 -9.00  995.9 1008.9 1010.2 2254 1007.4 1532  1.0  8.4 14.1 -9.0 23.73  3.10 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260802  99  0.9   748  29  2.4 1446  34  5.6 1337  28.3  33.3 1451  24.4 2345  24.7  32.8  24.6  82.4  57.0 1419  31.1   6.9   4.8 -9.00 1006.2 1009.6 1010.8 2238 1008.4 1616  0.0 11.0 14.1 -9.0 25.89  3.33 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260802 100  2.1  1841  27  4.4  341  29  7.5  920  25.6  32.4 1406  20.8 2348  21.4  29.7  19.8  79.0  51.0 1341  25.5   7.1   5.0 -9.00  924.5 1008.4 1011.3 2357 1005.4 1637  0.4 13.1 14.1 -9.0 27.32  3.51 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260802 101  1.2  1051  25  2.9 1615  20  4.8 1730  29.4  36.1 1540  23.8  459  23.8  35.9  22.3  74.6  47.0 1538  29.6   7.7   5.4 -9.00  999.3 1007.8 1009.4  729 1005.7 1623  1.1 10.4 14.1 -9.0 26.23  3.43 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  28.7  25.5  23.5  19.0  15.8
20260802 102  3.1  2680  20  5.2 1047  18  8.0 1209  27.3  31.0 1353  23.3  500  24.2  35.9  23.7  84.3  68.0 1408  30.2   6.9   4.8  2.50 1003.7 1007.7 1009.3 2246 1006.5  216  1.5 12.6 14.1 -9.0 27.12  3.28 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260802 104  1.5  1331  25  3.2   17  25  6.3   10  29.9  35.5 1041  26.4 2305  24.9  35.1  23.7  76.0  52.0 1026  31.5   7.3   5.1 -9.00  998.3 1006.7 1009.2 2347 1003.9   12  0.4 13.0 14.1 -9.0 27.72  3.42 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  28.7  24.9  22.4  17.5  14.4
20260802 105  2.3  1952  25  4.4    2  23  8.6  335  31.6  36.4 1202  28.3 2253  22.9  37.2  27.2  61.3  42.0 1150  28.0   7.8   5.4 -9.00 1004.6 1007.6 1010.0 2349 1004.9   15  0.1 12.1 14.1 -9.0 25.95  3.21 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  29.5  25.7  24.0  18.7  16.1
