#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123
# YYMMDD STN   WS    WR  WD   WS   WS  WD   WS   WS    TA    TA   TA    TA   TA    TD    TS    TG    HM    HM   HM    PV  EV_S  EV_L    FG     PA     PS     PS   PS     PS   PS   CA   SS   SS   SS    SI    SI   SI     RN     RN    RN     RN   RN     RN   RN     RN   RN     SD   SD     SD   SD    TE    TE    TE    TE    TE
#    KST  ID  AVG   DAY MAX  MAX  MAX INS  INS  INS   AVG   MAX  MAX   MIN  MIN   AVG   AVG   MIN   AVG   MIN  MIN   AVG               DUR    AVG    AVG    MAX  MAX    MIN  MIN  TOT  DAY  DUR  CMB   DAY   60M  60M    DAY    D99   DUR    60M  60M    10M  10M    POW  POW    NEW  NEW    MAX  MAX     5    10    15    30    50
#             m/s     m  16  m/s   TM  16  m/s   TM     C     C   TM     C   TM     C     C     C     %     %   TM   hPa    mm    mm    hr    hPa    hPa    hPa   TM    hPa   TM    %   hr   hr   hr         MAX   TM     mm     mm    hr     mm   TM     mm   TM     mm   TM     cm   TM     cm   TM     C     C     C     C     C
20260812 106  3.5  3037  36  5.8  633   2 12.2  627  22.9  23.8  247  21.8 1056  19.2  23.0  18.8  80.8  63.0  219  22.4   2.6   1.8 -9.00 1003.4 1008.0 1011.0    2 1006.4 1753  8.0  0.0 13.7 -9.0  7.68  1.40 1200    2.0   -9.0 -9.00    0.6 1714    0.4 1804   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 108  3.7  3165   7  6.5   28   7 10.6   21  26.5  32.0 1502  21.3  621  15.8  33.9  16.8  52.6  41.0 1310  18.0   9.8   6.9 -9.00  997.2 1006.8 1009.3   39 1004.4 1647  1.1 13.0 13.7 -9.0 28.50  3.52 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  28.9  26.9  25.7  20.4  16.0
20260812 112  3.3  2860   7  5.5 2203   9  9.0 2201  27.2  31.9 1549  22.8  553  16.3  33.3  18.1  51.8  41.0 1328  18.6   9.2   6.4 -9.00  998.6 1006.4 1008.7  257 1003.9 1610  1.8 10.9 13.7 -9.0 26.23  3.42 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  27.8  26.4  24.0  19.6  15.6
20260812 114  2.0  1762   5  5.2 1604   2  9.0 1301  24.0  30.2 1255  17.9  532  16.3  31.0  14.2  63.3  44.0 1254  18.6   6.3   4.4 -9.00  989.5 1006.5 1009.5    1 1004.4 1521  3.4  8.0 13.7 -9.0 21.80  3.37 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 115  7.5  6440   5  9.8  735   7 16.7 1427  24.1  26.4 1353  22.3  829  21.4  25.8  20.2  85.4  74.0   25  25.5   4.4   3.1 -9.00  980.0 1004.9 1008.5   13 1002.9 1723  6.4  1.9 13.7 -9.0 13.01  2.28 1200    0.3    1.1  2.22    0.3  803    0.2   -9   -9.0   -9   -9.0   -9   -9.0   -9  24.8  22.9  21.2  15.0  14.0
20260812 119  2.9  2486   9  4.9 1842   5  9.2 1356  26.1  31.0 1455  21.6  557  15.6  36.8  17.8  53.1  42.0 1444  17.8   7.9   5.5 -9.00 1001.7 1006.2 1008.7    2 1003.7 1640  1.8 10.0 13.7 -9.0 24.83  3.41 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  28.8  26.4  24.2  18.8  15.7
20260812 121  2.0  1697   9  5.5 1342   7  9.3 1338  22.4  29.9 1355  16.4  306  16.9  25.4  18.5  72.6  48.0 1355  19.3   4.7   3.3 -9.00  980.0 1007.4 1010.7    3 1005.1 1809  5.4  2.8 13.7 -9.0 16.00  2.81 1300    0.0   -9.0 -9.00    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 127  1.5  1278   5  3.8 1357   5  7.5 1354  23.7  30.7 1348  16.3  609  16.6  31.9  15.0  66.6  45.0 1350  19.0   6.9   4.8 -9.00  992.7 1005.8 1008.5    1 1003.6 1540  4.0  8.9 13.7 -9.0 25.53  4.07 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 129  2.7  2328   7  5.1 1007   9  9.2 1042  25.9  30.6 1434  20.2  548  16.2  30.7  15.2  56.3  42.0 1404  18.5   7.6   5.3 -9.00 1003.3 1006.2 1008.3    2 1004.1 1548  2.9  9.4 13.7 -9.0 24.73  3.44 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  27.8  26.2  24.2  19.1  16.4
20260812 130  2.9  2496  23  4.7 1500  34 10.5 1516  23.8  26.4 1348  22.7  546  20.3  24.4  19.9  81.4  68.0   24  23.9  -9.0  -9.0 -9.00 1001.3 1006.9 1009.9    1 1005.1 1815  5.9  1.6 13.7 -9.0 -9.00 -9.00   -9    0.0   -9.0 -9.00    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 131  2.7  2333   7  4.9 1853   5  7.7 1850  26.1  30.5 1441  20.6  620  15.9  28.5  18.7  54.3  43.0 1303  18.2   7.0   4.9 -9.00  999.0 1005.7 1008.2    1 1003.5 1601  2.8  6.5 13.7 -9.0 21.15  3.13 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 133  1.9  1670  14  5.4 1406  11  8.9 1402  25.5  31.4 1241  19.5  605  17.1  30.3  16.1  61.0  42.0 1242  19.6   6.3   4.4 -9.00  998.4 1006.1 1008.7   31 1004.0 1744  3.0  6.9 13.7 -9.0 21.81  3.61 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  30.1  28.7  26.7  21.9  18.0
20260812 135  1.6  1384   9  4.8 1220  11  7.7 1211  21.7  26.8 1430  15.3  544  16.7  26.1  13.5  74.9  58.0 1200  19.2   4.9   3.4 -9.00  978.2 1006.1 1009.5    1 1003.7 1553  5.0  5.2 13.7 -9.0 19.55  2.90 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 136  1.2  1004   9  4.4 1503   9  7.9 1455  23.2  28.6 1414  15.6  531  16.7  29.9  14.0  68.3  54.0 1014  19.1   4.3   3.0 -9.00  991.0 1007.1 1010.4    1 1004.8 1734  4.5  4.9 13.7 -9.0 16.35  1.85 1000   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 137  0.5   406   7  1.6 1114   7  4.6 1112  23.4  28.7 1443  16.3  601  18.5  29.4  13.7  75.0  53.0  955  21.4   3.9   2.7 -9.00  994.4 1005.4 1008.6    1 1003.2 1548  5.5  5.0 13.7 -9.0 16.82  2.56 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 138  5.0  4324   5  8.5  851   2 13.3  846  25.1  27.0 1654  23.5  129  19.1  27.7  21.9  69.6  62.0  317  22.1   5.3   3.7 -9.00 1004.7 1005.1 1008.2    1 1003.3 1633  7.0  3.8 13.7 -9.0 14.45  2.28 1300   -9.0    0.1 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  26.6  24.2  22.6  18.8  16.8
20260812 140  2.2  1892   7  4.0  855   7  8.2  842  26.3  31.7 1547  21.1  617  18.1  34.4  17.3  61.5  48.0 1517  20.9  -9.0  -9.0 -9.00 1003.0 1006.1 1008.4   48 1003.9 1555  3.3 10.3 13.6 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 143  0.9   778  11  2.8 1220  11  3.9 1220  24.7  28.2 1811  18.8  516  16.5  28.2  15.2  61.6  47.0 1126  18.8   3.5   2.4 -9.00  998.8 1005.0 1008.4    1 1002.9 1731  7.1  2.4 13.6 -9.0 11.04  1.68 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 146  2.1  1792   9  5.5 1731   9  8.5 1730  27.0  33.3 1519  19.9  503  15.6  32.6  12.0  51.0  35.0 1432  17.9   7.6   5.3 -9.00  998.1 1004.9 1007.5    4 1002.4 1536  3.4  8.8 13.6 -9.0 22.91  3.31 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 152  3.3  2893   5  5.6 1416   2  9.8 1434  24.2  26.4 1542  21.9  222  18.5  29.9  20.8  70.9  60.0  839  21.3   4.2   2.9 -9.00  995.3 1004.6 1007.5    1 1002.9 1649  6.0  1.2 13.6 -9.0 11.01  1.60 1400   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 155  2.2  1867   5  4.7 1636   9  9.8 1053  26.1  30.3 1439  22.2  512  17.9  31.3  18.5  61.0  50.0 1232  20.6   5.7   4.0 -9.00 1000.8 1004.8 1007.8    1 1003.0 1544  4.8  5.8 13.6 -9.0 17.59  2.77 1000   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 156  2.0  1711   2  3.8 1328  36  7.0 1326  26.7  32.5 1516  20.5  557  16.9  32.0  15.7  56.0  39.0 1411  19.3  10.2   7.1 -9.00  996.7 1004.6 1007.3    2 1002.1 1738  4.6  9.6 13.6 -9.0 33.95  3.51 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 159  3.4  2968   7  5.6 1029   5 10.7 1218  26.6  31.9 1253  22.6  359  18.2  31.2  18.9  61.0  45.0 1200  21.0   7.3   5.1 -9.00  996.1 1004.0 1006.9    1 1002.2 1550  4.6  5.4 13.6 -9.0 21.34  3.60 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  28.5  26.9  24.9  19.2  18.1
20260812 162  2.7  2324   5  6.1 1119   2  9.9 1117  25.7  30.6 1347  21.2  551  17.1  30.4  18.1  60.0  45.0 1304  19.5   6.0   4.2 -9.00 1000.2 1003.7 1006.7    2 1001.9 1640  3.6  5.9 13.6 -9.0 19.56  3.16 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 165  2.9  2540  32  6.0 1658  32  9.1 1701  26.1  30.6 1316  21.7  543  18.4  34.3  19.3  64.0  44.0 1235  21.2   8.0   5.6 -9.00 1000.1 1005.1 1007.3    1 1003.4 1514  2.8 11.5 13.6 -9.0 26.71  3.70 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  28.5  26.4  25.4  21.1  17.6
20260812 168  4.5  3891   9  8.4  156   5 15.1  855  26.7  30.9 1500  22.8  516  16.8  34.2  21.8  55.4  44.0 1410  19.2   8.8   6.1 -9.00  997.3 1004.7 1007.8    3 1002.9 1535  3.5 10.1 13.6 -9.0 25.81  3.49 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  29.8  28.0  25.4  20.1  17.6
20260812 169  3.4  2908  14  6.2  622  16  8.4  646  25.8  31.2 1446  22.3  606  19.1  29.1  21.5  68.1  43.0 1421  22.1   7.8   5.4 -9.00  996.7 1005.2 1007.3    1 1003.8 1536  4.1 10.7 13.6 -9.0 26.00  3.52 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 170  2.6  2259   7  5.4  301   9  8.0  255  27.3  33.0 1426  21.9  128  18.1  34.9  18.9  58.3  43.0 1544  20.7   8.3   5.8 -9.00 1001.1 1005.1 1007.4    1 1003.0 1730  3.9 11.7 13.5 -9.0 27.72  3.52 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 172  2.0  1691  29  5.0 1554  29  7.2 1641 -99.0  30.9 1525  18.8  553 -99.0  26.3  17.9  67.1  39.0 1328  -9.0   4.9   3.4 -9.00  999.0   -9.0 1007.1   48 1002.8 1545  3.4 11.2 13.6 -9.0 25.76  3.05 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 174  1.0   900  14  3.9 1058  14  7.7 1353  23.5  31.5 1521  14.5  613  16.6  32.8  12.0  68.9  39.0 1253  18.9  -9.0  -9.0 -9.00  984.6 1003.3 1006.5    1 1000.7 1517  4.4  8.2 13.6 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 177  2.6  2242   5  5.0 1207   5  8.2 1201  25.7  30.7 1419  19.7  602  18.3  33.9  17.1  64.8  46.0 1353  21.1   7.2   5.1 -9.00 1001.6 1004.7 1007.1   46 1002.5 1600  3.1  9.0 13.7 -9.0 23.82  3.41 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 181  2.8  2387   5  5.1 1440   5  7.3 1434  23.6  28.3 1411  17.0  459  17.0  26.1  14.8  67.8  51.0 1251  19.4   6.2   4.3 -9.00 1002.5 1006.4 1008.9   23 1004.2 1741  3.3  7.1 13.7 -9.0 21.54  3.41 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 184  3.6  3141   5  6.9 1440   5 11.7 1300  26.4  29.2 1424  23.3  616  19.6  33.7  20.4  66.6  57.0 1235  22.8   7.0   4.9 -9.00 1001.6 1004.0 1006.3   12 1002.3 1703  3.3  9.9 13.5 -9.0 21.86  3.01 1300   -9.0    2.6 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  29.9  29.3  28.6  23.7  19.1
20260812 185  4.1  3536  32  8.7  133  32 10.3  134  25.8  29.4 1356  21.8  510  19.3  30.3  20.7  68.0  55.0 1031  22.5   7.0   4.9 -9.00  995.5 1003.6 1005.0   40 1001.9 1736  3.8  8.0 13.5 -9.0 21.93  3.64 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 188  4.1  3503   7  6.1 1354   5 10.1 1149  26.8  29.0 1338  24.5  556  20.4  32.7  22.7  68.3  59.0 1247  24.0  -9.0  -9.0 -9.00 1002.4 1004.7 1007.0    5 1003.1 1712  5.9  7.6 13.5 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 189  3.1  2685   7  5.1 1852   9 10.1 1056  27.2  31.0 1510  23.9  552  20.0  33.6  21.6  65.3  51.0 1315  23.4   7.8   5.5 -9.00  998.4 1004.2 1006.4    1 1002.7 1725  3.8 11.2 13.5 -9.0 25.67  3.30 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 192  1.2  1013  36  3.0  953  36  7.8 1005  25.5  31.7 1220  19.0  625  17.1  29.6  15.5  61.5  44.0 1203  19.6   5.7   4.0 -9.00 1001.8 1005.2 1008.4    1 1003.0 1511  3.6  6.3 13.6 -9.0 19.93  3.47 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 201  2.7  2361   5  4.4 2135   5  8.6 2133  24.9  30.2 1534  19.9  447  15.7  29.9  15.0  58.3  39.0 1502  17.9  -9.0  -9.0 -9.00 1002.3 1007.7 1009.7   24 1005.3 1555  2.0 12.3 13.7 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 202  2.0  1748   5  4.8 1621  11  8.7 1213  24.8  30.6 1603  18.9  601  16.4  33.2  15.2  61.3  44.0 1257  18.6  -9.0  -9.0 -9.00 1001.8 1007.2 1009.9    1 1005.3 1538  2.1 11.0 13.7 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 203  1.3  1118   7  3.1 1340  36  7.3 1548  24.5  31.8 1438  17.5  553  17.8  33.0  14.3  68.0  47.0 1321  20.4  -9.0  -9.0 -9.00  998.2 1007.3 1010.3    1 1005.0 1532  3.5  7.4 13.7 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 211  2.4  2106   2  5.8 1154   5 11.9 1348  20.5  25.1 1330  16.2  413  16.6  27.2  12.0  79.1  58.0 1007  18.9  -9.0  -9.0 -9.00  985.1 1008.3 1011.1    1 1006.9 1642  6.0  4.7 13.8 -9.0 -9.00 -9.00   -9    0.1   -9.0 -9.00    0.1 2141    0.1 2231   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 212  1.5  1299   7  4.1 1629   7  8.1 1343  22.9  28.7 1453  16.7  601  16.5  30.9  14.0  69.1  49.0 1239  18.8  -9.0  -9.0 -9.00  992.0 1008.0 1010.7   45 1006.2 1802  2.8  9.1 13.7 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 216  2.3  2012  36  4.7  641  36 11.5  637  18.1  19.6 2400  16.7 1018  16.9  19.7  17.3  93.1  81.0  501  19.3   1.2   0.8 -9.00  927.9 1007.8 1010.6    1 1006.1 2304  9.3  0.0 13.7 -9.0  3.53  0.62 1300   14.3   -9.0 -9.00    2.6 2005    0.9 2024   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 217  1.6  1361  16  3.7 1750  32  7.6 1359  21.3  25.4 1653  17.7   12  17.1  25.1  17.3  77.6  64.0 1333  19.6  -9.0  -9.0 -9.00  972.4 1007.8 1011.2    1 1005.7 1651  7.3  0.7 13.7 -9.0 -9.00 -9.00   -9    0.3   -9.0 -9.00    0.2   -9    0.2   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 221  1.3  1165   7  3.9 1002   2  9.1 1201  21.3  27.9 1425  14.1  553  16.7  29.1  12.3  77.1  54.0 1340  19.1  -9.0  -9.0 -9.00  976.8 1007.0 1010.3    1 1004.7 1727  4.6  4.2 13.7 -9.0 -9.00 -9.00   -9    0.0   -9.0 -9.00    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 226  0.8   695  11  3.6 1148  14  7.9 1124  22.1  28.0 1428  15.2  544  17.6  28.2  11.2  78.4  52.0 1113  20.2  -9.0  -9.0 -9.00  987.0 1006.5 1009.3    1 1004.2 1539  4.1  5.4 13.7 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 232  2.0  1708   9  4.2 1014   9  8.6 1006  24.6  30.0 1402  17.3  546  16.6  31.1  14.5  62.8  43.0 1403  19.0  -9.0  -9.0 -9.00  997.2 1006.8 1009.3    1 1004.7 1555  3.0  8.0 13.7 -9.0 -9.00 -9.00   -9   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260812 235  2.4  2113   2  4.1  959   9  7.2 1218  26.9  32.9 1525  21.0  617  17.3  34.1  18.3  57.1  39.0 1459  19.8   8.2   5.8 -9.00 1003.9 1005.0 1007.2   53 1003.0 1529  2.6  9.4 13.7 -9.0 24.78  3.45 1200   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
