저수지 이름,저수율,측정날짜,저수지 위치,저수지 코드,저수지 수위
탑정,57.3,20260718,충청남도 논산시,4423010045,27.24
예당(대흥),57.4,20260718,충청남도 예산군,4481010021,20.47
청천,64.8,20260718,충청남도 보령시,4418010052,37.3
삽교호,52.5,20260718,충청남도 당진시,4483090002,0.88
대호호,79.1,20260718,충청남도 서산시,4421090006,-0.84
간월호,100,20260718,충청남도 서산시,4421090007,-1.7
