저수지 이름,저수율,측정날짜,저수지 위치,저수지 코드,저수지 수위
탑정,43.7,20260613,충청남도 논산시,4423010045,26.11
예당(대흥),48.2,20260613,충청남도 예산군,4481010021,19.95
청천,47.8,20260613,충청남도 보령시,4418010052,35.59
삽교호,63.4,20260613,충청남도 당진시,4483090002,1.28
대호호,61.1,20260613,충청남도 서산시,4421090006,-1.21
간월호,95.66,20260613,충청남도 서산시,4421090007,-1.78
