#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123
# YYMMDD STN   WS    WR  WD   WS   WS  WD   WS   WS    TA    TA   TA    TA   TA    TD    TS    TG    HM    HM   HM    PV  EV_S  EV_L    FG     PA     PS     PS   PS     PS   PS   CA   SS   SS   SS    SI    SI   SI     RN     RN    RN     RN   RN     RN   RN     RN   RN     SD   SD     SD   SD    TE    TE    TE    TE    TE
#    KST  ID  AVG   DAY MAX  MAX  MAX INS  INS  INS   AVG   MAX  MAX   MIN  MIN   AVG   AVG   MIN   AVG   MIN  MIN   AVG               DUR    AVG    AVG    MAX  MAX    MIN  MIN  TOT  DAY  DUR  CMB   DAY   60M  60M    DAY    D99   DUR    60M  60M    10M  10M    POW  POW    NEW  NEW    MAX  MAX     5    10    15    30    50
#             m/s     m  16  m/s   TM  16  m/s   TM     C     C   TM     C   TM     C     C     C     %     %   TM   hPa    mm    mm    hr    hPa    hPa    hPa   TM    hPa   TM    %   hr   hr   hr         MAX   TM     mm     mm    hr     mm   TM     mm   TM     mm   TM     cm   TM     cm   TM     C     C     C     C     C
20260512  90  2.1  1793  14  5.9 1402  25  9.7   10  19.0  22.9 1417  15.4 2304  11.6  25.1  12.4  63.3  47.0  939  13.7   6.7   4.7 -9.00 1006.2 1008.2 1010.0   26 1006.5 1940  3.5 12.7 14.2 -9.0 27.67  3.39 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260512  93  0.8   729  20  3.3 1541  11  5.9 1451  18.9  25.8 1613  14.2  346  14.2  25.2  12.6  77.3  46.0 1622  16.2   5.5   3.9 -9.00  998.2 1009.4 1013.4    5 1005.7 1704  4.6  8.8 14.1 -9.0 23.39  2.88 1300   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  17.5  16.2  14.6  12.3  12.0
20260512  95  0.9   747  34  2.2 1307  34  5.2 1259  17.8  23.6 1602  13.5  436  14.2  21.5  10.5  81.9  54.0 1630  16.2   4.8   3.4 -9.00  991.7 1009.8 1013.9    7 1006.6 1750  4.4  7.7 14.2 -9.0 22.28  3.54 1300    0.7   -9.0 -9.00    0.7    1    0.3   30   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260512  98  0.8   656  29  2.5 1424  27  4.8 1635  18.0  24.8 1422  13.8  457  13.3  20.8  10.7  76.3  48.0 1455  15.3   5.3   3.7 -9.00  996.0 1009.5 1013.3    1 1006.3 1703  4.5  5.8 14.1 -9.0 20.20  3.21 1400    0.7   -9.0 -9.00    0.5  300    0.2  211   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260512  99  0.9   767  34  3.0 1335  36  5.2 1338  17.2  23.7 1548  12.6 2352  14.1  21.6   9.1  84.4  56.0 1502  16.2   4.9   3.4 -9.00 1006.7 1010.3 1013.7    1 1007.4 1644  4.5  7.2 14.1 -9.0 20.26  3.61 1200    2.5   -9.0 -9.00    2.1  210    1.0  209   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260512 100  2.2  1900  25  4.6  932  27  7.8   47  14.7  21.6 1210  11.3 2355  11.1  16.9   9.1  81.1  46.0 1156  13.2   4.1   2.8 -9.00  921.8 1009.1 1012.5    1 1005.8 1608  6.0  6.5 14.1 -9.0 19.40  3.58 1100    0.0   -9.0 -9.00    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260512 101  1.2  1037  32  2.8 2156  20  4.6 1516  19.4  25.9 1638  14.7  332  13.7  25.3  11.2  73.0  43.0 1658  15.8   5.4   3.8 -9.00  999.5 1008.3 1012.5    2 1004.7 1657  4.1  8.0 14.1 -9.0 22.63  3.07 1400    0.0   -9.0 -9.00    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  16.8  14.8  13.6  13.3  15.3
20260512 102  1.6  1356  14  3.6  538  16  7.1  531  14.3  18.9 1421  11.2 2201  12.8  21.5   6.4  91.4  73.0 1412  14.8   3.3   2.3 10.08 1004.5 1008.8 1010.9  950 1007.1 1759  5.1  4.6 14.1 -9.0 16.84  3.34 1300    0.2   -9.0  3.33    0.1   -9    0.1    2   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260512 104  1.5  1271  11  3.4 1605  23  5.9  200  19.8  23.8 1058  16.1 2144  13.0  21.4  12.0  66.1  48.0  909  15.0   5.1   3.6 -9.00  998.2 1006.9 1009.6    1 1004.8 1742  5.0  8.6 14.1 -9.0 20.77  3.19 1000   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  18.2  15.3  13.7  11.9  13.0
20260512 105  2.1  1822   7  3.4 1141   5  7.6 1136  21.7  26.2 1059  18.7 2257  11.6  24.2  14.3  53.8  41.0 1036  13.7   6.2   4.4 -9.00 1005.0 1008.1 1010.8    1 1006.2 1737  5.1  8.6 14.1 -9.0 21.19  3.06 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  19.0  17.2  14.2  12.8  14.1
