#START7777
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123
# YYMMDD STN   WS    WR  WD   WS   WS  WD   WS   WS    TA    TA   TA    TA   TA    TD    TS    TG    HM    HM   HM    PV  EV_S  EV_L    FG     PA     PS     PS   PS     PS   PS   CA   SS   SS   SS    SI    SI   SI     RN     RN    RN     RN   RN     RN   RN     RN   RN     SD   SD     SD   SD    TE    TE    TE    TE    TE
#    KST  ID  AVG   DAY MAX  MAX  MAX INS  INS  INS   AVG   MAX  MAX   MIN  MIN   AVG   AVG   MIN   AVG   MIN  MIN   AVG               DUR    AVG    AVG    MAX  MAX    MIN  MIN  TOT  DAY  DUR  CMB   DAY   60M  60M    DAY    D99   DUR    60M  60M    10M  10M    POW  POW    NEW  NEW    MAX  MAX     5    10    15    30    50
#             m/s     m  16  m/s   TM  16  m/s   TM     C     C   TM     C   TM     C     C     C     %     %   TM   hPa    mm    mm    hr    hPa    hPa    hPa   TM    hPa   TM    %   hr   hr   hr         MAX   TM     mm     mm    hr     mm   TM     mm   TM     mm   TM     cm   TM     cm   TM     C     C     C     C     C
20260713  90  1.8  1589  14  4.9 1709  16  8.4 1701  29.6  34.5 1221  25.4 2134  23.0  34.8  24.4  69.4  49.0 1225  28.0   6.9   4.8 -9.00 1005.6 1007.6 1009.3    1 1005.7 1729  1.8 11.6 14.6 -9.0 25.02  3.53 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260713  93  1.0   835  23  4.3 1624  23  6.4 1616  28.4  33.6 1550  24.0  503  24.8  31.2  23.6  82.8  56.0 1638  31.3   5.2   3.6 -9.00  998.2 1009.0 1010.8  652 1006.6 1725  4.3  6.1 14.6 -9.0 18.28  2.20 1400   -9.0    0.2 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  27.2  24.7  22.2  17.7  15.0
20260713  95  0.9   798  16  4.3 1514  11  7.7 1511  27.6  31.6 1427  23.4  507  24.8  28.9  23.4  86.4  64.0 1346  31.4   4.3   3.0 -9.00  991.7 1009.1 1010.8    1 1006.8 1730  4.6  5.7 14.6 -9.0 16.19  2.29 1300    0.0    0.9 -9.00    0.0   -9    0.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260713  98  0.7   617  27  3.1 1420  25  6.3 1417  28.1  32.0 1348  24.7  412  23.1  30.5  22.7  75.1  55.0 1626  28.3   4.3   3.0 -9.00  995.6 1008.5 1010.2    2 1006.3 1715  5.6  2.7 14.6 -9.0 14.82  2.18 1500    0.1   -9.0 -9.00    0.1   -9    0.1   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260713  99  0.8   723  29  3.1 1204  27  6.6 1213  27.6  32.4 1522  23.7  414  24.2  29.5  24.3  83.5  61.0 1622  30.1   5.1   3.6 -9.00 1005.8 1009.2 1010.8    1 1007.0 1727  4.6  5.4 14.6 -9.0 18.81  2.81 1400    0.2   -9.0 -9.00    0.2   -9    0.2   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260713 100  3.2  2800  29  5.6  922  27 10.3  848  25.6  29.3 1415  21.0  107  21.8  27.3  19.5  80.6  65.0 1419  26.2   6.2   4.3 -9.00  924.4 1008.2 1011.2    1 1005.8 1718  2.5 10.7 14.6 -9.0 24.21  3.21 1400   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260713 101  1.2  1024  20  3.8 1601  20  6.3 1558  28.3  34.0 1719  24.0  526  23.7  30.7  22.7  77.5  51.0 1640  29.3   5.2   3.6 -9.00  999.4 1007.9 1009.9  608 1005.3 1727  4.3  4.9 14.6 -9.0 17.82  2.50 1500   -9.0    0.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  26.6  23.2  21.0  16.9  15.2
20260713 102  5.8  4970  16  9.4 1847  18 15.6 1843  24.3  26.2 1343  22.6  429  22.1  26.1  22.7  87.6  79.0 1548  26.6   4.2   2.9 -9.00 1002.3 1006.4 1008.6    1 1004.7 1724  6.6  1.6 14.6 -9.0 16.31  2.63 1300    0.0   -9.0  0.97   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9 -99.0 -99.0 -99.0 -99.0 -99.0
20260713 104  1.6  1415  11  3.6 1245   9  6.2 1243  30.4  34.2 1253  27.4    1  24.6  33.3  24.4  71.9  59.0  907  31.0   6.9   4.8 -9.00  998.3 1006.7 1008.8    1 1004.9 1719  1.3 12.3 14.6 -9.0 25.98  3.08 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  26.2  22.5  20.3  16.1  14.0
20260713 105  2.3  1994  25  4.3  924  25  9.2  927  31.3  35.9 1212  27.4  600  22.7  34.2  26.4  61.5  45.0 1201  27.6   7.5   5.3 -9.00 1004.7 1007.7 1009.7    1 1005.8 1715  1.3 11.2 14.6 -9.0 24.07  3.38 1100   -9.0   -9.0 -9.00   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9   -9.0   -9  27.0  23.3  21.9  17.4  15.5
